Sample ID	Description	Category	Department	Site	Location	Sample QC Check	Status: NWSS	Status: WaTCH	Sample Collection Method	Sample Composite Start	Sample Composite End	Sample Collection Date/Time	Sample Collection By	Sample Flow (MGD)	Assay Accepted Droplets	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Spike-In (CN/L)	Assay Control, Process Result (CN/L)	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Control, Internal Concentration (CN/Rxn)	Concentration Input Volume (mL)	Concentration Method	Concentration Output Volume (mL)	Extraction Input Volume (mL)	Extraction Method	Extraction Output Volume (mL)	Assay Type	Assay Name	Assay Volume (mL)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Sample Received By	Sample Received Date	Sample pH (Lab)	Concentration Date	Concentration Lot ID	Concentration Machine	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Extraction Date	Extraction Lot ID	Extraction Machine	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Assay Date	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Comments
A02-0079	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Processing	Confirming	Grab	09/03/2021 10:33 AM	09/03/2021 10:33 AM	09/03/2021 10:33 AM	EL																				10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05																																							JL	09/03/2021	7.98	9/3/21	NT04155	Halcyon		CP0008	B04	JL	9/3/21	2102028	Halcyon	J2	EP0008	A10	JL											
A1027	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	04/12/2021 12:00 PM	04/13/2021 12:00 PM	04/12/2021 12:00 PM	EL	11.895	12104	SARS-CoV-2 N1				9336	SARS-CoV-2 N2				4656					Human RNase P	42000		100	PEG Precipitation	4	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				MVS	04/16/2021		4/16/21						JL	4/19/21						JL	04/19/2021	OneStep RT-ddPCR	Manual	DQ		QX 200					
A1062	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	06/02/2021 12:00 AM	06/02/2021 11:55 PM	06/02/2021 11:55 PM	EL	8.513	13954	SARS-CoV-2 N1	1.69			4013.75	SARS-CoV-2 N2	1.69			4013.75	BRSV			494760			208.32	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	06/04/2021	7.03	7/7/21			pH - 7.03				7/7/21						JL	07/07/2021	OneStep RT-ddPCR	Manual	DQ							
A0238	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	02/09/2021 12:00 PM	02/09/2021 11:55 AM	02/09/2021 08:00 AM	GG	9.493	11383	SARS-CoV-2 N1				14880	SARS-CoV-2 N2				39696					Human RNase P	4968		100	PEG Precipitation	4	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	02/11/2021		2/22/21						AT	2/24/21						AT	03/11/2021	OneStep RT-ddPCR	Manual	DQ							
B01-0073	Sample	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	10/26/2021 07:00 AM	10/27/2021 07:00 AM	10/27/2021 08:00 AM	KM		17284	SARS-CoV-2 N1	1.36138007	0	1040.980072	1446.46633	SARS-CoV-2 N2	0	0	1205.935364	0	None				Human RNase P	2893.016245	2.722838819	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/29/2021	7.1	11/2/21	NT04474	Kookaburra		CP0031	A06	JL	11/2/21	21108255	Kookaburra	H5	EP0031	C05	JL	11/04/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	H5	AP0016	C05	JL	
L01-0004	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01		Processing	Processing																																																																																																
A02-0334	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
J01-0003	Sample	Sample	WWTP	Preston	AlpineLakeWWTP-01		Processing	Processing																																																																																																
H01-0059	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01		Processing	Processing																																																																																																
A1086	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	07/06/2021 12:00 AM	07/06/2021 11:55 PM	07/06/2021 11:55 PM	EL	6.793	12032	SARS-CoV-2 N1	1.96			4655	SARS-CoV-2 N2	1.96			4655	BRSV			204725			86.2	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	07/09/2021	6.52	7/9/21			pH - 6.52				7/9/21						JL	07/09/2021	OneStep RT-ddPCR	Manual	DQ							
A01-0082	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	11/06/2021 12:00 AM	11/06/2021 11:55 PM	11/06/2021 11:55 PM	GG	6.698	15687	SARS-CoV-2 N1	57	0	1193.4	60562.5	SARS-CoV-2 N2	51	0	1245	54187.5					Human RNase P	20825	19.6	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/10/2021	6.98	11/11/21	NT04474	Kookaburra		CP0034	D03	JL	11/11/21	2108255	Kookaburra	E7	EP0034	B07	JL	11/18/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	E7	AP0020	C07	JL	
A1032	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	04/19/2021 12:00 PM	04/19/2021 11:59 AM	04/23/2021 10:56 AM	EL	8.689	10235	SARS-CoV-2 N1				19320	SARS-CoV-2 N2				9660					Human RNase P	0		100	PEG Precipitation	7	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				MVS	04/23/2021		4/23/21						MVS	4/26/21						MVS	04/26/2021	OneStep RT-ddPCR	Manual	DQ		QX 200					
A02-0017	Sample	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Processing	Complete	Composite	08/16/2021 09:41 AM	08/18/2021 09:38 AM	08/18/2021 09:38 AM	EL		9830	SARS-CoV-2 N1	105.7108402	0	2615.09491	112317.7677	SARS-CoV-2 N2	75.94480991	0	2786.116028	80691.36053					Human RNase P	66644.49215	62.72422791	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	08/18/2021	7.15	8/27/21	NT04155	Kookaburra		CP0005	A01	JL	8/27/21	2102028	Kookaburra	B1	EP0005	A01	JL	08/20/2021	OneStep RT-ddPCR	Manual	DQ	58477036	QX One	B1	AP0005	A01	JL	
L01-0046	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01		Processing	Processing																																																																																																
B01-0026	G	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	12/02/2021 07:00 AM	12/03/2021 07:00 AM	12/03/2021 07:30 AM	-	6.899	10277	SARS-CoV-2 N1	4.579488337	0	584.9592972	8157.2136	SARS-CoV-2 N2	6.869567037	0	645.5539703	12236.41628	None				Human RNase P	8157.2136	4.579488337	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	12/07/2021	6.98	12/8/21	NT04474	Halcyon		CP0045	C01	AJ	12/8/21	2110258	Halcyon	D1	EP0045	B01	AJ	12/09/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	D1	AP0025	D01	JL	
B01-0072	Sample	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	10/25/2021 07:00 AM	10/26/2021 07:00 AM	10/26/2021 07:30 AM	KM		15869	SARS-CoV-2 N1	1.482774764	0	1040.980072	1575.44819	SARS-CoV-2 N2	1.482774764	0	1205.935364	1575.44819	None				Human RNase P	3150.995802	2.965643108	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/29/2021	6.96	11/2/21	NT04474	Kookaburra		CP0031	D05	JL	11/2/21	21108255	Kookaburra	H4	EP0031	C04	JL	11/04/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	H4	AP0016	C04	JL	
A03-0142	Sample	Sample	K-12	Monongalia	MountainviewES-01		Processing	Processing																																																																																																
J01-0034	Sample	Sample	WWTP	Preston	AlpineLakeWWTP-01		Processing	Processing																																																																																																
I01-0048	Sample	Sample	WWTP	Morgan	WarmSpringsWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	11/15/2021 07:00 AM	11/16/2021 07:00 AM	11/16/2021 09:00 AM	-	0.638	12514	SARS-CoV-2 N1	0	0	1030.216827	0	SARS-CoV-2 N2	0	0	1109.431686	0	None				Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	11/19/2021	6.77	11/29/21	NT04474	Halcyon		CP0040	A02	AJ	11/29/21	2108255	Halcyon	E2	EP0040	A02	AJ	12/03/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	E2	AP0023	A02	JL	
J01-0019	Sample	Sample	WWTP	Preston	AlpineLakeWWTP-01		Processing	Processing																																																																																																
A02-0151 c	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected	Complete	Composite	02/17/2021 12:00 PM	02/17/2021 11:55 AM	02/17/2021 08:00 AM	GG		12328	SARS-CoV-2 N1				13752	SARS-CoV-2 N2				9168					Human RNase P	13752		100	PEG Precipitation	4	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	02/18/2021	7.29	2/19/21						AT	2/24/21						AT	03/11/2021	OneStep RT-ddPCR	Manual	DQ		QX 200					Was A04-0009
A0234	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	02/03/2021 12:00 AM	02/03/2021 11:59 PM	02/03/2021 12:00 AM	GS	10.441	18510	SARS-CoV-2 N1				75546	SARS-CoV-2 N2				51516					Human RNase P	17172		100	PEG Precipitation	4.5	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	02/04/2021		2/5/21						MS	2/19/21						MS	02/22/2021	OneStep RT-ddPCR	Manual	DQ							
A0207	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	01/03/2021 12:00 AM	01/03/2021 11:59 PM	01/03/2021 12:00 AM	GG	12.379	15701	SARS-CoV-2 N1				3600	SARS-CoV-2 N2				21576					Human RNase P	14400		100	PEG Precipitation	4	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	01/07/2021		1/4/21						MS	2/17/21						MS	02/22/2021	OneStep RT-ddPCR	Manual	DQ							
A03-0005	Sample	Sample	K-12	Monongalia	BrookhavenES-01	Pass	Processing	Complete	Composite	09/15/2021 06:00 AM	09/15/2021 02:00 PM	09/16/2021 05:00 PM	TD		14939	SARS-CoV-2 N1	15.75559974	0	1320.22522	16740.32472	SARS-CoV-2 N2	33.09895277	0	1524.019623	35167.63732					Human RNase P	152751.6717	143.7662792	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	09/16/2021	6.71	9/17/21	NT04155	Halcyon		CP0013	A02	JL	9/17/21	2105033	Halcyon	F2	EP0012	A02	JL	09/20/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	F2	AP0008	D02	JL	
G01-0003	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	10/06/2021 09:00 AM	10/07/2021 08:00 AM	10/07/2021 08:30 AM	ML		17930	SARS-CoV-2 N1	487.7756119	0	1707.766876	518261.5876	SARS-CoV-2 N2	522.0035934	0	1836.244965	554628.818					Human RNase P	18844.30476	17.73581624	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/08/2021	6.39	10/11/21	NT04474	Halcyon		CP0023	A02	JL	10/11/21	2108255	Halcyon	B2	EP0023	A02	JL	10/14/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	B2	AP0013	B01	JL	
A0227	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	01/25/2021 12:00 AM	01/25/2021 11:59 PM	01/25/2021 12:00 AM	GS	8.487	17665	SARS-CoV-2 N1				57576	SARS-CoV-2 N2				44784					Human RNase P	3192		100	PEG Precipitation	4	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	01/29/2021		2/5/21						MS	2/19/21						MS	02/22/2021	OneStep RT-ddPCR	Manual	DQ							
A0041	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	12/15/2020 12:00 PM	12/15/2020 11:59 AM	12/15/2020 12:00 AM	GG	6.989	11546	SARS-CoV-2 N1				73416	SARS-CoV-2 N2				83208					Human RNase P	34248		100	PEG Precipitation	4	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	12/18/2020		12/14/20						AT	12/21/20						AT	02/22/2021	OneStep RT-ddPCR	Manual	DQ							
A03-0092	Sample	Sample	K-12	Monongalia	SuncrestES-01	Pass	Processing	Complete	Composite	11/12/2021 06:00 AM	11/12/2021 02:00 PM	11/12/2021 02:05 PM	BL		15676	SARS-CoV-2 N1	0	0	1030.216827	0	SARS-CoV-2 N2	0	0	1109.431686	0	None				Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	11/15/2021	8.58	12/2/21	NT04474	Kookaburra		CP0042	B02	LW	12/2/21	2108255	Kookaburra	E8	EP0042	A08	LW	12/03/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	E8	AP0023	E08	JL	
K01-0014	Sample	Sample	WWTP	Wood	ParkersburgWWTP-01		Processing	Processing																																																																																																
J01-0027	Sample	Sample	WWTP	Preston	AlpineLakeWWTP-01		Processing	Processing																																																																																																
A02-0001	Sample	Sample	WVU Morgantown	Monongalia	Evansdale-01	Pass	Processing	Complete	Composite	08/11/2021 09:00 AM	08/12/2021 09:00 AM	08/12/2021 09:35 AM	EL		16799	SARS-CoV-2 N1	0	0	2236.361694	0	SARS-CoV-2 N2	0	0	2276.707153	0	BRSV	0		0				10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	BRSV Triplex	0.005																																				JL	08/12/2021		8/13/21	NT04155	Kookaburra		CP000000	C03	JL	8/13/21	2102028	Kookaburra		EP000000	C03	JL	08/13/2021	OneStep RT-ddPCR	Manual	DQ		QX 200		AP000000	B07	JL	
A02-0323	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
E02-0014	Sample	Sample	WWTP	Mercer	AthensWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	11/22/2021 08:00 AM	11/23/2021 08:00 AM	11/23/2021 08:00 AM	-	0.116	16533	SARS-CoV-2 N1	62.70332813	0	1030.216827	111690.3032	SARS-CoV-2 N2	11.38818383	0	1109.431686	20285.20245	None				Human RNase P	27894.68687	15.66017509	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	11/30/2021	6.6	11/30/21	NT04474	Halcyon		CP0041	D02	AJ	11/30/21	2108255	Halcyon	I4	EP0041	C04	AJ	12/03/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	I4	AP0023	G04	JL	
A03-0028	Sample	Sample	K-12	Monongalia	MorgantownHS-01	Pass	Processing	Complete	Composite	09/17/2021 06:00 AM	09/17/2021 02:00 PM	09/20/2021 10:00 AM	BL		12669	SARS-CoV-2 N1	52.06035614	0	878.4640503	55314.1284	SARS-CoV-2 N2	70.68129063	0	968.4371185	75098.87129					Human RNase P	17766.19747	16.72112703	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	09/21/2021	7.59	9/24/21		Halcyon		CP0016	C01	JL	9/24/21	XXXXXX	Halcyon	I5	EP0016	B01	JL	09/24/2021	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	I5	AP0009	B05	JL	
A02-0072	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Processing	Complete	Composite	08/30/2021 10:58 AM	09/01/2021 10:59 AM	09/01/2021 10:58 AM	EL		9462	SARS-CoV-2 N1	25.01316309	0	3138.026123	26576.48578	SARS-CoV-2 N2	11.11402273	0	3336.080627	11808.64915					Human RNase P	44308.20137	41.70183659	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	BRSV Triplex	0.005																																				JL	09/01/2021	6.98	9/2/21	 NT04155	Kookaburra		CP0007	C04	JL	9/2/21	2102028	Halcyon	G8	EP0007	B04	JL	09/02/2021	OneStep RT-ddPCR	Manual	DQ		QX One	G8	AP000000	H02	JL	
A03-0088	Sample	Sample	K-12	Monongalia	MountainviewES-01	Pass	Processing	Complete	Composite	12/08/2021 06:00 AM	12/08/2021 02:00 PM	12/09/2021 09:51 AM	GZ		15025	SARS-CoV-2 N1	0	0	721.9914246	0	SARS-CoV-2 N2	0	0	850.2881622	0					Human RNase P	2789.561427	1.566069573	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	12/14/2021	8.37	2021-12-09	NT04474	Kookaburra		CP0046	C01	LW	2021-12-09	2110258	Kookaburra	I5	EP0046	B05	LW	12/14/2021	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	I5	AP0027	B05	JL	
A03-0096	Sample	Sample	K-12	Monongalia	NorthES-01	Pass	Processing	Complete	Composite	11/17/2021 06:00 AM	11/17/2021 02:00 PM	11/18/2021 09:35 AM	BL		8345	SARS-CoV-2 N1	0	0	1030.216827	0	SARS-CoV-2 N2	0	0	1109.431686	0	None				Human RNase P	5022.6813	2.819750905	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	11/22/2021	7.44	12/2/21	NT04474	Kookaburra		CP0042	B05	LW	12/2/21	2108255	Kookaburra	F3	EP0042	B03	LW	12/03/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	F3	AP0023	F03	JL	
J01-0013	Sample	Sample	WWTP	Preston	AlpineLakeWWTP-01		Processing	Processing																																																																																																
A02-0158	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Processing	Complete	Composite	10/04/2021 10:00 AM	10/06/2021 09:00 AM	10/06/2021 10:05 AM	BL		9886	SARS-CoV-2 N1	12.99179554	0	1593.187866	13803.78276	SARS-CoV-2 N2	3.247456253	0	2077.493896	3450.42227					Human RNase P	34519.93927	32.48935461	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/06/2021	7.32	10/7/21	NT04474	Halcyon		CP0021	C04	JL	10/7/21	2108052	Halcyon	I4	EP0021	B04	JL	10/11/2021	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	I4	AP0012	D03	JL	
A02-0358	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A02-0364	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A0224	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	01/20/2021 12:00 AM	01/20/2021 11:59 PM	01/20/2021 12:00 AM	GS	8.431	13877	SARS-CoV-2 N1				44784	SARS-CoV-2 N2				44784					Human RNase P	4080		100	PEG Precipitation	4	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	01/22/2021		2/5/21						MS	2/19/21						MS	02/22/2021	OneStep RT-ddPCR	Manual	DQ							
H01-0004	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Processing	Complete	Composite	10/01/2021 08:00 AM	10/02/2021 08:00 AM	10/02/2021 08:15 AM	DRC		8479	SARS-CoV-2 N1	33.32385063	0	2152.007294	35406.5913	SARS-CoV-2 N2	16.65602565	0	2493.552246	17697.02725	None				Human RNase P	5897.617303	5.550698638	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/08/2021	6.88	10/18/21	NT04474	Halcyon		CP0026	C02	JL	10/18/21	2108255	Halcyon	I2	EP0026	B02	JL	10/20/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	I2	AP0014	B05	JL	
B01-0020	Sample	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	10/12/2021 07:00 AM	10/13/2021 07:00 AM	10/13/2021 09:55 AM	KM	6.426	12359	SARS-CoV-2 N1	15.23555636	0	2152.007294	16187.77864	SARS-CoV-2 N2	17.14069486	0	2493.552246	18211.98829	None				Human RNase P	2022.899194	1.903905123	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/15/2021	7.07	10/15/21	NT04474	Halcyon		CP0025	C03	JL	10/15/21	2108255	Halcyon	F7	EP0025	C03	JL	10/20/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	F7	AP0014	G02	JL	
A02-0183	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Processing	Processing	Composite	10/20/2021 09:40 AM	10/22/2021 09:40 AM	10/22/2021 10:04 AM	EL			SARS-CoV-2 N1					SARS-CoV-2 N2					None				Human RNase P			10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/25/2021	7.48	10/25/21	NT04474	Halcyon		CP0028	A06	JL	10/25/21	2108255	Halcyon	A6	EP0028	A06	JL	11/01/2021	OneStep RT-ddPCR	OK	ABS	58477038	QX 200	A6	AP0015	A06	JL	
A03-0140	Sample	Sample	K-12	Monongalia	MorgantownHS-01	Pass	Processing	Complete	Composite	12/10/2021 06:00 AM	12/10/2021 02:00 PM	12/10/2021 01:51 PM	GZ		13869	SARS-CoV-2 N1	0	0	721.9914246	0	SARS-CoV-2 N2	0	0	850.2881622	0					Human RNase P	96814.92001	54.35223579	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	12/13/2021	9.12	12/13/21	NT04474	Halcyon		CP0048	D02	AJ	12/13/21	2108255	Halcyon	J1	EP0048	C01	AJ	12/14/2021	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	J1	AP0027	H01	JL	
A01-0093	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	11/18/2021 12:00 AM	11/18/2021 11:55 PM	11/18/2021 11:55 PM	GG	8.055	15524	SARS-CoV-2 N1	57.66643524	0	1092.976303	102718.3378	SARS-CoV-2 N2	74.38576221	0	1279.930573	132499.6389	None				Human RNase P	156881.91	88.07405472	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	11/29/2021	7.33	11/19/21	NT04474	Halcyon		CP0038	B04	AJ	11/19/21	2108255	Halcyon	A3	EP0038	A08	AJ	11/29/2021	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	A3	AP0022	A08	JL	
