Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
A02-0284	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	1/10/22 9:00	1/12/22 9:00	NA	1/12/22	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	26046.30891	42333.47252	34189.890715	NA	NA	NA	122866.196348	274884.871424203	NA	NA	75120.13064	144072.929422321	NA	NA	27374.064932	29781.2423333592	NA	NA
A03-0083	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	11/17/21 6:00	11/17/21 14:00	NA	11/22/21	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	888	1270	1079	NA	NA	NA	2525.7338926	5240.70043224768	NA	NA	2931.2708987	3616.97596238668	NA	NA	3336.8079048	4702.06572445726	NA	NA
A1001	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	3/8/21 12:00	3/8/21 12:00	8.776	3/12/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	17430	5820	11625	579037.8147288	193344.8124912	386191.31361	23736	33181.0592640008	876144.064650768	1184407.27151501	29129.4	46396.4278899548	1062905.80915697	1666802.37529334	34522.8	62218.3242015878	1249667.55366318	2248873.67378608
K01-0062	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	4/5/22 6:00	4/6/22 6:00	6.08	4/13/22	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8332.635323	2047	5189.8176615	191778.041754468	47112.3043616	119445.173058034	7332.148894	4803.18652085104	152683.366432507	101531.329558026	6029.4366769	1464.45146490355	125001.607179063	26459.5351403025	4726.7244598	4648.39290701274	97319.8479256182	93564.2920300556
A02-0091	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	9/8/21 9:09	9/10/21 9:09	NA	9/13/21	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9018.759057	15033.07253	12025.9157935	NA	NA	NA	16217.8668144	24352.617614888	NA	NA	16322.1364821	28124.4397812938	NA	NA	16426.4061498	32913.0366127767	NA	NA
A01-0239	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	4/27/22 0:00	4/28/22 0:00	9.6	4/29/22	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	155544.8547	127906.0288	141725.44175	5652490.0649273	4648096.90060616	5150293.48276673	80372.198806	81033.462106003	3206155.53466446	3143146.6879493	75407.933943	73844.7726819872	3019070.91856892	2906119.50282969	70443.66908	68731.5265535851	2831986.30247338	2749868.48916983
H01-0095	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	12/17/21 8:00	12/18/21 8:00	NA	12/28/21	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9285.867848	15477.58916	12381.728504	NA	NA	NA	21953.2729196	23554.1431449593	169671.476639477	348084.497947731	24872.9260858	29846.6528157915	174735.308333301	276161.771912086	27792.579252	37042.5367941662	179799.140027125	220325.253219386
K01-0013	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	1/5/22 6:29	1/6/22 6:25	6.316	1/12/22	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	49320.397	45795.58678	47557.99189	1179184.08803308	1094910.63571759	1137047.36187533	26874.834732	29548.629120912	799846.771817386	753101.862857475	28300.8873834	29036.5102902893	853675.481601452	824551.977636837	29726.9400348	29722.9976287069	907504.191385519	938076.048789858
A02-0437	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	4/2/22 9:00	4/4/22 9:00	NA	4/4/22	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2188	1834	2011	NA	NA	NA	5135.062472	14874.1380989211	NA	NA	3839.0743137	9541.67422923125	NA	NA	2543.0861554	4292.17356774681	NA	NA
E02-0014	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	11/22/21 8:00	11/23/21 8:00	0.116	11/30/21	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	111690.3032	20285.20245	65987.752825	49044.0565138122	8907.38575192552	28975.7211328689	68484.334156	63083.8488203258	30909.4274901459	29890.848702365	60003.253091	23593.1888941423	26980.1276469455	13444.1269100064	51522.172026	32265.885991202	23050.8278037451	15082.8149455326
H01-0055	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	12/27/21 8:00	12/28/21 8:00	3.4	1/3/22	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2809.570371	8429.275677	5619.423024	36160.2776454962	108488.099097607	72324.1883715515	8268.5503792	14411.5963773603	64913.2338720833	98001.8315777798	9847.6480785	15643.9018713374	77495.0865789517	92314.3883786849	11426.7457778	17624.9037080301	90076.9392858201	99015.731381787
A01-0047	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	9/21/21 0:00	9/21/21 23:55	7.79	9/24/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	186878.9375	80527.74131	133703.339405	5510750.37666661	2374629.72923952	3942690.05295306	203506.9871	202497.76816478	5754028.94388873	5484558.89858661	328117.536562	637418.890366144	9217751.31246377	17660326.5190254	452728.086024	1320570.72055662	12681473.6810388	36727602.96512
E02-0123	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	5/9/22 8:00	5/10/22 8:00	0.121	5/13/22	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1895	2750	2322.5	867.97558595	1259.5951775	1063.785381725	13024.644524	15286.3743915565	6199.72749237869	6968.5902227103	12030.0258745	11720.8463975338	5995.29856664428	6662.35865466027	11035.407225	9807.41048661312	5790.86964090987	7679.7599019338
H01-0124	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	2/7/22 8:00	2/8/22 8:00	1.8	2/11/22	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	86072.19592	91457.58525	88764.890585	586473.392083549	623168.024006165	604820.708044857	59177.1098586	108792.36565397	2443108.56326156	3461749.31282865	62639.3914366	118650.393820257	2485430.88844878	3362772.88336851	66101.6730146	128598.604053177	2527753.213636	3269014.40859189
C01-0159	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	4/21/22 7:00	4/22/22 7:00	10.351	4/26/22	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	27538.12082	22529.84371	25033.982265	1079020.09968693	882781.884965784	980900.992326356	326937.1682798	1286291.84827071	12452117.3423253	48834453.2347885	362391.7805979	1428126.60180768	13814170.2999169	54207336.6047571	397846.392916	1569982.31339717	15176223.2575085	59581260.2044165
A02-0216	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	11/10/21 10:14	11/12/21 10:14	NA	11/12/21	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	31638.8984	78417.24336	55028.07088	NA	NA	NA	415374.891871	1486487.16725854	NA	NA	424117.7434242	1490737.48489926	NA	NA	432860.5949774	1495320.98798761	NA	NA
Q01-0001	not institution specific	wwtp	WWTP	WWTP	21809	MadisonWWTP-01	5/4/22 14:30	5/5/22 8:00	0.691	5/12/22	24-hr time-weighted composite	Madison	25053	NA	-81.8472888	38.102484	4555	Boone	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16359.64109	13087.20198	14723.421535	42792.2127441414	34232.4338457543	38512.3232949478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K01-0063	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	4/4/22 6:00	4/5/22 6:00	5.186	4/13/22	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9144.05236	2440	5792.02618	179508.137847735	47899.9724744	113704.055161067	8605.2512394	7832.91776460564	178167.387696491	172535.927864492	7343.1147961	4696.48832872919	152182.93249377	109307.525253944	6080.9783528	4683.80793721871	126198.477291049	102970.164025228
G01-0144	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	3/22/22 8:00	3/23/22 8:00	0.28	3/31/22	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	916	712	814	970.8819568	754.6593376	862.7706472	25886.409168	72895.1608315151	94768.2785569358	265567.92891712	31202.5111684	88147.534424882	112946.42626064	321973.26712435	36518.6131688	103635.084401574	131124.573964344	379135.959269657
C01-0036	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	11/9/21 7:00	11/10/21 7:00	NA	11/12/21	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	69405.93064	83310.26614	76358.09839	NA	NA	NA	29243.9042704	52382.8845836753	705804.806177049	625706.282386592	32618.4173163	60499.7455511733	842134.534004001	663617.620628924	35992.9303622	68950.4648420341	978464.261830953	753954.31766211
A1048	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	5/13/21 12:00	5/13/21 11:59	9.878	5/14/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6510	6510	6510	243423.7426698	243423.7426698	243423.7426698	4617.8	6902.64998004822	203689.81942003	312744.472399027	4964.6	6164.0931602848	217489.662171675	283173.808639574	5311.4	5984.63298700023	231289.50492332	274551.689583734
A1000	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	3/7/21 12:00	3/7/21 12:00	9.116	3/12/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2454	20490	11472	84682.13521224	707064.7720044	395873.45360832	28609.2	35258.1191039321	1051641.95300304	1217788.20987041	33972	42796.9550199388	1235447.54365047	1514290.52735201	39334.8	55612.155669399	1419253.1342979	2006554.81988638
A02-0161	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	10/9/21 9:00	10/11/21 9:00	NA	10/11/21	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10605.7135	14141.67836	12373.69593	NA	NA	NA	5740.8358826	6343.44394083722	NA	NA	12218.8406423	22433.2517141441	NA	NA	18696.845402	41353.0303673317	NA	NA
G01-0048	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	12/31/21 9:00	1/1/22 8:00	1.02	1/6/22	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	11747.3937	11747.3937	11747.3937	45358.0756176353	45358.0756176353	45358.0756176353	31952.8873814	40769.3553584437	106477.05363957	132638.209946278	31672.0360638	45148.3311851151	106010.074645138	149902.213249444	31391.1847462	52900.2907711822	105543.095650707	176941.348461568
A03-0198	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	2/2/22 6:00	2/2/22 14:00	NA	2/3/22	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5895.591918	2947.692443	4421.6421805	NA	NA	NA	18185.1427936	53370.7449923046	NA	NA	12409.4552391	35189.4649007143	NA	NA	6633.7676846	17286.8705578561	NA	NA
G01-0027	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	11/14/21 9:00	11/15/21 8:00	NA	11/16/21	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	30441.40533	31964.44973	31202.92753	NA	NA	NA	19309.5391502	28733.7253810004	NA	NA	17371.1599851	27253.0627016703	NA	NA	15432.78082	26443.9682290293	NA	NA
N02-0055	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	4/24/22 7:00	4/25/22 7:00	8.03	4/26/22	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2685.016394	2685.016394	2685.016394	81616.0199013327	81616.0199013327	81616.0199013327	8965.7048386	15119.2798618759	384880.584499046	659219.375652795	8185.5903153	12584.74242759	361449.36571289	543494.660412322	7405.475792	10486.752441129	338018.146926733	464333.914000404
N03-0045	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	2/15/22 7:30	2/16/22 7:35	5.268	2/17/22	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	77226.22544	19293.21919	48259.722315	1540009.85439363	384736.499890966	962373.177142298	82453.5712966	190275.483554784	1720760.05180583	3747077.28739271	56907.2892978	128307.260985022	1185466.9418758	2523913.92501694	31361.007299	67468.592553414	650173.831945769	1321859.40639356
A01-0140	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/31/21 0:00	1/1/22 0:00	16	1/4/22	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3649.419942	2406	3027.709971	221032.81188234	145723.14336	183377.97762117	42533.4199604	97346.5449015057	2082392.57320926	4945876.91614353	46719.9407122	107140.126357411	2299155.40619444	5449540.98891964	50906.461464	117056.28364784	2515918.23917962	5961061.9359476
A02-0034	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	8/21/21 9:00	8/23/21 9:00	NA	8/23/21	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	19628.71313	19628.71313	19628.71313	NA	NA	NA	42463.209458	72702.309992351	NA	NA	42198.256264	57513.3129441434	NA	NA	41933.30307	43150.0761054251	NA	NA
A03-0019	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	9/24/21 6:00	9/24/21 14:00	NA	9/27/21	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1239	82	660.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
N02-0068	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	4/27/22 7:00	4/28/22 7:00	11.86	5/4/22	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5945.353098	5945.353098	5945.353098	266916.404978504	266916.404978504	266916.404978504	12481.0539184	16016.0191566235	538905.320215605	725131.657493368	11163.8445178	14424.1780199788	480885.649775791	647791.566459793	9846.6351172	14375.2206472381	422865.979335977	636361.663807637
E02-0071	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	2/21/22 8:00	2/22/22 8:00	0.091	2/25/22	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	563394.0715	676987.3881	620190.7298	194073.65724991	233203.409419674	213638.533334792	5734421.23816	19715642.0878946	2445470.04635103	8347691.93824355	5864930.18303	20182951.4188922	2496462.87749885	8550805.68460902	5995439.1279	20651128.6005421	2547455.70864666	8754523.10121871
A02-0141	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	10/2/21 9:56	10/4/21 9:00	NA	10/4/21	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1602.238966	4807.045422	3204.642194	NA	NA	NA	28654.2673352	60207.525263222	NA	NA	24239.6312083	48804.538475794	NA	NA	19824.9950814	49532.8919999497	NA	NA
A0044	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/20/20 12:00	12/20/20 11:59	11.313	12/21/20	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	55059.6	79172.4	67116	2357891.21401247	3390506.03986009	2874198.62693628	70873.44	23765.6208255314	2496185.0917195	651275.601079046	72661.08	24361.5394689501	2553368.80372003	627514.356873639	74448.72	31482.0451122557	2610552.51572056	1017754.47045911
E01-0025	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	1/11/22 7:30	1/12/22 7:30	5.229	1/13/22	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	58243.15019	876	29559.575095	1152859.60832745	17339.46418764	585099.536257543	104562.159722	71955.5248696621	1847721.73239197	2773930.09308677	58320.2655841	39718.4315173425	1003522.72315397	1491989.28274269	12078.3714462	30744.7679896715	159323.713915967	328827.948604676
H01-0092	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	12/14/21 8:00	12/15/21 8:00	1.4	12/17/21	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	19369.64728	24905.47847	22137.562875	102650.879114259	131988.426157172	117319.652635715	23047.1551768	29936.3037812615	170988.669820601	347080.552010899	26133.6636768	32490.7144377438	162700.315850693	290446.672413222	29220.1721768	38255.5548715152	154411.961880786	263133.893290034
C01-0042	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	11/21/21 7:00	11/22/21 7:00	6.188	11/23/21	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	86881.79478	47762.69764	67322.24621	2035129.33304725	1118799.021576	1576964.17731163	116626.311592	80710.9970069555	2828756.1412769	1731659.25747404	94453.043701	85078.4281137883	2284495.53951786	1868827.66423621	72279.77581	94974.3172715675	1740234.93775882	2161460.9751359
A02-0010	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	8/14/21 9:00	8/16/21 9:00	NA	8/16/21	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1356	2030	1693	NA	NA	NA	1598.8	1833.90602111001	NA	NA	1741.001821	1435.14575121456	NA	NA	1883.203642	1344.69257544393	NA	NA
N03-0071	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	5/6/22 7:30	5/7/22 7:30	0.10263	5/11/22	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	446	943	694.5	173.2694962218	366.3523204869	269.81090835435	1590.9911494	2263.84008812014	2726.74946987575	4297.41162564661	1935.3717653	2776.59261776652	3280.23653765939	5142.31077658136	2279.7523812	3581.95144693324	3833.72360544303	6492.85943805645
A03-0125	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	3/4/22 6:00	3/4/22 13:53	NA	3/7/22	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	20988.67938	13116.69197	17052.685675	NA	NA	NA	7643.77553	16803.1248874264	NA	NA	7293.9830198	13498.5997404023	NA	NA	6944.1905096	10842.8575120184	NA	NA
A1097	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	7/21/21 0:00	7/21/21 23:55	7.124	7/30/21	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1732	4560	3146	46707.29577488	122970.7094304	84839.00260264	2373.3	2494.78551752241	67584.492478925	68722.9415111344	2471.825	1480.75653543746	70601.7357574573	42540.0667818371	2570.35	3376.16941692729	73618.9790359895	96395.8768579084
O01-0008	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	4/18/22 7:00	4/19/22 7:00	2.38	4/20/22	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6473.692842	4315.684014	5394.688428	58323.2842580638	38881.1875477771	48602.2359029204	7839.6457762	6709.28625937598	49164.1700341814	37607.8243933478	8872.4165874	9888.28565292893	54078.1903500068	51643.3066171491	9905.1873986	13292.086476558	58992.2106658323	69895.6755886292
M04-0016	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	3/17/22 10:00	3/18/22 10:00	0.108	3/23/22	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4741.954627	2535	3638.4773135	1938.62618617594	1036.3695498	1487.49786798797	3671.5442438	4656.09745343676	1501.09423469668	1932.05374495868	3077.2171901	2681.41654097608	1255.85702592724	1113.3626446252	2482.8901364	2027.22867836956	1010.6198171578	822.494464758504
H01-0157	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	3/14/22 8:00	3/15/22 8:00	3.1	3/18/22	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10445.30047	13927.64557	12186.47302	122573.209041642	163437.731333114	143005.470187378	41703.059108	114710.807877048	447658.89665804	1210798.3571891	42654.6187395	118554.460222354	457999.52926928	1251390.25455929	43606.178371	122519.569851579	468340.16188052	1293395.9201818
A03-0177	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	1/12/22 6:00	1/12/22 14:00	NA	1/13/22	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2084	77046.32968	39565.16484	NA	NA	NA	269042.123914	1074602.50066082	NA	NA	151331.457689	526015.52356745	NA	NA	33620.791464	60614.3798428763	NA	NA
G01-0104	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	4/26/22 9:00	4/27/22 8:00	1.074	4/28/22	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	19069.58319	3177.661523	11123.6223565	77527.969030099	12918.8793320071	45223.4241810531	11633.787358	12753.1128244555	50279.1679493189	53935.2807635254	9161.7128569	8162.21482925827	39974.4552010237	37196.819694096	6689.6383558	7105.80597663456	29669.7424527286	34219.8889969744
A02-0261	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	12/6/21 9:00	12/8/21 9:00	NA	12/8/21	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	12460.0183	14952.46639	13706.242345	NA	NA	NA	42255.60635	116024.029839929	NA	NA	40033.5782441	109709.534495976	NA	NA	37811.5501382	103536.543081061	NA	NA
D01-0015	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	2/14/22 7:40	2/15/22 7:40	1.31	2/16/22	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	101013.2352	27841.4125	64427.32385	500913.228962546	138062.421292029	319487.825127287	316582.03054	302280.782909457	1468964.15406687	1444912.21742168	209207.671171	196442.798313656	1142709.59659082	1182584.39291311	101833.311802	123843.738637401	816455.039114757	1007092.68222218
