Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
A02-0349	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	02/12/2022 09:00 AM	02/14/2022 09:00 AM	NA	02/14/2022	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	257919.369	295276.2437	276597.80635	NA	NA	NA	NA	NA	NA	273720.81356	702465.322057884	NA	NA	290302.346918	756874.452074326	NA	NA	306883.880276	811820.298351814	NA	NA
K01-0079	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	04/27/2022 06:24 AM	04/28/2022 06:24 AM	5.043	05/04/2022	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	25009.50672	19450.54941	22230.028065	477427.047348593	371307.538292951	424367.292820772	0.000993604677104252	0.000772752421005101	NA	18369.6988698	13906.4024787982	331555.583724822	178228.475123496	17664.4537472	18411.7172905961	307930.919908944	214634.795632969	16959.2086246	23783.8856912177	284306.256093066	283802.52071038
H01-0165	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	03/22/2022 08:00 AM	03/23/2022 08:00 AM	1.9	03/25/2022	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	15554.56085	3110.450646	9332.505748	111872.741355677	22371.2288617622	67121.9851087197	0.000932272844630643	0.000186426907181352	NA	29128.053426	33134.8824411593	228039.149471763	269978.835738623	27032.2847716	33510.805643888	212204.166081333	271499.767029866	24936.5161172	34866.8891206399	196369.182690903	279842.412206323
E01-0002	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	10/27/2021 08:00 AM	10/28/2021 08:00 AM	NA	10/29/2021	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	44152.90624	6302.785762	25227.846001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A02-0005	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	08/12/2021 09:00 AM	08/13/2021 09:00 AM	NA	08/13/2021	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1353	3062.97486	2207.98743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A02-0372	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	03/19/2022 09:00 AM	03/21/2022 09:00 AM	NA	NA	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1957	1824	1890.5	NA	NA	NA	NA	NA	NA	3522.8171922	5132.37368788797	NA	NA	2547.3132928	2165.69202869661	NA	NA	1571.8093934	2189.84808457789	NA	NA
E02-0052	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	03/30/2022 08:00 AM	03/31/2022 08:00 AM	0.149	04/01/2022	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	17991.74175	11993.63664	14992.689195	10147.8117515423	6764.72397893994	8456.2678652411	0.000424417053598589	0.000282924465869508	NA	44042.0525624	125105.933616286	21694.8948565167	60285.3469700074	40592.395954	106595.210477433	20189.8398096526	51283.8192758728	37142.7393456	89186.2371153455	18684.7847627884	43080.9602064561
O01-0048	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	02/23/2022 08:45 AM	02/24/2022 08:45 AM	1.61	03/02/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	43005.886	65791.58641	54398.736205	262099.806586449	400967.487870768	331533.647228608	0.00431724273738179	0.00660463659810192	NA	60988.0626068	112740.371140865	341472.912185968	722430.096724908	53954.3395338	85884.0110406631	306051.989443297	559092.763457477	46920.6164608	64947.0536819481	270631.066700626	427981.369800846
E02-0125	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	05/11/2022 08:00 AM	05/12/2022 08:00 AM	0.166	05/13/2022	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	44452.99789	53349.2551	48901.126495	27933.2885753023	33523.5014221831	30728.3949987427	0.00116826802907998	0.00140207032296876	NA	13607.9104664	32894.4072878435	8029.4730766362	21128.4809554217	14855.3414357	36219.3636867603	9001.41388594114	23385.8787919967	16102.772405	39812.2791916185	9973.35469524607	25759.9484169626
A02-0135	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	09/01/2021 09:44 AM	10/01/2021 09:44 AM	NA	10/01/2021	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	23514.39223	49404.83749	36459.61486	NA	NA	NA	NA	NA	NA	23110.0001936	33524.6632191693	NA	NA	29134.6807378	35118.6203401722	NA	NA	35159.361282	40482.8103006656	NA	NA
A01-0113	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/30/2021 12:00 AM	11/30/2021 11:55 PM	NA	12/03/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	144557.4537	114948.2936	129752.87365	NA	NA	NA	NA	NA	NA	291883.679694	747718.363844617	6751330.05414588	19052705.422016	260766.047597	724483.041034723	5993056.90162194	18417456.487403	229648.4155	701885.485140354	5234783.74909801	17801813.619826
L01-0097	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	04/12/2022 09:00 AM	04/13/2022 09:00 AM	0.311	04/20/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	49367.5708	41568.82212	45468.19646	58118.5903126107	48937.4158667347	53528.0030896727	0.0103047145944345	0.00867684678488204	NA	14244.9886324	36496.7939114601	17310.53312002	42453.6468775624	12661.3990498	34048.5132511165	15347.6387478892	39667.2845797695	11077.8094672	31605.4081895008	13384.7443757583	36887.2623742354
G01-0101	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	04/04/2022 09:00 AM	04/05/2022 08:00 AM	0.925	04/07/2022	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3469.085963	10408.11947	6938.6027165	12147.0192430598	36444.0745587128	24295.5469008863	0.000148714731183397	0.000446181128289823	NA	39801.9781162	105969.232467072	146353.582188781	360749.814475212	30040.7834471	64982.0629686366	112703.580967778	224003.3826446	20279.588778	28101.281869554	79053.5797467743	111660.500839789
P01-0023	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	01/19/2022 10:00 AM	01/20/2022 10:00 AM	0.373	02/01/2022	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	262282.6311	331730.4969	297006.564	370332.04088291	468389.505720795	419360.773301853	0.0128053956045266	0.0161960410000275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
N03-0066	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	04/13/2022 07:30 AM	04/14/2022 07:30 AM	0.55737	04/20/2022	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2002	1752	1877	4223.9676913434	3696.4991984184	3960.2334448809	0.000227952924519342	0.000199487274604339	NA	9976.363494	35174.1969270456	25975.0133307874	91821.9155051047	8644.720538	28963.1293083528	22553.3110719305	75594.336479888	7313.077582	22755.8258570395	19131.6088130736	59395.5578448305
A01-0165	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	01/30/2022 12:00 AM	01/31/2022 12:00 AM	8.4	02/01/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	406174.1138	442631.7984	424402.9561	12915298.6378051	14074559.8222433	13494929.2300242	0.0267242564099593	0.0291229925141601	NA	2878573.61908	7866194.99790513	95931700.4458625	262560770.806648	2866409.3038	7836041.10584787	95520181.5006844	261555055.878004	2854244.98852	7806059.20384963	95108662.5555063	260554646.941386
A0035	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/07/2020 12:00 PM	12/07/2020 11:59 AM	7.578	12/11/2020	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	112130.4	75832.8	93981.6	3216554.37490219	2175327.33853694	2695940.85671957	0.00665567450526029	0.00450117393340702	NA	159429.36	295182.959339769	6011904.67372254	12558763.6501139	149248.32	288234.319591189	5663345.11996794	12226853.9504972	139067.28	281905.999791355	5314785.56621335	11909663.3222511
A02-0015	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	08/14/2021 09:00 AM	08/16/2021 09:00 AM	NA	08/16/2021	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	105253.3469	76826.7622	91040.05455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0033	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/03/2020 12:00 AM	12/03/2020 11:59 PM	8.998	12/07/2020	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	53241.6	29030.4	41136	1813468.48293389	988807.914243072	1401138.19858848	0.00375241781769138	0.00204603524715087	NA	132852.24	321399.088264223	5299820.31905136	13364055.1400456	126890.04	310058.41302281	5067334.21301827	12893332.7782026	120927.84	299060.356624173	4834848.10698517	12432318.5800441
M04-0045	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	03/30/2022 01:30 PM	03/31/2022 01:30 PM	0.086	04/06/2022	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	758	6	382	246.76330708	1.95327156	124.35828932	4.04530011606557e-05	3.20208452459016e-07	NA	1696	1970.91771262603	671.306123564	831.267874286458	1725.7600422	2351.46340525163	689.750475333185	983.485004429834	1755.5200844	2999.36776743131	708.194827102369	1235.91885129082
H01-0150	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	03/07/2022 08:00 AM	03/08/2022 08:00 AM	3.1	03/11/2022	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	18271.87333	15661.12021	16966.49677	214416.249268557	183779.659267822	199097.95426819	0.00178680207723798	0.00153149716056518	NA	22019.736672	19838.0465465165	191251.778878893	185814.403680056	16703.3909426	14922.5005262985	146574.935006253	148294.870410501	11387.0452132	13828.565164542	101898.091133612	141392.079349805
R01-0029	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	04/28/2022 09:00 AM	04/29/2022 08:30 AM	0.181	05/04/2022	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	535	2348	1441.5	366.56017735	1608.75382508	987.657001215	1.74469384745359e-05	7.65708626882437e-05	NA	2248.4	1771.19588772191	1428.933222604	1114.44463952269	2109.7	894.888422900214	1358.400813697	630.822713106886	1971	1250.40300366523	1287.86840479	917.637471185359
M04-0030	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	03/22/2022 10:30 AM	03/23/2022 10:30 AM	0.11	03/30/2022	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1648	2316	1982	686.2191248	964.3710516	825.2950882	0.000112494938491803	0.000158093615016393	NA	79750.2895654	320208.950373108	31716.4020707876	127254.431268221	75393.6795469	302931.364312956	29982.2385060809	120389.512932471	71037.0695284	285669.826798787	28248.0749413741	113531.262879031
C01-0012	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	09/29/2021 07:00 AM	09/30/2021 07:00 AM	NA	10/01/2021	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16138.10264	33902.6624	25020.38252	NA	NA	NA	NA	NA	NA	34491.51971	45416.4456737967	630900.791222698	777192.188573827	43519.473451	49119.7169804964	793048.291465228	1039860.28571989	52547.427192	53562.5366484717	955195.791707759	1425175.16967097
B01-0037	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	01/02/2022 07:00 AM	01/03/2022 07:00 AM	21.187	01/04/2022	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3188.782646	1199	2193.891323	255745.092932783	96161.57652233	175953.334727557	0.000511490185865566	0.00019232315304466	NA	5650.2744252	16767.4080302832	186203.720455858	436668.851617258	11335.6734891	37709.6344870794	342394.582209631	949440.988250982	17021.072553	58839.612791908	498585.443963404	1499501.66255474
A03-0153	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	12/08/2021 06:00 AM	12/08/2021 02:00 PM	NA	12/14/2021	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	352	1245	798.5	NA	NA	NA	NA	NA	NA	1049.8	1454.6176942897	NA	NA	1439.5	1260.24187879502	NA	NA	1829.2	1259.38674723694	NA	NA
A01-0154	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	01/17/2022 12:00 AM	01/18/2022 12:00 AM	8.8	01/25/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1112654.35	1264993	1188823.675	37064305.5466948	42138950.938744	39601628.2427194	0.0766932327981601	0.0871936577941235	NA	464708.88792	682661.788036372	16534064.2426398	21377499.6012728	380885.03541	838500.144584003	13280547.1156434	27233649.4880511	297061.1829	999183.108397956	10027029.9886469	33144595.7945417
D01-0025	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	03/30/2022 07:45 AM	03/31/2022 07:45 AM	1.27	04/04/2022	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4965.555053	7448.552353	6207.053703	23871.7604265344	35808.6971944636	29840.228810499	0.000140422120156085	0.00021063939526155	NA	58864.0743746	174125.483473493	277110.841132807	816694.039091526	42197.8056542	125380.293156773	198680.143151172	587975.223773411	25531.5369338	77414.0536197948	120249.445169537	363000.882353467
G01-0098	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	02/04/2022 09:00 AM	02/05/2022 08:00 AM	2.475	02/10/2022	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	23109.16241	29714.12055	26411.64148	216507.194834134	278388.319451159	247447.757142647	0.00265067574478617	0.00340828011081243	NA	386838.954562	474798.112157377	1249030.3751242	1440143.86681455	391329.633236	477667.332603171	1267819.91623896	1439015.6062517	395820.31191	481815.838445651	1286609.45735373	1442629.57663201
F01-0015	not institution specific	wwtp	WWTP	WWTP	16166	WestonWWTP-01	10/14/2021 10:00 AM	10/15/2021 10:00 AM	NA	10/18/2021	24-hr time-weighted composite	Weston	26452		-80.45991	39.06224	10364	Lewis	2.5	Complete	paused	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	87170.63606	89739.08544	88454.86075	NA	NA	NA	NA	NA	NA	114460.002088	185406.906872177	NA	NA	112266.368145	189331.498100569	NA	NA	110072.734202	196220.474749058	NA	NA
A03-0120	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	12/03/2021 06:00 AM	12/03/2021 02:00 PM	NA	12/14/2021	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	30611.14892	33163.09087	31887.119895	NA	NA	NA	NA	NA	NA	7624.229784	23744.7642294682	NA	NA	8297.7265969	24369.6585605699	NA	NA	8971.2234098	25034.051946676	NA	NA
A02-0391	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	03/09/2022 09:00 AM	03/11/2022 09:00 AM	NA	03/11/2022	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3057.355969	95	1576.1779845	NA	NA	NA	NA	NA	NA	174652.0396644	705902.343212247	NA	NA	186785.009655	760475.528333164	NA	NA	198917.9796456	815064.366778043	NA	NA
R01-0046	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	03/17/2022 09:15 AM	03/18/2022 08:00 AM	0.145	03/23/2022	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	11792.29014	3930.394789	7861.3424645	6472.60468773432	2157.33258204313	4314.96863488873	0.000308072569620863	0.000102681227131991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0230	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	01/28/2021 12:00 AM	01/28/2021 11:59 PM	8.148	01/29/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	156660	176250	166455	4831945.9497288	5436170.51985	5134058.2347894	0.00999823280443801	0.0112484905641657	NA	450959.4	1465099.52974862	16559568.121936	56189060.1144037	390887.1	1239991.47681498	14317443.2034651	47588701.8490412	330814.8	1015688.19823239	12075318.2849942	39007802.3334527
P01-0004	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	02/09/2022 11:39 AM	02/10/2022 11:30 AM	NA	02/17/2022	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	178015.3638	142891.8806	160453.6222	NA	NA	NA	NA	NA	NA	115326.933866	176513.271349694	145588.297445643	237353.070999281	110899.999064	154590.90745725	156736.618306043	247177.612719038	106473.064262	137528.388641365	167884.939166442	271311.470639886
A01-0061	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	10/11/2021 12:00 AM	10/11/2021 11:55 PM	7.399	10/13/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	114283.3465	150244.8803	132264.1134	3200876.37846911	4208095.95681719	3704486.16764315	0.00662323369158481	0.00870736624072421	NA	118669.183156	170291.369472933	3358660.40635484	4761533.36957742	99098.9917	117148.744728945	2797353.43570661	3253394.84557653	79528.800244	94852.4463238122	2236046.46505838	2626359.17189059
R01-0018	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	04/24/2022 09:00 AM	04/25/2022 08:30 AM	0.174	04/27/2022	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2701	2722	2711.5	1779.04427934	1792.87616748	1785.96022341	8.46760723150881e-05	8.53344201561161e-05	NA	1976.4	1356.41785027316	935.868428464	1448.2212093973	2186.1762019	2069.77349936239	1375.42292798316	1833.69987824676	2395.9524038	3740.52659533553	1814.97742750232	2650.92055099054
E01-0071	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	02/28/2022 08:00 AM	03/01/2022 08:00 AM	3.762	03/04/2022	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	17347.58455	23131.70884	20239.646695	247041.962758185	329412.013373612	288226.988065898	0.000686227674328292	0.000915033370482255	NA	88022.1918194	162313.126490663	1340488.19360413	2494107.42262952	88522.8702584	162802.612000715	1319100.28294191	2308097.14928488	89023.5486974	164849.846473551	1297712.37227969	2134077.16119672
C01-0139	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	03/31/2022 07:00 AM	04/01/2022 07:00 AM	8.892	04/05/2022	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	13874.85109	5549.389729	9712.1204095	467025.624574396	186791.713106087	326908.668840241	0.000934051249148791	0.000373583426212174	NA	13215.9314888	5537.08582910469	399581.38922472	179548.379001921	12444.6406865	7160.53231835726	373747.975856784	199917.411899161	11673.3498842	11528.5121610859	347914.562488847	326298.717911518
A04-0016	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	02/15/2022 08:00 AM	02/16/2022 08:00 AM	0.596	02/17/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	715202.6832	608372.2579	661787.47055	1613571.89185122	1372551.30355123	1493061.59770123	0.0806785945925609	0.0686275651775617	NA	411945.9477	400895.414525485	1055108.4930704	967570.226395688	387412.12596	412093.291197805	991941.661313397	1039469.15921283	362878.30422	452124.037481807	928774.829556393	1190802.57245032
A02-0393	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	03/09/2022 09:00 AM	03/11/2022 09:00 AM	NA	03/11/2022	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5600.930862	5600.930862	5600.930862	NA	NA	NA	NA	NA	NA	13522.0049484	37968.604158262	NA	NA	11781.0639767	33700.1653693942	NA	NA	10040.123005	29501.8509704777	NA	NA
D01-0048	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	05/01/2022 07:30 AM	05/02/2022 07:30 AM	1.27	05/04/2022	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	204822.7197	213378.759	209100.73935	984679.223652063	1025812.13189486	1005245.67777346	0.00579223072736508	0.00603418901114624	NA	234094.197286	368754.412075241	1118909.47638145	1805365.90228093	221522.840453	337980.793891004	1058802.09621985	1655684.50542673	208951.48362	308052.067580854	998694.716058254	1509990.06226549
A03-0064	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	11/03/2021 06:00 AM	11/03/2021 02:00 PM	NA	11/05/2021	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1722.890409	3445.899244	2584.3948265	NA	NA	NA	NA	NA	NA	76406.9914678	211963.838929043	NA	NA	73225.6675863	208948.556979132	NA	NA	70044.3437048	206261.645300004	NA	NA
A02-0136	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	09/29/2021 10:02 AM	10/01/2021 10:02 AM	NA	10/01/2021	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4436.632749	22190.97897	13313.8058595	NA	NA	NA	NA	NA	NA	521637.4661978	1880196.44358885	NA	NA	543914.7308399	1954230.30684902	NA	NA	566191.995482	2028290.78016836	NA	NA
N02-0063	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	04/05/2022 07:00 AM	04/06/2022 07:00 AM	9.36	04/07/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	12071.01284	4827.987989	8449.5004145	427693.338209259	171062.555165803	299377.946687531	0.0016140589410871	0.000645567798195347	NA	14950.4417712	24957.1550985165	451747.851940885	741494.471461612	13711.2572023	25184.1323042605	409393.910126661	740465.080183513	12472.0726334	25849.5763208218	367039.968312438	755524.654286814
