Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.far.mean	n1.far.ci	n1.mid.mean	n1.mid.ci	n1.near.mean	n1.near.ci	n1.load.far.mean	n1.load.far.ci	n1.load.mid.mean	n1.load.mid.ci	n1.load.near.mean	n1.load.near.ci	n1n2.far.mean	n1n2.far.ci	n1n2.mid.mean	n1n2.mid.ci	n1n2.near.mean	n1n2.near.ci	n1n2.load.far.mean	n1n2.load.far.ci	n1n2.load.mid.mean	n1n2.load.mid.ci	n1n2.load.near.mean	n1n2.load.near.ci	n2.far.mean	n2.far.ci	n2.mid.mean	n2.mid.ci	n2.near.mean	n2.near.ci	n2.load.far.mean	n2.load.far.ci	n2.load.mid.mean	n2.load.mid.ci	n2.load.near.mean	n2.load.near.ci
L01-0019	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	01/20/2022 09:00 AM	01/21/2022 09:00 AM	994500.7181	1042451.652	0.514	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	994500.7181	1042451.652	1018476.18505	1935000.7831377	2028298.95071062	1981649.86692416	NA	NA	NA	NA	1675218.2916	1837389.40610365	NA	NA	NA	NA	2138137.94340817	2000636.56492715	NA	NA	NA	NA	1690942.20005	1877358.8768574	NA	NA	NA	NA	2152671.97415288	2037077.38000203	NA	NA	NA	NA	1706666.1085	1918352.59284043	NA	NA	NA	NA	2167206.00489758	2076751.37223618
A03-0131	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	12/06/2021 06:00 AM	12/06/2021 02:00 AM	0	2453.203923	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	2453.203923	1226.6019615	NA	NA	NA	311.360480222222	984.871911794953	0	0	0	0	NA	NA	NA	NA	NA	NA	743.980901277778	1235.3028349456	238.658450583333	878.429105727423	0	0	NA	NA	NA	NA	NA	NA	1176.60132233333	1966.68236823381	477.316901166667	1756.85821145485	0	0	NA	NA	NA	NA	NA	NA
A01-0159	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	01/23/2022 12:00 AM	01/24/2022 12:00 AM	684987.942	636774.112	9.9	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	684987.942	636774.112	660881.027	25670306.0347096	23863465.8039286	24766885.9193191	343972.822302667	225178.697071164	474582.10479	285033.538476979	686708.01728	471250.228707658	14151726.6572713	8686388.64568804	19428745.9276572	10635077.487342	28776773.6710162	11275197.5845005	307768.431529667	243564.467576041	424452.7157735	340107.139322464	693780.15949	540984.458286539	12784226.3199035	9523991.58639294	17523245.2586842	13084947.7465136	29118222.3037406	14729306.616819	271564.040756667	269518.296436415	374323.326757	401192.272330553	700852.3017	617816.653735876	11416725.9825356	10615110.4650554	15617744.5897112	15644039.934592	29459670.936465	18262025.5610734
D01-0051	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	03/02/2022 07:45 AM	03/03/2022 07:45 AM	51730.64344	7954.406189	1.29	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	51730.64344	7954.406189	29842.5248145	252609.986529631	38842.7884641542	145726.387496893	222610.602794667	117110.87450241	140719.860972	98717.2512786733	185662.633994	208549.829732406	1101764.74901683	607984.929012244	844502.621222555	686838.923874739	911020.870237046	1031306.10298847	167958.861707333	87252.0708247828	115359.2626905	89333.4278755808	152772.318141	198685.501128786	891886.853159545	491141.056704389	656925.899493726	535480.456227496	750307.027152076	982809.669952243	113307.12062	72152.2487221703	89998.664409	87973.3749743508	119882.002288	207007.382306493	682008.957302262	410293.203170278	469349.177764897	441092.081715538	589593.184067105	1023604.18627585
A02-0240	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	12/01/2021 09:00 AM	12/03/2021 09:00 AM	0	13192.24522	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	13192.24522	6596.12261	NA	NA	NA	2405.19765666667	2478.09748617494	1453.86839666667	2670.75753779406	1009.253268	8178.71453792543	NA	NA	NA	NA	NA	NA	4386.27619805556	3120.59560934052	3394.89838458333	3120.88616494373	2806.49181683333	11477.1310268713	NA	NA	NA	NA	NA	NA	6367.35473944444	5013.45098645876	5335.9283725	4735.22337237039	4603.73036566667	19072.7687263052	NA	NA	NA	NA	NA	NA
A0045	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/21/2020 12:00 PM	12/21/2020 11:59 AM	21336	10668	12.058	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	21336	10668	16002	973870.49257008	486935.24628504	730402.86942756	101236.72	72838.8567318146	77628.36	28345.4018519161	70873.44	23765.6208255314	3504654.77406313	3059501.14742969	2351719.84297941	748485.124334581	2496185.0917195	651275.601079046	97267.08	69812.7303391978	75210.6	24252.9021862931	72661.08	24361.5394689501	3375944.03607243	2942134.57715874	2290948.04334879	679053.215099583	2553368.80372003	627514.356873639	93297.44	67226.5238297638	72792.84	22821.9345797899	74448.72	31482.0451122557	3247233.29808174	2837237.79604594	2230176.24371816	724972.306200344	2610552.51572056	1017754.47045911
H01-0087	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	12/09/2021 08:00 AM	12/10/2021 08:00 AM	16309.98395	0	1.8	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16309.98395	0	8154.991975	111131.957419505	0	55565.9787097526	74111.6982186667	32317.823734512	80298.367856	46982.0600947092	70829.008672	92833.3607955512	326028.653581661	152676.825058987	385243.948319769	198867.581004285	381879.687579026	472460.033209316	83844.6662746667	58971.1804437324	97931.004116	91598.1682092339	67830.060064	90956.181890496	318458.312985012	147115.526920254	377907.942159507	200240.853204921	361954.088205896	483066.371310058	93577.6343306667	90971.5995498892	115563.640376	142873.487141725	64831.111456	92430.5493599727	310887.972388362	151962.125305221	370571.935999245	211997.649636709	342028.488832765	510034.451145568
H01-0038	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	11/13/2021 08:00 AM	11/14/2021 08:00 AM	2653.735033	10615.94876	1.4	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2653.735033	10615.94876	6634.8418965	14063.6651837759	56260.0060338282	35161.8356088021	21617.9679748	15920.699426248	24444.5675033	21482.6157910879	30486.6350066	54000.9967685641	13575.851737134	611070.662290123	13575.851737134	611070.662290123	13575.851737134	611070.662290123	23356.2745504	11721.9052532442	26075.42084065	14791.7325403345	30964.5916813	29054.6545873241	90474.6829920639	1933521.89712693	90474.6829920639	1933521.89712693	90474.6829920639	1933521.89712693	25094.581126	10558.9679346648	27706.274178	14190.2291370762	31442.548356	22609.3575416723	167373.514246994	4478114.45654399	167373.514246994	4478114.45654399	167373.514246994	4478114.45654399
M03-0039	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	03/29/2022 11:00 AM	03/30/2022 11:00 AM	0	2510.81404276192	0.188	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	2510.81404276192	1255.40702138096	0	1786.83859009494	893.419295047472	6813.12345899642	6531.53805118168	9183.95985709503	9613.95657764484	5567.70339142531	7951.72941178499	7633.20692281918	8305.81975752414	9451.30172399103	12477.2500115321	4656.22150073698	6283.39937510632	6840.76862968504	6319.84790535208	9236.05939513072	9350.93166906404	5576.79946627468	10020.4376690537	7491.35575975766	7568.43405705072	9348.70271634283	11709.958258616	4719.20222962455	9064.38526186459	6868.41380037367	6661.53787400684	9288.15893316641	9823.74081358051	5585.89554112405	14924.5509455277	7349.50459669614	7642.36009152652	9246.10370869463	11457.8623126891	4782.18295851213	13860.8271691941
A01-0155	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	01/18/2022 12:00 AM	01/19/2022 12:00 AM	701395.3185	751767.0822	12.2	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	701395.3185	751767.0822	726581.20035	32391840.0017576	34718108.8936946	33554974.4477261	196517.299694133	208690.863886537	280285.392978	307191.546681277	464708.88792	682661.788036372	7391373.77168827	6858515.57746113	10396344.9507981	9857227.01820056	16534064.2426398	21377499.6012728	163468.357955733	216767.677286995	229611.270391	334536.850492825	380885.03541	838500.144584003	6100307.03388424	7104911.45561045	8409431.33237261	10864101.1018631	13280547.1156434	27233649.4880511	130419.416217333	234443.51696733	178937.147804	373713.014147451	297061.1829	999183.108397956	4809240.2960802	7752872.65621865	6422517.7139471	12345103.7587963	10027029.9886469	33144595.7945417
A02-0373	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	02/28/2022 09:00 AM	03/02/2022 09:00 AM	3210.522439	3210.522439	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3210.522439	3210.522439	3210.522439	NA	NA	NA	11820.7702991111	12236.1073329914	14699.385884	18900.7731280222	21421.3780146667	67862.8151211818	NA	NA	NA	NA	NA	NA	11423.7783121667	12878.943730681	13637.0255520833	21654.8156535282	22399.392478	76960.4693882224	NA	NA	NA	NA	NA	NA	11026.7863252222	14278.5327653751	12574.6652201667	24989.0620967586	23377.4069413333	86137.5437783898	NA	NA	NA	NA	NA	NA
C01-0046	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	11/25/2021 07:00 AM	11/26/2021 07:00 AM	200094.7398	106598.302	5.489	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	200094.7398	106598.302	153346.5209	4157591.6125059	2214911.8299939	3186251.7212499	78357.3745710667	43492.85275221	109284.349717	43559.7780314153	118395.428418	75997.0901017772	1818936.32244457	989645.124584958	2410495.19045037	1200274.60499218	2684559.52574039	1718277.30271624	67383.6814462333	34098.4059226843	91475.208055	32593.4258157231	90992.025138	35345.1644738968	1603437.24919151	728040.715783957	1994207.71671922	895448.304572755	2061347.46508937	801915.250029634	56409.9883214	30603.2593731631	73666.066393	35502.1770000746	63588.621858	35738.9095141163	1387938.17593844	636758.339692665	1577920.24298806	856191.565874385	1438135.40443835	776840.106404809
B01-0125	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	03/06/2022 07:00 AM	03/07/2022 07:00 AM	18671.90782	13336.22871	4.8	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	18671.90782	13336.22871	16004.068265	339267.96758835	242318.848901381	290793.408244866	116852.728849333	71348.813260735	64476.658842	38358.6129952163	35958.682	42175.413075375	3406856.06556855	2361829.29817352	1513298.09501894	1284383.73052726	712575.941011357	824371.743540313	114759.244832	71296.9529808911	63142.401491	31065.0100926117	45219.134051	54201.6888909081	3282137.60034326	2335534.82905018	1423047.87319516	898435.45384692	894771.881624262	1054949.51779871	112665.760814667	73141.8179947508	61808.14414	31408.5439575621	54479.586102	66328.9220576227	3157419.13511797	2373532.24505588	1332797.65137138	695610.089638109	1076967.82223717	1287713.01440592
B01-0088	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	02/21/2022 07:00 AM	02/22/2022 07:00 AM	82838.06428	65685.72141	4.7	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	82838.06428	65685.72141	74261.892845	1473807.37345893	1168642.71740835	1321225.04543364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A04-0049	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	04/04/2022 08:00 AM	04/05/2022 08:00 AM	413392.605185509	428232.323527335	0.534	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	413392.605185509	428232.323527335	420812.464356422	835635.507851878	865632.647175127	850634.077513503	61415.0898158551	31032.726010246	57451.649196446	41197.756221524	46566.2910416722	42642.095168066	150845.723259299	75323.5673338695	130834.220762449	89336.542827575	104439.21060812	97505.9132721151	61894.9077110738	27663.3332456342	58295.3019635752	32944.6601199576	46087.625099346	46160.1224825864	152436.227879003	68920.8778218202	133478.433960377	70531.0668323769	102614.902764636	103463.221188357	62374.7256062925	29440.9749387064	59138.9547307044	35624.4426260358	45608.9591570199	53449.5378370811	154026.732498707	73047.3490208957	136122.647158304	77225.9113588155	100790.594921152	119649.547857956
L01-0084	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	04/21/2022 09:00 AM	04/22/2022 09:00 AM	0	0	0.144	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	0	0	0	9848.80367387086	11060.9163796247	9810.62390282751	14008.0641344109	4261.24245487154	9079.75297519406	11642.8698564334	12926.8865420705	11388.5923496537	16499.2105203364	4523.06693125202	9263.41552182519	8780.3816194646	10663.9273290826	8490.13541825116	12974.9713124267	2943.95454134792	6483.78997197043	10345.4526180714	12488.5815837999	9864.92769241965	15303.2148353943	3088.60723040757	6560.45876033735	7711.95956505835	10348.3078881101	7169.64693367482	12037.8648033304	1626.6666278243	4477.78095339176	9048.03537970948	12141.6736119348	8341.2630351856	14200.5186394602	1654.14752956312	4515.18428746566
O01-0012	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	03/22/2022 06:25 AM	03/23/2022 06:25 AM	16860.2469004691	0	1.94	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16860.2469004691	0	8430.12345023455	123816.517605839	0	61908.2588029196	15284.8937220133	14744.5169932288	13232.31525952	18947.9502574509	16377.4836687371	51672.3954088945	101949.123647108	97379.8991820354	89752.5759983579	121455.052612087	106418.069376617	331575.195582678	13694.5433030632	11314.2552758041	12898.7517321948	16661.5419766099	14583.1488906406	45744.6324181104	91426.2639645308	73820.0154502601	87952.2825519094	106839.034171676	94676.8825318754	293553.093539012	12104.1928841131	9221.60618610112	12565.1882048696	14680.2447958336	12788.8141125441	39847.372011645	80903.4042819534	59904.431100871	86151.989105461	94871.5861033791	82935.6956871343	255752.038110764
G01-0138	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	03/12/2022 09:00 AM	03/13/2022 08:00 AM	20358.6938604712	3392.42907240987	0.985	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	20358.6938604712	3392.42907240987	11875.5614664405	75910.0132764708	12649.1089109662	44279.5610937185	18505.0334988348	9939.1176939984	16125.7493139522	13151.181256187	17832.7455467044	30034.475416702	84886.5936617852	43949.1883496319	70885.0289378362	50993.7470678427	68798.8690393783	113604.290743561	17219.5539908918	8792.72966927192	14761.9863453877	11704.3899602535	15713.7503774753	27774.9164550854	80558.5850234369	38577.7256855632	67442.5291985678	47044.5977914434	60422.4656615019	104988.395171973	15934.0744829488	8216.32652167261	13398.2233768232	11262.4413670563	13594.7552082463	28033.5585903295	76230.5763850887	36515.8078702883	64000.0294592993	49169.3914420577	52046.0622836255	107254.844437917
A02-0060	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	08/30/2021 09:23 AM	08/30/2021 09:23 AM	5328.385681	5328.385681	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5328.385681	5328.385681	5328.385681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H01-0180	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	04/06/2022 08:00 AM	04/07/2022 08:00 AM	2846.58973105252	2846.58973105252	3.7	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2846.58973105252	2846.58973105252	2846.58973105252	39869.384165147	39869.384165147	39869.384165147	10896.8613510951	11301.005232644	11530.3146815859	16920.2186806151	16770.2178535983	43052.9029048161	114534.690545852	132638.488754858	112930.210435191	200683.1955726	178520.758341147	522459.336732001	10124.6864646673	10656.2901201635	11870.514638722	16646.7795110948	16514.9557096884	40850.6509051213	103659.224923291	120384.864822096	112436.256313121	189802.152502847	172356.267376314	483800.077527351	9352.51157823951	10783.7654592878	12210.714595858	16822.8842258378	16259.6935657785	39162.6941146814	92783.7593007297	114484.2860369	111942.302191052	181664.013735903	166191.776411481	447813.126336764
L01-0005	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	02/04/2022 09:10 AM	02/05/2022 09:10 AM	318261.1799	361386.7968	0.328	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	318261.1799	361386.7968	339823.98835	395157.689385725	448703.079787698	421930.384586711	1662725.66746	746523.480997345	1757516.36605	944259.312956308	1110153.7239	1513945.07395751	2155555.78595685	877028.773919037	2194257.97541994	1179054.75122567	1405122.0643252	1725085.17538467	1693919.92271	758567.223070606	1819643.65089	957427.818330984	1171604.89368	1574467.38887683	2189613.61965407	889737.61770006	2238437.7861123	1193782.20826921	1480831.56259194	1793764.55490271	1725114.17796	774057.586520612	1881770.93573	971522.404689062	1233056.06346	1636820.70983088	2223671.4533513	907246.031374303	2282617.59680467	1217228.90833632	1556541.06085868	1864442.56732315
E01-0051	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	01/13/2022 12:00 PM	01/14/2022 12:00 PM	1168929.684	527546.3676	3.716	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1168929.684	527546.3676	848238.0258	16442847.0757504	7420775.06161988	11931811.0686851	287922.170468	222874.27540452	280226.716179	334339.935028646	201125.641862	436272.1367906	2764587.01854764	2295722.60804603	3133313.13731364	3551299.61103754	3932721.94216331	8369228.67949543	257517.430769033	238623.657720056	237924.58559405	358237.242122865	142377.998417	362195.112779737	2280524.90042901	2051077.94990689	2430180.87070001	3166339.16501111	2718982.96967134	6853428.88548783	227112.691070067	259518.30830419	195622.4550091	390181.22952203	83630.354972	290281.324257344	1796462.78231038	1959290.49556453	1727048.60408639	2998618.04538997	1505243.99717937	5485462.46954252
A1048	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	05/13/2021 12:00 PM	05/13/2021 11:59 AM	6510	6510	9.878	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6510	6510	6510	243423.7426698	243423.7426698	243423.7426698	8192.6	6930.83035872199	5032.2	6705.24225216733	2904	7993.07015411005	285836.567264962	223651.940097501	195486.626995398	242344.273588385	136565.57033784	373210.339523539	8243.3	7126.48458209328	5230.05	6245.83546668423	3381.9	7482.98713968938	285890.488916248	226999.543797038	200522.514255831	219185.209740564	156168.408386844	350861.869975257	8294	7633.45144057415	5427.9	6048.48195666173	3859.8	7473.0712523214	285944.410567534	242454.689412461	205558.401516264	207955.76375067	175771.246435848	346344.726495278
A1055	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	05/24/2021 12:00 AM	05/24/2021 11:55 PM	6982.5	6982.5	7.396	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6982.5	6982.5	6982.5	195488.3009037	195488.3009037	195488.3009037	2690.55	2793.38899342537	2057.625	3461.06205420625	869.25	3579.52176791582	109668.519200544	123396.392728523	80767.9053440587	149230.258495993	22477.1844659175	92559.7596516664	3177.39166666667	2306.47695805771	3045.8875	3069.88021474325	2367.875	3108.26890427924	121862.545163638	103782.194699537	110769.78392668	137224.393168982	62878.103582155	83181.283830071	3664.23333333333	2269.09269088322	4034.15	3217.33314633652	3866.5	4721.92174525889	134056.571126732	95819.998391324	140771.6625093	136934.65313133	103279.022698392	131809.032424956
C01-0001	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	09/12/2021 07:00 AM	09/13/2021 07:00 AM	14397.60476	8637.567945	NA	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	14397.60476	8637.567945	11517.5863525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
B01-0036	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	12/29/2021 07:00 AM	12/30/2021 07:00 AM	0	4258.676413	15.773	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	4258.676413	2129.3382065	0	254273.950652868	127136.975326434	8532.2018534	6322.02598548744	9649.3172929	8796.43874418601	5764.5169844	17426.2461569228	227229.702864189	162732.93839638	251285.595562193	224537.821528493	152446.857127754	458422.354429065	10336.0375179	9321.30461975211	12114.87751665	14512.5987092349	11350.7204212	38339.5512555315	279046.693366217	245629.823498221	319425.272444973	384121.2586982	299531.242470275	1007626.29866178	12139.8731824	14368.0411517691	14580.4377404	22955.0057186126	16936.923858	59484.9417448548	330863.683868244	380042.098141839	387564.949327753	608425.338229612	446615.627812797	1563234.85109908
A03-0042	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	10/11/2021 06:00 AM	10/11/2021 02:00 PM	0	0	NA	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	NA	NA	NA	NA	NA	NA	NA	91726.0579333333	743323.075894111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56321.5354116667	456414.43538004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20917.01289	169505.794865969	NA	NA	NA	NA	NA	NA
E02-0101	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	04/01/2022 08:00 AM	04/02/2022 08:00 AM	31530.9254452586	20062.3903423548	0.14	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	31530.9254452586	20062.3903423548	25796.6578938067	16710.0472685631	10632.2122236195	13671.1297460913	19063.0094343625	30607.2557378743	25936.5383656696	48479.9220541661	13909.2585984617	11366.7013114645	10016.0680935166	14731.6303097835	13180.8850006161	23383.2238165	7835.8712438429	6531.73918064026	17820.3948409979	26471.3123275728	24304.4730070979	41735.957254097	16175.1278545707	11361.9028686909	9639.37483863936	12797.8995549672	12630.991975292	20237.7451969687	9470.94836074513	9267.77196826901	16577.7802476333	22810.9223159329	22672.4076485262	35695.6250205257	18440.9971106797	19496.1591562177	9262.68158376215	11257.5414864563	12081.0989499679	17669.5449326876	11106.0254776474	14913.2510392228
B01-0123	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	02/24/2022 07:00 AM	02/25/2022 07:00 AM	44226.68427	34911.92736	5.4	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	44226.68427	34911.92736	39569.305815	904047.117673504	713642.178318215	808844.64799586	255375.342911333	123410.771288987	188933.310457	101004.940098642	96366.855574	43991.3483286396	8900899.52114011	4439437.09096363	6058494.69596719	3832843.15629015	2826752.75376049	2335517.72494039	258567.311304	135135.91600152	184312.666451	113383.938144914	82313.862232	40892.8511767542	9030212.28860484	4870281.13177916	5893677.60390706	4254498.56180029	2309648.19546508	1306364.82987543	261759.279696667	147585.503483602	179692.022445	127406.225647433	68260.86889	57715.3564512911	9159525.05606956	5327138.72576108	5728860.51184693	4742428.09372526	1792543.63716967	929158.173784708
L01-0015	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	01/24/2022 09:00 AM	01/25/2022 09:00 AM	1383510.976	1481475.785	0.331	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1383510.976	1481475.785	1432493.3805	1733498.72989151	1856245.76617926	1794872.24803539	NA	NA	1499073.43928	962411.770335455	1390962.20708	1868420.94029125	NA	NA	1963373.18366101	1121443.90074092	2034835.03103716	2149517.36261607	NA	NA	1498971.419315	967175.742701299	1359669.37385	1857159.37655961	NA	NA	1960941.22424556	1123656.88674783	1993156.35329026	2148059.72453061	NA	NA	1498869.39935	976603.004075448	1328376.54062	1860455.18024266	NA	NA	1958509.26483011	1132681.37454288	1951477.67554337	2168357.02402509
