Asset Tag ID,Site,Location,Category,Department,Sample Collection Method,Sample Collection By,Sample Retrieved Date/Time,Sample Collection Start,Sample Collection End,Sample Received By,Sample Received Date,Comments,Sample QC Check,Sample Flow (MGD),Event Type
D01-0417,Jefferson,CharlesTownWWTP-01,Sample,WWTP,Composite,,08/06/2024 07:00 AM,08/05/2024 07:00 AM,08/06/2024 07:00 AM,AJ,08/08/2024,,Pass,1.1,Routine Surveillance
D01-0414,Jefferson,CharlesTownWWTP-01,Sample,WWTP,Composite,,09/10/2024 07:00 AM,09/09/2024 07:00 AM,09/10/2024 07:00 AM,AJ,09/11/2024,,Pass,1.1,Routine Surveillance
C01-1209,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/26/2026 08:00 AM,01/25/2026 08:00 AM,01/26/2026 08:00 AM,LS,01/29/2026,,Pass,7.4,Routine Surveillance
C01-1208,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/23/2026 08:00 AM,01/22/2026 08:00 AM,01/23/2026 08:00 AM,LS,01/29/2026,,Pass,7.5,Routine Surveillance
C01-1207,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/22/2026 08:00 AM,01/21/2026 08:00 AM,01/22/2026 08:00 AM,LS,01/29/2026,,Pass,11.0,Routine Surveillance
C01-1206,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/21/2026 08:00 AM,01/20/2026 08:00 AM,01/21/2026 08:00 AM,LS,01/29/2026,,Pass,2.0,Routine Surveillance
C01-1205,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/20/2026 08:00 AM,01/19/2026 08:00 AM,01/20/2026 08:00 AM,LS,01/29/2026,,Pass,6.8,Routine Surveillance
C01-1204,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/19/2026 08:00 AM,01/18/2026 08:00 AM,01/19/2026 08:00 AM,LS,01/29/2026,,Pass,7.1,Routine Surveillance
C01-1203,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/16/2026 08:00 AM,01/15/2026 08:00 AM,01/16/2026 08:00 AM,LS,01/29/2026,,Pass,10.2,Routine Surveillance
C01-1202,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/15/2026 08:00 AM,01/14/2026 08:00 AM,01/15/2026 08:00 AM,LS,01/29/2026,,Pass,11.3,Routine Surveillance
C01-1201,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/14/2026 08:00 AM,01/13/2026 08:00 AM,01/14/2026 08:00 AM,LS,01/29/2026,,Pass,7.2,Routine Surveillance
C01-1200,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/13/2026 08:00 AM,01/12/2026 08:00 AM,01/13/2026 08:00 AM,LS,01/29/2026,,Pass,7.8,Routine Surveillance
C01-1184,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,02/23/2026 08:00 AM,02/22/2026 08:00 AM,02/23/2026 08:00 AM,LS,02/26/2026,,Pass,10.0,Routine Surveillance
C01-1183,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,02/20/2026 08:00 AM,02/19/2026 08:00 AM,02/20/2026 08:00 AM,LS,02/26/2026,,Pass,12.9,Routine Surveillance
C01-1182,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,02/19/2026 08:00 AM,02/18/2026 08:00 AM,02/19/2026 08:00 AM,LS,02/26/2026,,Pass,11.7,Routine Surveillance
C01-1181,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,02/18/2026 08:00 AM,02/17/2026 08:00 AM,02/18/2026 08:00 AM,LS,02/26/2026,,Pass,9.3,Routine Surveillance
C01-1180,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,02/17/2026 08:00 AM,02/16/2026 08:00 AM,02/17/2026 08:00 AM,LS,02/26/2026,Tube has collection info from previous sample,Pass,9.0,Routine Surveillance
C01-1179,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,02/16/2026 08:00 AM,02/15/2026 08:00 AM,02/16/2026 08:00 AM,LS,02/26/2026,,Pass,8.3,Routine Surveillance
C01-1178,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,02/13/2026 08:00 AM,02/12/2026 08:00 AM,02/13/2026 08:00 AM,LS,02/26/2026,,Pass,8.5,Routine Surveillance
C01-1177,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,02/12/2026 08:00 AM,02/11/2026 08:00 AM,02/12/2026 08:00 AM,LS,02/26/2026,,Pass,9.2,Routine Surveillance
C01-1176,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,02/11/2026 08:00 AM,02/10/2026 08:00 AM,02/11/2026 08:00 AM,LS,02/26/2026,,Pass,7.2,Routine Surveillance
C01-1175,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,02/10/2026 08:00 AM,02/09/2026 08:00 AM,02/10/2026 08:00 AM,LS,02/26/2026,,Pass,6.8,Routine Surveillance
C01-1172,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,02/09/2026 08:00 AM,02/08/2026 08:00 AM,02/09/2026 08:00 AM,LS,02/12/2026,,Pass,7.0,Routine Surveillance
C01-1171,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,02/06/2026 08:00 AM,02/05/2026 08:00 AM,02/06/2026 08:00 AM,LS,02/12/2026,,Pass,7.1,Routine Surveillance
C01-1170,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,02/05/2026 08:00 AM,02/04/2026 08:00 AM,02/05/2026 08:00 AM,LS,02/12/2026,,Pass,7.6,Routine Surveillance
C01-1169,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,02/04/2026 08:00 AM,02/03/2026 08:00 AM,02/04/2026 08:00 AM,LS,02/12/2026,,Pass,7.7,Routine Surveillance
C01-1168,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,02/03/2026 08:00 AM,02/02/2026 08:00 AM,02/03/2026 08:00 AM,LS,02/12/2026,,Pass,7.2,Routine Surveillance
C01-1167,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,02/02/2026 08:00 AM,02/01/2026 08:00 AM,02/02/2026 08:00 AM,LS,02/05/2026,,Pass,7.6,Routine Surveillance
C01-1166,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/30/2026 08:00 AM,01/29/2026 08:00 AM,01/30/2026 08:00 AM,LS,02/05/2026,,Pass,8.0,Routine Surveillance
C01-1165,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/29/2026 08:00 AM,01/28/2026 08:00 AM,01/29/2026 08:00 AM,LS,02/05/2026,,Pass,7.7,Routine Surveillance
C01-1164,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/28/2026 08:00 AM,01/27/2026 08:00 AM,01/28/2026 08:00 AM,LS,02/05/2026,,Pass,8.0,Routine Surveillance
C01-1163,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/27/2026 08:00 AM,01/26/2026 08:00 AM,01/27/2026 08:00 AM,LS,02/05/2026,,Pass,7.5,Routine Surveillance
C01-1162,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/06/2026 07:00 AM,01/05/2026 07:00 AM,01/06/2026 07:00 AM,LS,01/15/2026,,Pass,6.6,Routine Surveillance
C01-1161,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/07/2026 07:00 AM,01/06/2026 07:00 AM,01/07/2026 07:00 AM,LS,01/15/2026,,Pass,7.9,Routine Surveillance
C01-1160,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/08/2026 07:00 AM,01/07/2026 07:00 AM,01/08/2026 07:00 AM,LS,01/15/2026,,Pass,7.0,Routine Surveillance
C01-1159,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/09/2026 07:00 AM,01/08/2026 07:00 AM,01/09/2026 07:00 AM,LS,01/15/2026,,Pass,7.2,Routine Surveillance
C01-1158,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/12/2026 07:00 AM,01/11/2026 07:00 AM,01/12/2026 07:00 AM,LS,01/15/2026,,Pass,7.8,Routine Surveillance
C01-1157,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/26/2025 08:00 AM,12/25/2025 08:00 AM,12/26/2025 08:00 AM,LS,01/08/2026,,Pass,8.5,Routine Surveillance
C01-1156,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/05/2026 08:00 AM,01/04/2026 08:00 AM,01/05/2026 08:00 AM,LS,01/08/2026,,Pass,7.1,Routine Surveillance
C01-1155,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/31/2025 08:00 AM,12/30/2025 08:00 AM,12/31/2025 08:00 AM,LS,01/08/2026,,Pass,8.5,Routine Surveillance
C01-1152,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/01/2026 08:00 AM,12/31/2025 08:00 AM,01/01/2026 08:00 AM,LS,01/08/2026,,Pass,7.7,Routine Surveillance
C01-1151,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,01/02/2026 08:00 AM,01/01/2026 08:00 AM,01/02/2026 08:00 AM,LS,01/08/2026,,Pass,6.8,Routine Surveillance
C01-1150,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/25/2025 08:00 AM,12/24/2025 08:00 AM,12/25/2025 08:00 AM,LS,01/08/2026,,Pass,6.7,Routine Surveillance
C01-1149,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/30/2025 08:00 AM,12/29/2025 08:00 AM,12/30/2025 08:00 AM,LS,01/08/2026,,Pass,7.8,Routine Surveillance
C01-1148,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/29/2025 08:00 AM,12/28/2025 08:00 AM,12/29/2025 08:00 AM,LS,01/08/2026,,Pass,8.1,Routine Surveillance
C01-1147,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/23/2025 08:00 AM,12/22/2025 08:00 AM,12/23/2025 08:00 AM,LS,01/08/2026,,Pass,6.9,Routine Surveillance
C01-1146,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/24/2025 08:00 AM,12/23/2025 08:00 AM,12/24/2025 08:00 AM,LS,01/08/2026,,Pass,7.0,Routine Surveillance
C01-1145,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/22/2025 08:00 AM,12/21/2025 08:00 AM,12/22/2025 08:00 AM,LS,01/08/2026,,Pass,7.8,Routine Surveillance
C01-1144,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/19/2025 08:00 AM,12/18/2025 08:00 AM,12/19/2025 08:00 AM,LS,01/08/2026,,Pass,8.8,Routine Surveillance
C01-1143,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/18/2025 08:00 AM,12/17/2025 08:00 AM,12/18/2025 08:00 AM,LS,01/08/2026,,Pass,9.3,Routine Surveillance
C01-1142,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/17/2025 08:00 AM,12/16/2025 08:00 AM,12/17/2025 08:00 AM,LS,01/08/2026,,Pass,8.4,Routine Surveillance
C01-1141,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/16/2025 08:00 AM,12/15/2025 08:00 AM,12/16/2025 08:00 AM,LS,01/08/2026,,Pass,7.5,Routine Surveillance
C01-1140,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/15/2025 08:00 AM,12/14/2025 08:00 AM,12/15/2025 08:00 AM,LS,12/18/2025,,Pass,7.3,Routine Surveillance
C01-1139,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/12/2025 08:00 AM,12/11/2025 08:00 AM,12/12/2025 08:00 AM,LS,12/18/2025,,Pass,8.8,Routine Surveillance
C01-1138,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/11/2025 08:00 AM,12/10/2025 08:00 AM,12/11/2025 08:00 AM,LS,12/18/2025,,Pass,10.8,Routine Surveillance
C01-1137,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/10/2025 08:00 AM,12/09/2025 08:00 AM,12/10/2025 08:00 AM,LS,12/18/2025,,Pass,8.0,Routine Surveillance
C01-1136,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/09/2025 08:00 AM,12/08/2025 08:00 AM,12/09/2025 08:00 AM,LS,12/18/2025,,Pass,7.5,Routine Surveillance
C01-1135,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/08/2025 08:00 AM,12/07/2025 08:00 AM,12/08/2025 08:00 AM,LS,12/11/2025,,Pass,7.4,Routine Surveillance
C01-1134,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/05/2025 08:00 AM,12/04/2025 08:00 AM,12/05/2025 08:00 AM,LS,12/11/2025,,Pass,6.9,Routine Surveillance
C01-1133,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/04/2025 08:00 AM,12/03/2025 08:00 AM,12/04/2025 08:00 AM,LS,12/11/2025,,Pass,7.4,Routine Surveillance
C01-1132,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/03/2025 08:00 AM,12/02/2025 08:00 AM,12/03/2025 08:00 AM,LS,12/11/2025,,Pass,8.3,Routine Surveillance
C01-1131,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/02/2025 08:00 AM,12/02/2025 08:00 AM,12/03/2025 08:00 AM,LS,12/11/2025,,Pass,6.2,Routine Surveillance
C01-1130,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,12/01/2025 08:00 AM,11/29/2025 08:00 AM,11/30/2025 08:00 AM,AJ,12/04/2025,,Pass,5.9,Routine Surveillance
C01-1129,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/28/2025 08:00 AM,11/27/2025 08:00 AM,11/28/2025 08:00 AM,AJ,12/04/2025,,Pass,10.1,Routine Surveillance
C01-1128,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/27/2025 08:00 AM,11/26/2025 08:00 AM,11/27/2025 08:00 AM,AJ,12/04/2025,,Pass,11.6,Routine Surveillance
C01-1127,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/26/2025 08:00 AM,11/25/2025 08:00 AM,11/26/2025 08:00 AM,AJ,12/04/2025,,Pass,6.7,Routine Surveillance
C01-1126,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/25/2025 08:00 AM,11/24/2025 08:00 AM,11/25/2025 08:00 AM,AJ,12/04/2025,,Pass,6.7,Routine Surveillance
C01-1125,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/24/2025 08:00 AM,11/23/2025 08:00 AM,11/24/2025 08:00 AM,LS,11/26/2025,,Pass,6.7,Routine Surveillance
C01-1124,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/21/2025 08:00 AM,11/20/2025 08:00 AM,11/21/2025 08:00 AM,LS,11/26/2025,,Pass,6.9,Routine Surveillance
C01-1123,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/20/2025 08:00 AM,11/19/2025 08:00 AM,11/20/2025 08:00 AM,LS,11/26/2025,,Pass,9.1,Routine Surveillance
C01-1122,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/19/2025 08:00 AM,11/18/2025 08:00 AM,11/19/2025 08:00 AM,LS,11/26/2025,,Pass,10.6,Routine Surveillance
C01-1121,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/18/2025 08:00 AM,11/17/2025 08:00 AM,11/18/2025 08:00 AM,LS,11/26/2025,,Pass,5.9,Routine Surveillance
C01-1120,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/17/2025 08:00 AM,11/16/2025 08:00 AM,11/17/2025 08:00 AM,LS,11/20/2025,,Pass,6.7,Routine Surveillance
C01-1119,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/14/2025 08:00 AM,11/13/2025 08:00 AM,11/14/2025 08:00 AM,LS,11/20/2025,,Pass,6.1,Routine Surveillance
C01-1118,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/13/2025 08:00 AM,11/12/2025 08:00 AM,11/13/2025 08:00 AM,LS,11/20/2025,,Pass,5.6,Routine Surveillance
C01-1117,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/12/2025 08:00 AM,11/11/2025 08:00 AM,11/12/2025 08:00 AM,LS,11/20/2025,,Pass,6.4,Routine Surveillance
C01-1116,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/11/2025 08:00 AM,11/10/2025 08:00 AM,11/11/2025 08:00 AM,LS,11/20/2025,,Pass,6.5,Routine Surveillance
C01-1115,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/10/2025 08:00 AM,11/09/2025 08:00 AM,11/10/2025 08:00 AM,LS,11/13/2025,,Pass,6.1,Routine Surveillance
C01-1114,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/07/2025 08:00 AM,11/06/2025 08:00 AM,11/07/2025 08:00 AM,LS,11/13/2025,,Pass,6.4,Routine Surveillance
C01-1113,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/06/2025 08:00 AM,11/05/2025 08:00 AM,11/06/2025 08:00 AM,LS,11/13/2025,,Pass,6.3,Routine Surveillance
C01-1112,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/05/2025 08:00 AM,11/04/2025 08:00 AM,11/05/2025 08:00 AM,LS,11/13/2025,,Pass,5.9,Routine Surveillance
C01-1111,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/04/2025 08:00 AM,11/03/2025 08:00 AM,11/04/2025 08:00 AM,LS,11/13/2025,,Pass,5.2,Routine Surveillance
C01-1025,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,11/03/2025 08:00 AM,11/02/2025 08:00 AM,11/03/2025 08:00 AM,LS,11/06/2025,,Pass,5.9,Routine Surveillance
C01-1024,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/31/2025 08:00 AM,10/30/2025 08:00 AM,10/31/2025 08:00 AM,LS,11/06/2025,,Pass,10.1,Routine Surveillance
C01-1023,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/30/2025 08:00 AM,10/29/2025 08:00 AM,10/30/2025 08:00 AM,LS,11/06/2025,,Pass,9.5,Routine Surveillance
C01-1022,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/29/2025 08:00 AM,10/28/2025 08:00 AM,10/29/2025 08:00 AM,LS,11/06/2025,,Pass,6.3,Routine Surveillance
C01-1021,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/28/2025 08:00 AM,10/27/2025 08:00 AM,10/28/2025 08:00 AM,LS,11/06/2025,,Pass,6.6,Routine Surveillance
C01-1020,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/28/2025 08:00 AM,10/27/2025 08:00 AM,10/28/2025 08:00 AM,AJ,10/30/2025,,Pass,5.9,Routine Surveillance
C01-1019,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/24/2025 08:00 AM,10/23/2025 08:00 AM,10/24/2025 08:00 AM,AJ,10/30/2025,,Pass,6.3,Routine Surveillance
C01-1018,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/23/2025 08:00 AM,10/22/2025 08:00 AM,10/23/2025 08:00 AM,AJ,10/30/2025,,Pass,6.9,Routine Surveillance
C01-1017,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/22/2025 08:00 AM,10/21/2025 08:00 AM,10/22/2025 08:00 AM,AJ,10/30/2025,,Pass,7.5,Routine Surveillance
C01-1016,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/21/2025 08:00 AM,10/20/2025 08:00 AM,10/21/2025 08:00 AM,AJ,10/30/2025,,Pass,11.7,Routine Surveillance
C01-1015,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/20/2025 08:00 AM,10/19/2025 08:00 AM,10/20/2025 08:00 AM,LS,10/23/2025,,Pass,11.7,Routine Surveillance
C01-1014,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/17/2025 08:00 AM,10/16/2025 08:00 AM,10/17/2025 08:00 AM,LS,10/23/2025,,Pass,5.1,Routine Surveillance
C01-1013,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/16/2025 08:00 AM,10/15/2025 08:00 AM,10/16/2025 08:00 AM,LS,10/23/2025,,Pass,6.1,Routine Surveillance
C01-1012,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/15/2025 08:00 AM,10/14/2025 08:00 AM,10/15/2025 08:00 AM,LS,10/23/2025,,Pass,6,Routine Surveillance
C01-1011,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/14/2025 08:00 AM,10/13/2025 08:00 AM,10/14/2025 08:00 AM,LS,10/23/2025,,Pass,6.1,Routine Surveillance
C01-1010,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/14/2025 08:00 AM,10/13/2025 08:00 AM,10/14/2025 08:00 AM,LS,10/16/2025,,Pass,6.1,Routine Surveillance
C01-1009,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/10/2025 08:00 AM,10/09/2025 08:00 AM,10/10/2025 08:00 AM,LS,10/16/2025,,Pass,6.4,Routine Surveillance
C01-1008,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/09/2025 08:00 AM,10/08/2025 08:00 AM,10/09/2025 08:00 AM,LS,10/16/2025,,Pass,6.6,Routine Surveillance
C01-1007,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/08/2025 08:00 AM,10/07/2025 08:00 AM,10/08/2025 08:00 AM,LS,10/16/2025,,Pass,12.1,Routine Surveillance
C01-1006,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/07/2025 08:00 AM,10/06/2025 08:00 AM,10/07/2025 08:00 AM,LS,10/16/2025,,Pass,6.0,Routine Surveillance
C01-1005,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/06/2025 08:00 AM,10/05/2025 08:00 AM,10/06/2025 08:00 AM,LS,10/09/2025,,Pass,7.4,Routine Surveillance
C01-1004,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/03/2025 08:00 AM,10/02/2025 08:00 AM,10/03/2025 08:00 AM,LS,10/09/2025,,Pass,6.5,Routine Surveillance
C01-1003,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/02/2025 08:00 AM,10/01/2025 08:00 AM,10/02/2025 08:00 AM,LS,10/09/2025,,Pass,6.6,Routine Surveillance
C01-1002,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,10/01/2025 08:00 AM,09/30/2025 08:00 AM,10/01/2025 08:00 AM,LS,10/09/2025,,Pass,6.7,Routine Surveillance
C01-1001,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/30/2025 08:00 AM,09/29/2025 08:00 AM,09/30/2025 08:00 AM,LS,10/09/2025,,Pass,6.9,Routine Surveillance
C01-1000,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/29/2025 08:00 AM,09/28/2025 08:00 AM,09/29/2025 08:00 AM,LS,10/02/2025,,Pass,4.73,Routine Surveillance
C01-0999,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/26/2025 08:00 AM,09/25/2025 08:00 AM,09/26/2025 08:00 AM,LS,10/02/2025,,Pass,7.39,Routine Surveillance
C01-0998,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/25/2025 08:00 AM,09/24/2025 08:00 AM,09/25/2025 08:00 AM,LS,10/02/2025,,Pass,5.7,Routine Surveillance
C01-0997,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/24/2025 08:00 AM,09/23/2025 08:00 AM,09/24/2025 08:00 AM,LS,10/02/2025,,Pass,6.58,Routine Surveillance
C01-0996,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/23/2025 08:00 AM,09/22/2025 08:00 AM,09/23/2025 08:00 AM,LS,10/02/2025,,Pass,5.05,Routine Surveillance
C01-0995,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/22/2025 08:00 AM,09/21/2025 08:00 AM,09/22/2025 08:00 AM,LS,09/25/2025,,Pass,6.4,Routine Surveillance
C01-0994,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/19/2025 08:00 AM,09/18/2025 08:00 AM,09/19/2025 08:00 AM,LS,09/25/2025,,Pass,5.4,Routine Surveillance
C01-0993,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/18/2025 08:00 AM,09/17/2025 08:00 AM,09/18/2025 08:00 AM,LS,09/25/2025,,Pass,5.5,Routine Surveillance
C01-0992,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/17/2025 08:00 AM,09/16/2025 08:00 AM,09/17/2025 08:00 AM,LS,09/25/2025,,Pass,5.5,Routine Surveillance
C01-0991,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/16/2025 08:00 AM,09/15/2025 08:00 AM,09/16/2025 08:00 AM,LS,09/25/2025,,Pass,6.4,Routine Surveillance
C01-0990,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/15/2025 08:00 AM,09/14/2025 08:00 AM,09/15/2025 08:00 AM,LS,09/18/2025,,Pass,4.43,Routine Surveillance
C01-0989,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/12/2025 08:00 AM,09/11/2025 08:00 AM,09/12/2025 08:00 AM,LS,09/18/2025,,Pass,4.46,Routine Surveillance
C01-0988,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/11/2025 08:00 AM,09/10/2025 08:00 AM,09/11/2025 08:00 AM,LS,09/18/2025,,Pass,4.56,Routine Surveillance
C01-0987,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/10/2025 08:00 AM,09/09/2025 08:00 AM,09/10/2025 08:00 AM,LS,09/18/2025,,Pass,4.3,Routine Surveillance
C01-0986,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/09/2025 08:00 AM,09/08/2025 08:00 AM,09/09/2025 08:00 AM,LS,09/18/2025,,Pass,4.47,Routine Surveillance
C01-0985,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/05/2025 08:00 AM,09/04/2025 08:00 AM,09/05/2025 08:00 AM,AJ,09/11/2025,,Pass,4.49,Routine Surveillance
C01-0984,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/08/2025 08:00 AM,09/07/2025 08:00 AM,09/08/2025 08:00 AM,AJ,09/11/2025,,Pass,4.45,Routine Surveillance
C01-0983,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/04/2025 08:00 AM,09/03/2025 08:00 AM,09/04/2025 08:00 AM,AJ,09/11/2025,,Pass,5.02,Routine Surveillance
C01-0982,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/02/2025 08:00 AM,09/02/2025 08:00 AM,09/03/2025 08:00 AM,AJ,09/11/2025,,Pass,4.63,Routine Surveillance
C01-0981,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/02/2025 08:00 AM,09/01/2025 08:00 AM,09/02/2025 08:00 AM,AJ,09/11/2025,,Pass,4.34,Routine Surveillance
C01-0980,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,09/02/2025 08:00 AM,09/01/2025 08:00 AM,09/02/2025 08:00 AM,AJ,09/04/2025,,Pass,5.4,Routine Surveillance
C01-0979,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/29/2025 08:00 AM,08/28/2025 08:00 AM,08/29/2025 08:00 AM,AJ,09/04/2025,,Pass,5.9,Routine Surveillance
C01-0978,Ohio,WheelingWWTP-01,Sample,WWTP,Composite,,08/28/2025 08:00 AM,08/27/2025 08:00 AM,08/28/2025 08:00 AM,AJ,09/04/2025,,Pass,5.8,Routine Surveillance
