Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status	Volume Tested (mL)
A1007	13279	OneStep RT-ddPCR	Human RNase P		49788					3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005		3/19/21 3:00	100				3.6				TD	Josh Lambert	3/19/21 15:31	3/19/21 15:31	Monongalia County	A1007	3/21/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				TD		Pass	GG	3/16/21 11:59	Composite	3/16/21 11:59	3/16/21 12:01	JL	3/19/21		StarCityWWTP-01	Available	
A02-0042	14143	OneStep RT-ddPCR	Human RNase P	1281.591644	1361691.122	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	C2	AP0005	B02	JL	SARS-CoV-2 N1	1424.533081	0	2615.09491	1513566.399	SARS-CoV-2 N2	1206.389771	0	2786.116028	1281789.131																																					0.005		8/27/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	B04	JL				WVU Morgantown		8/27/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	C2	EP0005	A10	JL		Pass	EL	8/25/21 9:48	Grab			JL	8/25/21	8.31	NorthHighSt-02 (MUB)		
A02-0064	13180	OneStep RT-ddPCR	Human RNase P	306.2463379	325386.734	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	E6	AP0005	F04	JL	SARS-CoV-2 N1	11.96506262	0	2615.09491	12712.87903	SARS-CoV-2 N2	23.93648624	0	2786.116028	25432.51663																																					0.005		8/27/21	10	XXXXXX	Halcyon	Nanotrap	0.425		CP000000	A06	JL				WVU Morgantown		8/30/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	E6	EP0006	A06	JL		Pass	EL	8/30/21 10:35	Grab			JL	8/30/21	8.11	NorthHighSt-02 (MUB)		
A02-0029	14381	OneStep RT-ddPCR	Human RNase P	525.8838654	558751.6069	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	B8	AP0005	H01	JL	SARS-CoV-2 N1	16.52323127	0	2615.09491	17555.93322	SARS-CoV-2 N2	21.03176117	0	2786.116028	22346.24624																																					0.005		8/27/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	B02	JL				WVU Morgantown	G	8/27/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	B8	EP0005	A08	JL		Pass	EL	8/23/21 9:46	Grab			JL	8/23/21	7.54	HonorsSummit-01 (MUB)		
A02-0079																																																																				9/3/21	10	NT04155	Halcyon	Nanotrap	0.425		CP0008	B04	JL				WVU Morgantown		9/3/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	J2	EP0008	A10	JL		Pass	EL	9/3/21 10:33	Grab	9/3/21 22:00	9/1/21 22:00	JL	9/3/21	7.98	NorthHighSt-02 (MUB)		
A02-0090	17810	OneStep RT-ddPCR	Human RNase P	30.40574074	32306.09953	None				9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	L5	AP0007	B05	JL	SARS-CoV-2 N1	48.93283844	0	1303.838043	51991.14084	SARS-CoV-2 N2	70.12454033	0	1366.207123	74507.3241																																					0.005		9/8/21	10	NT04155	Halcyon	Nanotrap	0.425		CP0010	A05	JL				WVU Morgantown		9/8/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	L5	EP0010	A05	JL		Pass	EL	9/8/21 10:07	Composite	9/8/21 9:00	9/6/21 9:00	JL	9/8/21	7.07	CollegePark-02		
A1004	12806	OneStep RT-ddPCR	Human RNase P		60660					3/16/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				5520	SARS-CoV-2 N2				5520																																				CDC N1/N2/RP Triplex	0.005		3/12/21 11:00	100				5				AHT	Mathilda Santee	3/12/21 11:03	3/12/21 11:03	Monongalia County	A1004	3/15/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AHT		Pass	EL	3/11/21 12:00	Composite	3/11/21 12:00	3/11/21 12:00	MVS	3/12/21		StarCityWWTP-01	Available	
A0104	14007	OneStep RT-ddPCR	Human RNase P		17136					11/10/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				13708.8	SARS-CoV-2 N2				13708.8																																				CDC N1/N2/RP Triplex	0.005		11/9/20 17:30	100				3.4				MS	Timothy Driscoll	11/9/20 16:56	11/9/20 16:56	Monongalia County	A0104	11/10/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	11/5/20 0:00	Composite	11/5/20 23:59	11/5/20 0:00	TD	11/9/20		StarCityWWTP-01	Available	
A01-0046	16779	OneStep RT-ddPCR	Human RNase P	27.44614124	29161.52507						Manual	DQ	XXXXXX	QX One	BRSV Triplex	I3	AP000000	B04	JL	SARS-CoV-2 N1	80.69766045	0	3138.026123	85741.26422	SARS-CoV-2 N2	72.10204124	0	3336.080627	76608.41882																																					0.005		9/3/21	10	NT04155	Halcyon	Nanotrap	0.425		CP0008	A03	JL				Monongalia County		9/3/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I3	EP0008	A03	JL		Pass	JT	9/2/21 23:55	Composite	9/2/21 23:55	9/2/21 0:00	JL	9/2/21	6.74	StarCityWWTP-01		
A0048	16737	OneStep RT-ddPCR	Human RNase P		10116					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				35424	SARS-CoV-2 N2				50616																																				CDC N1/N2/RP Triplex	0.005		1/3/21 13:00	100				6				MS	Timothy Driscoll	2/20/21 16:13	2/20/21 16:13	Monongalia County	A0048	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	12/24/20 0:00	Composite	12/24/20 11:59	12/24/20 12:00	TD	1/7/21		StarCityWWTP-01	Available	
A0037	13832	OneStep RT-ddPCR	Human RNase P		98064					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				85800	SARS-CoV-2 N2				85800																																				CDC N1/N2/RP Triplex	0.005		12/13/20 17:00	100				4				MS	Timothy Driscoll	12/14/20 14:57	12/14/20 14:57	Monongalia County	A0037	12/14/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	12/9/20 0:00	Composite	12/9/20 11:59	12/9/20 12:00	TD	12/11/20		StarCityWWTP-01	Available	
A02-0021	15351	OneStep RT-ddPCR	Human RNase P	113.2616615	120340.5154	None				8/20/21	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	H1	AP0004	C03	JL	SARS-CoV-2 N1	12.33608007	-20	2835.271912	13107.08508	SARS-CoV-2 N2	34.96476173	-20	3151.898499	37150.05934																																					0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	7.74	CP000000	A01	JL				WVU Morgantown	G	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H1	EP000000	A01	JL		Pass	EL	8/20/21 9:30	Composite	8/20/21 9:30	8/18/21 9:30	Jl	8/20/21	7.74	OaklandE-02		
A02-0109	13554	OneStep RT-ddPCR	Human RNase P	120.088233947754	127593.748569489	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	D8	AP0008	C08	JL	SARS-CoV-2 N1	33.0066752433776	0	1320.22521972656	35069.5924460887	SARS-CoV-2 N2	53.8768720626832	0	1524.01962280273	57244.1765666009																																					0.005		2021-09-15	10	NT04155	Kookaburra	Nanotrap	0.425		CP0012	B02	JL				WVU Morgantown		2021-09-15	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	D8	EP0012	A08	JL		Pass	EL	09/15/2021 10:18 AM	Composite	09/15/2021 10:13 AM	09/13/2021 10:13 AM	JL	09/15/2021	5.83	CollegePark-02		
A02-0083	13219	OneStep RT-ddPCR	Human RNase P	26.71469688	28384.36544	None				9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K5	AP0007	A05	JL	SARS-CoV-2 N1	55.24384022	0	1303.838043	58696.58023	SARS-CoV-2 N2	44.54135895	0	1366.207123	47325.19388																																					0.005		9/8/21	10	NT04155	Halcyon	Nanotrap	0.425		CP0009	A05	JL				WVU Morgantown		9/8/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K5	EP0009	A05	JL		Pass	EL	9/6/21 8:38	Composite	9/6/21 8:38	9/4/21 9:00	JL	9/7/21	6.88	HonorsSummit-01 (MUB)		
A03-0006	13802	OneStep RT-ddPCR	Human RNase P	22.1726202964782	23558.4090650081	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	F3	AP0008	D03	JL	SARS-CoV-2 N1	164.230976104736	0	1320.22521972656	174495.412111282	SARS-CoV-2 N2	93.9503765106202	0	1524.01962280273	99822.275042534																																					0.005		2021-09-17	10	NT04155	Halcyon	Nanotrap	0.425		CP0013	A03	JL				Monongalia County		2021-09-17	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F3	EP0012	A03	JL		Pass	TD	09/16/2021 04:35 PM	Composite	09/15/2021 02:00 PM	09/15/2021 07:00 AM	TD	09/16/2021	7.78	Morgantown HS		
A02-0013	11125	OneStep RT-ddPCR				BRSV	534.7823715	568206.2697		8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A04	JL	SARS-CoV-2 N1	12.6934433	0	2236.361694	13486.7835	SARS-CoV-2 N2	10.57739377	0	2276.707153	11238.48063																																					0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A04	JL	Eric Lundstrum		8/11/21 9:48	WVU Morgantown	Building/Complex	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL		Pass	EL	8/11/21 9:48	Composite	8/11/21 9:00	8/10/21 9:00	JL	8/11/21	7.87	CollegePark-02		10
A02-0002	20957	OneStep RT-ddPCR				BRSV	0	0		8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	C01	JL	SARS-CoV-2 N1	6.737446785	0	2236.361694	7158.53721	SARS-CoV-2 N2	5.614405274	0	2276.707153	5965.30548																																					0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C05	JL	Josh Lambert		8/16/21 13:03	WVU Morgantown	Building/Complex	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C05	JL	NaN	Pass	EL	8/12/21 9:00	Composite	8/12/21 9:00	8/11/21 9:00	JL	8/13/21	6.65	OaklandE-02		10
A0234	18510	OneStep RT-ddPCR	Human RNase P		17172					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				75546	SARS-CoV-2 N2				51516																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4.5				MS	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0234	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	2/3/21 0:00	Composite	2/3/21 23:59	2/3/21 0:00	TD	2/4/21		StarCityWWTP-01	Available	
A1003	10420	OneStep RT-ddPCR	Human RNase P		54210					3/16/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				20340	SARS-CoV-2 N2				13560																																				CDC N1/N2/RP Triplex	0.005		3/12/21 11:00	100				5				AHT	Mathilda Santee	3/12/21 11:02	3/12/21 11:02	Monongalia County	A1003	3/15/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AHT		Pass	EL	3/10/21 12:00	Composite	3/10/21 12:00	3/10/21 12:00	MVS	3/12/21		StarCityWWTP-01	Available	
A02-0098	15765	OneStep RT-ddPCR	Human RNase P	692.158203125	735418.090820312	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	B6	AP0008	B06	JL	SARS-CoV-2 N1	2.9852083325386	0	1320.22521972656	3171.78385332226	SARS-CoV-2 N2	26.8805193901062	0	1524.01962280273	28560.5518519878																																					0.005		2021-09-13	10	NT04155	Halcyon	Nanotrap	0.425		CP0011	C02	JL				WVU Morgantown		2021-09-13	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	B6	EP0011	B02	JL		Pass	EL	09/13/2021 09:32 AM	Grab			JL	09/13/2021	8.47	OaklandE-02		
A1073	11796	OneStep RT-ddPCR		140.04		BRSV		332595												SARS-CoV-2 N1	1.99			4726.25	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005		7/7/21	10				0.95	pH - 6.39				Josh Lambert		7/9/21 11:54	Monongalia County	A1073	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	6/17/21 23:55	Composite	6/17/21 23:55	6/17/21 0:00	JL	6/18/21	6.39	StarCityWWTP-01	Available	
A0243	15333	OneStep RT-ddPCR	Human RNase P		0					3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				13800	SARS-CoV-2 N2				4590																																				CDC N1/N2/RP Triplex	0.005		2/22/21 0:00	100				5				AT	Timothy Driscoll	2/24/21 10:44	2/24/21 10:44	Monongalia County	A0243	2/24/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	GG	2/16/21 8:00	Composite	2/16/21 11:55	2/16/21 12:00	TD	2/18/21		StarCityWWTP-01	Available	
A02-0011	21209	OneStep RT-ddPCR	Human RNase P	12.20664263	12969.55779	None				8/20/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	F1	AP000000	A08	JL	SARS-CoV-2 N1	35.52783012	0	1047.2155	37748.32153	SARS-CoV-2 N2	41.08390331	0	1082.352142	43651.64828	None																																				0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B03	JL	Eric Lundstrum		8/16/21 9:42	WVU Morgantown	G	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A09	JL		Pass	Eric Lundstrom	8/16/21 9:41	Composite	8/16/21 9:00	8/14/21 9:00	Josh Lambert	8/16/21	7.31	OaklandE-02		10
A01-0009	17879	OneStep RT-ddPCR	Human RNase P	15.79773664	16785.09519	None				8/20/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H5	AP000000	A05	JL	SARS-CoV-2 N1	15.79773664	0	1047.2155	16785.09569	SARS-CoV-2 N2	27.65300512	0	1082.352142	29381.31845																																					0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	6.97	CP000000	A05	JL				Monongalia County	Star City	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H5	EP000000	A05	JL		Pass	GG	8/18/21 11:59	Composite	8/18/21 11:59	8/18/21 12:01	Jl	8/20/21	6.97	StarCityWWTP-01		
A1028	8596	OneStep RT-ddPCR	Human RNase P		39408						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				13152	SARS-CoV-2 N2				26304																																				CDC N1/N2/RP Triplex	0.005		4/16/21 11:00	100				8				JL	Aiyana-Mei Tom	4/16/21 11:18	4/16/21 11:18	Monongalia County	A1028	4/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				JL		Pass	EL	4/13/21 12:00	Composite	4/14/21 12:00	4/13/21 12:00	MVS	4/16/21		StarCityWWTP-01	Available	
A0044	13954	OneStep RT-ddPCR	Human RNase P		34414.8					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				55059.6	SARS-CoV-2 N2				79172.4																																				CDC N1/N2/RP Triplex	0.005		12/21/20 13:00	100				3.4				AT	Timothy Driscoll	12/21/20 16:22	12/21/20 16:22	Monongalia County	A0044	12/21/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	GG	12/20/20 0:00	Composite	12/20/20 11:59	12/20/20 12:00	TD	12/21/20		StarCityWWTP-01	Available	
A1044	14661	OneStep RT-ddPCR	Human RNase P		19260						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				4800	SARS-CoV-2 N2				4800																																				CDC N1/N2/RP Triplex	0.005	Reconc vol estimated	5/7/21 14:30	100				5					Josh Lambert	5/7/21 15:24	5/7/21 15:24	Monongalia County	A1044		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	GG	5/5/21 23:55	Composite	5/5/21 23:55	5/5/21 0:00	Josh Lambert	5/7/21		StarCityWWTP-01	Available	
A1075	13655	OneStep RT-ddPCR		207.69		BRSV		493263.75												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005		7/7/21	10				0.95	pH - 6.48				Josh Lambert		7/9/21 11:57	Monongalia County	A1075	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	6/21/21 23:55	Composite	6/21/21 23:55	6/21/21 0:00	JL	6/25/21	6.48	StarCityWWTP-01	Available	
A02-0004	14984	OneStep RT-ddPCR				BRSV	0	0		8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B08	JL	SARS-CoV-2 N1	0	0	2236.361694	0	SARS-CoV-2 N2	0	0	2276.707153	0																																					0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C04	JL	Eric Lundstrum		8/12/21 10:05	WVU Morgantown	Building/Complex	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C04	JL	NaN	Pass	EL	8/12/21 10:05	Composite	8/12/21 9:00	8/11/21 9:00	JL	8/12/21	NaN	NorthHighSt-02 (MUB)		10
A02-0007																																																																														Eric Lundstrum		8/12/21 9:14	WVU Morgantown	Building/Complex												Pass	EL	8/12/21 9:14	Composite	8/12/21 9:00	8/11/21 9:00	JL	8/12/21		Evansdale-01		10
A02-0107	12293	OneStep RT-ddPCR	Human RNase P	163.259296417236	173463.002443314	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	D6	AP0008	C06	JL	SARS-CoV-2 N1	47.8999614715576	0	1320.22521972656	50893.70906353	SARS-CoV-2 N2	32.5613617897034	0	1524.01962280273	34596.4469015599																																					0.005		2021-09-15	10	NT04155	Kookaburra	Nanotrap	0.425		CP0012	A06	JL				WVU Morgantown		2021-09-15	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	D6	EP0012	A06	JL		Pass	EL	09/15/2021 09:45 AM	Composite	09/15/2021 09:45 AM	09/13/2021 09:50 AM	JL	09/15/2021	7.10	HonorsSummit-01 (MUB)		
A0441	11186	OneStep RT-ddPCR	Human RNase P		20208					3/15/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				30288	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005			100				8					Mathilda Santee	3/3/21 11:46	3/3/21 11:46	Monongalia County	A0441		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	EL	2/24/21 12:00	Composite	2/24/21 12:00	2/24/21 12:00				StarCityWWTP-01	Available	
A01-0016	12456	OneStep RT-ddPCR	Human RNase P	7.101867199	7545.733899	None					Manual	DQ	XXXXXX	QX One	BRSV Triplex	F3	AP000000	C01	JL	SARS-CoV-2 N1	104.9845505	0	3138.026123	111546.0849	SARS-CoV-2 N2	58.65873337	0	3336.080627	62324.9042																																					0.005		9/2/21	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	A03	JL				Monongalia County		9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F3	EP0007	A03	JL		Pass	GG	8/26/21 23:55	Composite	8/26/21 23:55	8/26/21 0:00	JL	8/27/21	6.97	StarCityWWTP-01		
A02-0102	14312	OneStep RT-ddPCR	Human RNase P	321.123924255372	341194.169521333	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	B8	AP0008	B08	JL	SARS-CoV-2 N1	23.0277371406556	0	1320.22521972656	24466.9707119466	SARS-CoV-2 N2	37.8431940078736	0	1524.01962280273	40208.3936333657																																					0.005		2021-09-13	10	NT04155	Halcyon	Nanotrap	0.425		CP0011	C04	JL				WVU Morgantown		2021-09-13	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	B8	EP0011	B04	JL		Pass	EL	09/13/2021 10:00 AM	Grab			JL	09/13/2021	8.78	NorthHighSt-02 (MUB)		
A02-0030	17182	OneStep RT-ddPCR	Human RNase P	17.45125413	18541.95751	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I6	AP0004	F01	JL	SARS-CoV-2 N1	190.769062	-20	2835.271912	202692.1284	SARS-CoV-2 N2	150.4138565	-20	3151.898499	159814.7225																																					0.005		8/23/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A06	JL				WVU Morgantown	H	8/23/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A06	JL		Pass	EL	8/23/21 9:55	Composite	8/23/21 9:00	8/21/21 9:00	JL	8/23/21	7.28	NorthHighSt-02 (MUB)		
C01-0002	15839	OneStep RT-ddPCR	Human RNase P	0	0	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	F6	AP0008	D06	JL	SARS-CoV-2 N1	126.610631942749	0	1320.22521972656	134523.796439171	SARS-CoV-2 N2	10.4010534286499	0	1524.01962280273	11051.1192679405																																					0.005	Water was very dirty with solid matter; water was colored black essentially when unsettled.	2021-09-17	10	NT04155	Halcyon	Nanotrap	0.425		CP0013	B02	JL				Ohio County		2021-09-17	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F6	EP0012	A06	JL		Pass	MVC	09/14/2021 07:00 AM	Composite	09/14/2021 07:00 AM	09/13/2021 07:00 AM	JL	09/17/2021	6.07	Wheeling WPCD		
A1110	13502	OneStep RT-ddPCR		169.65		BRSV		402918.75												SARS-CoV-2 N1	3.49			8288.75	SARS-CoV-2 N2	8.71			20686.25																																				N1/N2/BRSV Triplex	0.005			10				0.95					Josh Lambert		7/9/21 12:23	Monongalia County	A1110		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/28/21 23:55	Composite	7/28/21 23:55	7/28/21 0:00	JL			StarCityWWTP-01	Available	
A1043	12654	OneStep RT-ddPCR	Human RNase P		39060						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005	Reconc vol estimated	5/7/21 23:55	100				5					Josh Lambert	5/7/21 15:23	5/7/21 15:23	Monongalia County	A1043		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	GG	5/4/21 23:55	Composite	5/4/21 23:55	5/4/21 0:00	Josh Lambert	5/7/21		StarCityWWTP-01	Available	
A0205	17242	OneStep RT-ddPCR	Human RNase P		4896					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				29484	SARS-CoV-2 N2				29484																																				CDC N1/N2/RP Triplex	0.005		1/4/21 0:00	100				6				MS	Timothy Driscoll	2/20/21 16:13	2/20/21 16:13	Monongalia County	A0205	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	12/30/20 0:00	Composite	12/30/20 23:59	12/30/20 0:00	TD	1/7/21		StarCityWWTP-01	Available	
A0213	15295	OneStep RT-ddPCR	Human RNase P		11088					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				59112	SARS-CoV-2 N2				36936																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0213	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	1/5/21 0:00	Composite	1/5/21 23:59	1/5/21 0:00	TD	1/8/21		StarCityWWTP-01	Available	
A02-0097	14905	OneStep RT-ddPCR	Human RNase P	156.805248260498	166605.576276779	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	B5	AP0008	B05	JL	SARS-CoV-2 N1	0	0	1320.22521972656	0	SARS-CoV-2 N2	0	0	1524.01962280273	0																																					0.005		2021-09-13	10	NT04155	Halcyon	Nanotrap	0.425		CP0011	C01	JL				WVU Morgantown		2021-09-13	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	B5	EP0011	B01	JL		Pass	EL	09/13/2021 09:20 AM	Grab			JL	09/13/2021	7.79	Evansdale-01		
