Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status	Volume Tested (mL)
A01-0012	15896	OneStep RT-ddPCR	Human RNase P	31.1731576919556	33121.4800477028	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	K2	AP0004	G03	JL	SARS-CoV-2 N1	74.8650789260864	-20	2835.2719116211	79544.1463589668	SARS-CoV-2 N2	72.783203125	-20	3151.89849853516	77332.1533203125																																					0.005		2021-08-24	10	NT04155	Halcyon	Nanotrap	0.425		CP0003	A02	JL				Monongalia County	Star City	2021-08-24	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K2	EP0003	A02	JL		Pass	GG	08/22/2021 11:59 PM	Composite	08/22/2021 11:59 PM	08/22/2021 12:00 AM	JL	08/24/2021	7.06	StarCityWWTP-01		
A02-0070																																																																																	WVU Morgantown													Pass	EL	09/01/2021 10:19 AM	Composite	09/01/2021 10:04 AM	08/30/2021 10:04 AM	JL	09/01/2021	7.09	HonorsSummit-01 (MUB)		
A01-0013	580	OneStep RT-ddPCR	Human RNase P	-20	0	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	K3	AP0004	H03	JL	SARS-CoV-2 N1	-20	-20	2835.2719116211	0	SARS-CoV-2 N2	-20	-20	3151.89849853516	0																																					0.005		2021-08-24	10	NT04155	Halcyon	Nanotrap	0.425		CP0003	A03	JL				Monongalia County	Star City	2021-08-24	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K3	EP0003	A03	JL		Pass	JL	08/23/2021 11:59 PM	Composite	08/23/2021 11:59 PM	08/23/2021 12:00 AM	JL	08/24/2021	6.99	StarCityWWTP-01		
A02-0023	17741	OneStep RT-ddPCR	Human RNase P	63.6045598983764	67579.8448920249	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	H3	AP0004	E03	JL	SARS-CoV-2 N1	70.136022567749	-20	2835.2719116211	74519.5239782333	SARS-CoV-2 N2	65.2372884750366	-20	3151.89849853516	69314.6190047264																																					0.005		2021-08-20	10	NT04155	Kookaburra	Nanotrap	0.425	7.16	CP000000	A03	JL				WVU Morgantown	G	2021-08-20	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H3	EP000000	A03	JL		Pass	EL	08/20/2021 09:56 AM	Composite	08/20/2021 09:56 AM	08/18/2021 09:56 AM	Jl	08/20/2021	7.16	NorthHighSt-02 (MUB)		
A02-0077																																																																																	WVU Morgantown													Pass	EL	09/03/2021 10:11 AM	Grab			JL	09/03/2021	8.36	HonorsSummit-01 (MUB)		
A01-0018																																																																																	Monongalia County													Pass	JT	08/30/2021 11:55 PM	Composite	08/30/2021 11:55 PM	08/30/2021 12:00 AM	JL	09/01/2021	6.89	StarCityWWTP-01		
A02-0061																																																																																	WVU Morgantown													Pass	EL	08/30/2021 09:46 AM	Grab			JL	08/30/2021	8.13	OaklandE-02		
A02-0002 100K	11472	OneStep RT-ddPCR				BRSV	0	0		2021-08-13	Manual	DQ	XXXXXX	QX 200	BRSV Triplex	100k	AP000000	B05	JL	SARS-CoV-2 N1	1951.31072998047	0	2236.36169433594	2073267.65060425	SARS-CoV-2 N2	1940.17150878906	0	2276.70715332032	2061432.22808838																																					0.005		2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425	Spike with 100K HI-SARS	CP000000	C01	JL						2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	Spike with 100K HI-SARS	EP000000	C01	JL													
A02-0068																																																																																	WVU Morgantown													Pass	EL	09/01/2021 10:00 AM	Composite	09/01/2021 10:00 AM	08/30/2021 10:00 AM	JL	09/01/2021	7.22	NorthHighSt-02 (MUB)		
A02-0082																																																																																	WVU Morgantown													Pass	EL	09/06/2021 08:20 AM	Composite	09/06/2021 08:20 AM	09/04/2021 09:00 AM	JL	09/07/2021	6.38	Evansdale-01		
A02-0054																																																																																	WVU Morgantown													Pass	EL	08/27/2021 10:17 AM	Composite	08/27/2021 09:38 AM	08/25/2021 09:38 AM	JL	08/27/2021	6.90	HonorsSummit-01 (MUB)		
A01-0026																																																																																	Monongalia County													Pass	DW	08/31/2021 11:55 PM	Composite	08/31/2021 11:55 PM	08/31/2021 12:00 AM	JL	09/03/2021	6.42	StarCityWWTP-01		
A02-0008	18971	OneStep RT-ddPCR	Human RNase P	33.5114979743958	35605.9665977955	None				08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A06	JL	SARS-CoV-2 N1	6.202232837677	0	1714.01901245117	6589.87239	SARS-CoV-2 N2	1.24031588435173	0	1783.14178466797	1317.83566	None																																				0.005	NaN	2021-08-16	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A06	JL	Eric Lundstrum		08/13/2021 10:02 AM	WVU Morgantown	G	2021-08-16	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL	NaN	Pass	Eric Lundstrom	08/13/2021 10:02 AM	Composite	08/13/2021 09:45 AM	08/11/2021 09:45 AM	Josh Lambert	08/13/2021	7.5	NorthHighSt-02 (MUB)		10
A02-0080																																																																																	WVU Morgantown													Pass	EL	09/03/2021 10:46 AM	Composite	09/03/2021 10:46 AM	09/01/2021 10:59 AM	JL	09/03/2021	5.86	CollegePark-02		
A04-0009	18412	OneStep RT-ddPCR				BRSV	493.307991027832	524139.740467071		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A05	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	1.27797365188599	0	2276.70715332032	1357.84701																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A05	JL	Eric Lundstrum		08/10/2021 10:00 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	EL	08/10/2021 10:00 AM	Composite	08/10/2021 09:00 AM	08/09/2021 09:00 AM	JL	08/10/2021	7.29	NorthHighSt-02 (MUB)		10
A01-0001	19475	OneStep RT-ddPCR				BRSV	548.826522827148	583128.180503845		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A03	JL	SARS-CoV-2 N1	8.45881879329682	0	2236.36169433594	8987.49459	SARS-CoV-2 N2	9.66746926307678	0	2276.70715332032	10271.68584																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A03	JL	Josh Lambert		08/13/2021 12:13 PM	Monongalia County	WWTP	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A03	JL	NaN	Pass	GG	08/09/2021 11:55 PM	Composite	08/09/2021 11:55 PM	08/09/2021 12:00 AM	JL	08/13/2021	NaN	StarCityWWTP-01		10
A02-0017	3089	OneStep RT-ddPCR	Human RNase P	-20	0	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	G2	AP0004	A03	JL	SARS-CoV-2 N1	-20	-20	2835.2719116211	0	SARS-CoV-2 N2	-20	-20	3151.89849853516	0																																					0.005	NaN	2021-08-18	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A02	JL	Eric Lundstrum		08/18/2021 09:38 AM	WVU Morgantown	G	2021-08-18	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A02	JL		Pass	EL	08/18/2021 09:38 AM	Composite	08/18/2021 09:38 AM	08/16/2021 09:41 AM	JL	08/18/2021	7.15	OaklandE-02		
A02-0069																																																																																	WVU Morgantown													Pass	EL	09/01/2021 10:01 AM	Grab			JL	09/01/2021	8.30	NorthHighSt-02 (MUB)		
A02-0085																																																																																	WVU Morgantown													Pass	EL	09/06/2021 09:00 AM	Composite	09/06/2021 09:00 AM	09/04/2021 09:00 AM	JL	09/07/2021	6.67	CollegePark-02		
A02-0004	14984	OneStep RT-ddPCR				BRSV	0	0		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B08	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	0	0	2276.70715332032	0																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C04	JL	Eric Lundstrum		08/12/2021 10:05 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C04	JL	NaN	Pass	EL	08/12/2021 10:05 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/12/2021	NaN	NorthHighSt-02 (MUB)		10
A07-0012	18494	OneStep RT-ddPCR				BRSV	1238.12591552734	1315508.7852478		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B01	JL	SARS-CoV-2 N1	3.81712794303894	0	2236.36169433594	4055.69844	SARS-CoV-2 N2	6.36222422122956	0	2276.70715332032	6759.86311																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B03	JL	Eric Lundstrum		08/11/2021 09:19 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B03	JL	NaN	Pass	EL	08/11/2021 09:19 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	7.13	OaklandE-02		10
A02-0034	14372	OneStep RT-ddPCR	Human RNase P	682.919616699218	725602.092742919	None				2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	J1	AP0004	C04	JL	SARS-CoV-2 N1	18.4740829467773	-20	2835.2719116211	19628.7131309509	SARS-CoV-2 N2	18.4740829467773	-20	3151.89849853516	19628.7131309509																																					0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	B03	JL				WVU Morgantown	G	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A09	JL		Pass	EL	08/23/2021 10:12 AM	Composite	08/23/2021 09:00 AM	08/21/2021 09:00 AM	JL	08/23/2021	8.07	CollegePark-02		
A02-0090																																																																																	WVU Morgantown													Pass	EL	09/08/2021 10:07 AM	Composite	09/08/2021 09:00 AM	09/06/2021 09:00 AM	JL	09/08/2021	7.07	CollegePark-02		
A02-0087																																																																																	WVU Morgantown													Pass	EL	09/08/2021 09:34 AM	Composite	09/08/2021 09:34 AM	09/06/2021 09:34 AM	JL	09/08/2021	7.4	OaklandE-02		
A06-0017	17517	OneStep RT-ddPCR				BRSV	1378.82507324219	1465001.64031982		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A08	JL	SARS-CoV-2 N1	0	0	2236.36169433594	0	SARS-CoV-2 N2	1.34327128529549	0	2276.70715332032	1427.22571																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B02	JL	Eric Lundstrum		08/11/2021 09:35 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B02	JL	NaN	Pass	EL	08/11/2021 09:35 AM	Composite	08/11/2021 09:00 AM	08/10/2021 09:00 AM	JL	08/11/2021	7.55	NorthHighSt-02 (MUB)		10
A02-0003	16102	OneStep RT-ddPCR				BRSV	0	0		08/13/2021	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	C02	JL	SARS-CoV-2 N1	70.2458381652832	0	2236.36169433594	74636.199	SARS-CoV-2 N2	74.6431732177734	0	2276.70715332032	79308.37154																																					0.005	NaN	2021-08-13	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C06	JL	Eric Lundstrum		08/12/2021 09:59 AM	WVU Morgantown	Building/Complex	2021-08-13	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C06	JL		Pass	EL	08/12/2021 09:59 AM	Composite	08/12/2021 09:00 AM	08/11/2021 09:00 AM	JL	08/12/2021	NaN	CollegePark-02		10
