Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Category	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Flow (MGD)	Sample ID	Sample QC Check	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status: NWSS	Status: WaTCH
H01-0068																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
B01-0024		OneStep RT-ddPCR	Human RNase P			None				11/1/21	CHECK	ABS	58477038	QX 200	CDC nCov-2 Triplex	B6	AP0015	B06	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005	Sample		10/25/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0028	C02	JL	WWTP	Sample	10/25/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	B6	EP0028	B06	JL	CharlestonWWTP-01	KM	10/21/21 7:25	Composite	10/21/21 7:00	10/20/21 7:00			Pass	JL	10/25/21	7.14	Kanawha	Processing	Processing
K01-0010																																																																																											ParkersburgWWTP-01												Wood		
A01-0098	9174	OneStep RT-ddPCR	Human RNase P	2.56493300199508	4568.78690980374	None				2021-12-03	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	H2	AP0023	D02	JL	SARS-CoV-2 N1	25.6619191169738	0	1030.21682739258	45710.2934271096	SARS-CoV-2 N2	12.8274619579315	0	1109.43168640137	22848.9166125655																																					0.005			2021-11-30	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0041	B04	AJ	WWTP		2021-11-30	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075	H2	EP0041	B02	AJ	StarCityWWTP-01	-	11/25/2021 12:00 AM	Composite	11/25/2021 12:00 AM	11/24/2021 12:00 AM			Pass	AJ	11/30/2021	6.96	Monongalia	Processing	Complete
K01-0008																																																																																											ParkersburgWWTP-01												Wood		
G01-0057	51.4	OneStep RT-ddPCR	Human RNase P			None				11/1/21	OK	ABS	58477038	QX 200	CDC nCov-2 Triplex	B8	AP0015	B08	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005	Sample		10/25/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0028	C04	JL	WWTP	Sample	10/25/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	B8	EP0028	B08	JL	KeyserWWTP-01	--	10/21/21 9:00	Composite	10/21/21 8:00	10/20/21 9:00			Pass	JL	10/25/21	7.11	Mineral	Processing	Confirming
A0207	15701	OneStep RT-ddPCR	Human RNase P		14400					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				3600	SARS-CoV-2 N2				21576																																				CDC N1/N2/RP Triplex	0.005	Sample		1/4/21	100			PEG Precipitation	4				MS	WWTP	Sample	2/17/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				MS	StarCityWWTP-01	GG	1/3/21 0:00	Composite	1/3/21 23:59	1/3/21 0:00	12.379		Pass	TD	1/7/21		Monongalia	Processing	Complete
A1057	15590	OneStep RT-ddPCR		101.34		BRSV		240682.5		7/7/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005	Sample			10			Ceres Nanotrap	0.95	pH - 6.80				WWTP	Sample	7/7/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05				JL	StarCityWWTP-01	EL	5/26/21 23:55	Composite	5/26/21 23:55	5/26/21 0:00	7.093		Pass	JL	5/28/21	6.8	Monongalia	Processing	Complete
A02-0291																																																																																											WVU-Morgantown												Monongalia		
H01-0024		OneStep RT-ddPCR	Human RNase P			None				11/1/21	CHECK	ABS	58477038	QX 200	CDC nCov-2 Triplex	C4	AP0015	C04	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005	Sample		10/25/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0028	D02	JL	WWTP	Sample	10/25/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	C4	EP0028	C04	JL	MoundsvilleWWTP-01	DRC	10/17/21 8:15	Composite	10/17/21 8:00	10/16/21 8:00			Pass	JL	10/25/21	7.08	Marshall	Processing	Processing
A03-0027	12856	OneStep RT-ddPCR	Human RNase P	0	0					9/29/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A2	AP0010	C02	JL	SARS-CoV-2 N1	0	0	1097.667847	0	SARS-CoV-2 N2	0	0	1200.682373	0																																				CDC N1/N2/RP Triplex	0.005	Sample		9/27/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0017	C06	JL	K-12	Sample	9/27/21	0.4	2105049	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A2	EP0017	B06	JL	UniversityHS-01	BL	9/24/21 14:30	Composite	9/24/21 14:00	9/24/21 6:00			Pass	JL	9/27/21	8.71	Monongalia	Processing	Complete
A1074	10295	OneStep RT-ddPCR		87.01		BRSV		206648.75		7/7/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	4.57			10853.75																																				N1/N2/BRSV Triplex	0.005	Sample		7/7/21	10			Ceres Nanotrap	0.95	pH - 6.47				WWTP	Sample	7/7/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05				JL	StarCityWWTP-01	EL	6/20/21 23:55	Composite	6/20/21 23:55	6/20/21 0:00	7.122		Pass	JL	6/25/21	6.47	Monongalia	Processing	Complete
A03-0022																																																																			Sample													Sample																									Unknown
C01-0004	14701	OneStep RT-ddPCR	Human RNase P	91.40761375	97120.58961					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	F8	AP0008	D08	JL	SARS-CoV-2 N1	131.6109657	0	1320.22522	139836.6511	SARS-CoV-2 N2	101.0501575	0	1524.019623	107365.7924																																				CDC N1/N2/RP Triplex	0.005	Sample	Water was very dirty with solid matter; water was colored black essentially when unsettled.	9/17/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0013	B04	JL	WWTP	Sample	9/17/21	0.4	2105033	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	F8	EP0012	A08	JL	WheelingWWTP-01	MVC	9/16/21 7:00	Composite	9/16/21 7:00	9/15/21 7:00			Pass	JL	9/17/21	4.36	Ohio	Processing	Complete
A02-0203	10373	OneStep RT-ddPCR	Human RNase P	4.537102282	4820.671175	None				11/4/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	G5	AP0016	B05	JL	SARS-CoV-2 N1	0	0	1040.980072	0	SARS-CoV-2 N2	6.805981398	0	1205.935364	7231.355235																																					0.005	Sample		11/2/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP0031	A04	JL	WVU Morgantown	Sample	11/2/21	0.4	21108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	G5	EP0031	B05	JL	NorthHighSt-02 (MUB)	EL	11/1/21 10:18	Composite	11/1/21 9:00	10/30/21 9:00			Pass	JL	11/1/21	6.89	Monongalia	Processing	Complete
K01-0034																																																																																											ParkersburgWWTP-01												Wood		
H01-0094																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
A02-0077																																																																			Sample		9/3/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0008	B03	JL	WVU Morgantown	Sample	9/3/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	J1	EP0008	A09	JL	HonorsSummit-01 (MUB)	EL	9/3/21 10:11	Grab	9/3/21 10:11	9/3/21 10:11			Pass	JL	9/3/21	8.36	Monongalia	Processing	Confirming
A02-0302																																																																																											WVU-Morgantown												Monongalia		
E01-0010	15875	OneStep RT-ddPCR	Human RNase P	7.412005067	13202.63403	None				11/29/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	D5	AP0022	D05	JL	SARS-CoV-2 N1	40.05259991	0	1092.976303	71343.69358	SARS-CoV-2 N2	40.05259991	0	1279.930573	71343.69358																																					0.005	Sample		2021-11-22	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0039	D01	AJ	WWTP	Sample	2021-11-22	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.075	D5	EP0039	B05	AJ	PrincetonWWTP-01	-	11/18/21 8:00	Composite	11/18/21 8:00	11/17/21 8:00			Pass	AJ	11/19/21	6.91	Mercer	Processing	Complete
K01-0040																																																																																											ParkersburgWWTP-01												Wood		
A0225	16115	OneStep RT-ddPCR	Human RNase P		5256					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				39438	SARS-CoV-2 N2				31554																																				CDC N1/N2/RP Triplex	0.005	Sample		2/5/21	100			PEG Precipitation	3				MS	WWTP	Sample	2/19/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				MS	StarCityWWTP-01	GS	1/21/21 0:00	Composite	1/21/21 23:59	1/21/21 0:00	8.324		Pass	TD	1/22/21		Monongalia	Processing	Complete
A0234	18510	OneStep RT-ddPCR	Human RNase P		17172					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				75546	SARS-CoV-2 N2				51516																																				CDC N1/N2/RP Triplex	0.005	Sample		2/5/21	100			PEG Precipitation	4.5				MS	WWTP	Sample	2/19/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				MS	StarCityWWTP-01	GS	2/3/21 0:00	Composite	2/3/21 23:59	2/3/21 0:00	10.441		Pass	TD	2/4/21		Monongalia	Processing	Complete
A02-0326																																																																																											WVU-Morgantown												Monongalia		
H01-0087																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
A02-0094	14993	OneStep RT-ddPCR	Human RNase P	53.41882706	56757.50375					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A7	AP0008	A07	JL	SARS-CoV-2 N1	157.4616909	0	1320.22522	167303.0466	SARS-CoV-2 N2	155.881834	0	1524.019623	165624.4487																																				CDC N1/N2/RP Triplex	0.005	Sample		9/13/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0011	B01	JL	WVU Morgantown	Sample	9/13/21	0.4	2105033	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A7	EP0011	A07	JL	NorthHighSt-02 (MUB)	EL	9/10/21 9:39	Composite	9/10/21 9:40	9/8/21 9:40			Pass	JL	9/13/21	7.29	Monongalia	Processing	Complete
A03-0068	14562	OneStep RT-ddPCR	Human RNase P	30.7204175	32640.44359	None				11/29/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	C7	AP0022	E07	JL	SARS-CoV-2 N1	102.0168114	0	1092.976303	108392.8621	SARS-CoV-2 N2	43.66734028	0	1279.930573	46396.54905																																					0.005	Sample		2021-11-15	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0035	B01	LW	K-12	Sample	2021-11-15	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	C7	EP0035	A07	JL	MorgantownHS-01	BL	11/5/21 13:30	Composite	11/5/21 13:30	11/5/21 6:00			Pass	JL	11/10/21		Monongalia	Processing	Complete
A02-0071	9657	OneStep RT-ddPCR	Human RNase P	242.6992989	257868.005					9/2/21	Manual	DQ		QX One	BRSV Triplex	H6	AP000000	F03	JL	SARS-CoV-2 N1	2.51566112	0	3138.026123	2672.88994	SARS-CoV-2 N2	2.51566112	0	3336.080627	2672.88994																																				CDC N1/N2/RP Triplex	0.005	Sample		9/2/21	10	 NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0007	D04	JL	WVU Morgantown	Sample	9/2/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	H6	EP0007	B10	JL	HonorsSummit-01 (MUB)	EL	9/1/21 10:20	Grab	9/1/21 10:20	9/1/21 10:20			Pass	JL	9/1/21	8.16	Monongalia	Processing	Complete
A03-0172																																																																																											MorgantownHS-01												Monongalia		
H01-0077																																																																															WWTP												MoundsvilleWWTP-01	-	11/30/2021 08:15 AM	Composite	11/30/2021 08:00 AM	11/29/2021 08:00 AM			Pass	AJ	12/03/2021	6.92	Marshall		
A02-0171	12494	OneStep RT-ddPCR	Human RNase P	66.0064888	70131.89435	None				10/20/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	E2	AP0014	B01	JL	SARS-CoV-2 N1	54.67792988	0	2152.007294	58095.3005	SARS-CoV-2 N2	24.49508429	0	2493.552246	26026.02705																																					0.005	Sample		10/15/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0025	A02	JL	WVU Morgantown	Sample	10/15/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	E2	EP0025	A02	JL	HonorsSummit-01 (MUB)	CA	10/15/21 9:47	Composite	10/15/21 9:47	10/13/21 9:58			Pass	JL	10/15/21	7.5	Monongalia	Processing	Complete
A02-0334																																																																																											WVU-Morgantown												Monongalia		
E01-0003	6430	OneStep RT-ddPCR	Human RNase P	14.64182496	15556.93902	None				11/8/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	A4	AP0017	A04	AJ	SARS-CoV-2 N1	65.96008301	0	560.2787018	70082.5882	SARS-CoV-2 N2	69.62996006	0	653.7683868	73981.83256																																					0.005	Sample		11/5/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP00033	A04	JL	WWTP	Sample	11/5/21	0.4	21108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A4	EP0033	A04	JL	PrincetonWWTP-01	TT	11/2/21 8:00	Composite	11/2/21 8:00	11/1/21 8:00			Pass	JL	11/5/21	6.63	Mercer	Processing	Confirming
A01-0133																																																																																											StarCityWWTP-01												Monongalia		
K01-0047																																																																																											ParkersburgWWTP-01												Wood		
A02-0338																																																																																											WVU-Morgantown												Monongalia		
B01-0068	11949	OneStep RT-ddPCR	Human RNase P	1.969235688	2092.312919	None				11/29/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	B8	AP0022	F08	JL	SARS-CoV-2 N1	1.969235688	0	1092.976303	2092.312919	SARS-CoV-2 N2	1.969235688	0	1279.930573	2092.312919																																				CDC N1/N2/RP Triplex	0.005	Sample		11/16/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP0036	D04	AJ	WWTP	Sample	11/16/21	0.4	2108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	J8	EP0036	B08	AJ	CharlestonWWTP-01	-	11/10/21 7:30	Composite	11/10/21 7:00	11/9/21 7:00			Pass	JL	11/15/21	7.05	Kanawha	Processing	Complete
A03-0021	10591	OneStep RT-ddPCR	Human RNase P	57.83371449	61448.32164					9/29/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A3	AP0010	C03	JL	SARS-CoV-2 N1	15.55663705	0	1097.667847	16528.92686	SARS-CoV-2 N2	33.34825277	0	1200.682373	35432.51857																																				CDC N1/N2/RP Triplex	0.005	Sample		9/27/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0017	D01	JL	K-12	Sample	9/27/21	0.4	2105049	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A3	EP0017	B07	JL	MorgantownHS-01	BL	9/24/21 14:30	Composite	9/24/21 14:00	9/24/21 6:00			Pass	JL	9/27/21	9.04	Monongalia	Processing	Complete
A01-0114																																																																																											StarCityWWTP-01	JF	12/01/2021 12:00 AM	Composite	12/01/2021 12:00 AM	11/30/2021 12:00 AM			Pass	AJ	12/03/2021	7.18	Monongalia		
A03-0135																																																																																											SuncrestES-01												Monongalia		
A03-0153																																																																																											NorthES-01												Monongalia		
A02-0054	14197	OneStep RT-ddPCR	Human RNase P	45.63396931	48486.09239					8/27/21	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	C6	AP0005	F02	JL	SARS-CoV-2 N1	382.9641342	0	2615.09491	406899.3926	SARS-CoV-2 N2	188.1644058	0	2786.116028	199924.6812																																				CDC N1/N2/RP Triplex	0.005	Sample		8/27/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0005	C02	JL	WVU Morgantown	Sample	8/27/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	C6	EP0005	B02	JL	HonorsSummit-01 (MUB)	EL	8/27/21 10:17	Composite	8/27/21 9:38	8/25/21 9:38			Pass	JL	8/27/21	6.9	Monongalia	Processing	Complete
J01-0045																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A02-0174	10841	OneStep RT-ddPCR	Human RNase P	32.57869005	34614.85818	None				10/20/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	H6	AP0014	F04	JL	SARS-CoV-2 N1	2.170509696	0	2152.007294	2306.166552	SARS-CoV-2 N2	4.341219664	0	2493.552246	4612.545893																																					0.005	Sample		10/18/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0026	B02	JL	WVU Morgantown	Sample	10/18/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	H6	EP0026	A06	JL	HonorsSummit-01 (MUB)	EL	10/18/21 9:49	Composite	10/18/21 9:00	10/16/21 9:00			Pass	JL	10/18/21		Monongalia	Processing	Complete
A02-0337																																																																																											WVU-Morgantown												Monongalia		
A02-0102	14312	OneStep RT-ddPCR	Human RNase P	321.1239243	341194.1695					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	B8	AP0008	B08	JL	SARS-CoV-2 N1	23.02773714	0	1320.22522	24466.97071	SARS-CoV-2 N2	37.84319401	0	1524.019623	40208.39363																																				CDC N1/N2/RP Triplex	0.005	Sample		9/13/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0011	C04	JL	WVU Morgantown	Sample	9/13/21	0.4	2105033	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	B8	EP0011	B04	JL	NorthHighSt-02 (MUB)	EL	9/13/21 10:00	Grab	9/13/21 10:00	9/13/21 10:00			Pass	JL	9/13/21	8.78	Monongalia	Processing	Complete
L01-0041																																																																																											WestUnionWWTP-01												Doddridge		
A01-0042	10961	OneStep RT-ddPCR	Human RNase P	34.37146425	36519.68077					9/29/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K3	AP0010	A03	JL	SARS-CoV-2 N1	124.8361778	0	1097.667847	132638.4389	SARS-CoV-2 N2	1628.575592	0	1200.682373	1730361.567																																				CDC N1/N2/RP Triplex	0.005	Sample		9/27/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0017	A03	JL	WWTP	Sample	9/27/21	0.4	2105049	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	K3	EP0017	A03	JL	StarCityWWTP-01	GG	9/20/21 23:55	Composite	9/20/21 23:55	9/20/21 0:00	7.36		Pass	JL	9/24/21	6.57	Monongalia	Processing	Complete
A03-0094	15518	OneStep RT-ddPCR	Human RNase P	12.1332538127899	21612.358354032	None				2021-12-03	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	NAB14 G2	AP0023	G06	JL	SARS-CoV-2 N1	3.03272694349288	0	1030.21682739258	5402.04486809669	SARS-CoV-2 N2	3.03272694349288	0	1109.43168640137	5402.04486809669																																					0.005			2021-12-02	10	NT04474	Kookaburra	Ceres Nanotrap	0.475		CP0042	C06	LW			2021-12-02	0.4	2108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075	G2	EP0042	C02	LW														Processing	Complete
A02-0089	14167	OneStep RT-ddPCR	Human RNase P	114.8793602	122059.3202					9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	L4	AP0007	B04	JL	SARS-CoV-2 N1	149.9542713	0	1303.838043	159326.4133	SARS-CoV-2 N2	68.19400787	0	1366.207123	72456.13337																																				CDC N1/N2/RP Triplex	0.005	Sample		9/8/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0010	A04	JL	WVU Morgantown	Sample	9/8/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	L4	EP0010	A04	JL	NorthHighSt-02 (MUB)	EL	9/8/21 9:55	Composite	9/8/21 8:48	9/6/21 8:48			Pass	JL	9/8/21	7.26	Monongalia	Processing	Complete
A01-0123																																																																																											StarCityWWTP-01												Monongalia		
A03-0013	20145	OneStep RT-ddPCR	Human RNase P	0	0					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	H4	AP0012	D02	JL	SARS-CoV-2 N1	1.487158239	0	1593.187866	1580.105629	SARS-CoV-2 N2	2.974390388	0	2077.493896	3160.289787																																				CDC N1/N2/RP Triplex	0.005	Sample		10/7/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0021	A04	JL	K-12	Sample	10/7/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	H4	EP0021	A04	JL	SuncrestES-01	BL	9/30/21 12:25	Composite	9/29/21 14:00	9/29/21 6:00			Pass	JL	10/6/21	6.64	Monongalia	Processing	Complete
A1055	15989	OneStep RT-ddPCR		131.34		BRSV		311932.5		7/7/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	2.94			6982.5	SARS-CoV-2 N2	2.94			6982.5																																				N1/N2/BRSV Triplex	0.005	Sample			10			Ceres Nanotrap	0.95	pH - 6.88				WWTP	Sample	7/7/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05				JL	StarCityWWTP-01	EL	5/24/21 23:55	Composite	5/24/21 23:55	5/24/21 0:00	7.396		Pass	JL	5/28/21	6.88	Monongalia	Processing	Complete
A02-0350																																																																																											WVU-Morgantown												Monongalia		
B01-0010	9461	OneStep RT-ddPCR	Human RNase P	0	0					10/5/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	C2	AP0011	B01	JL	SARS-CoV-2 N1	18.26411724	1355.395355	0	19405.62457	SARS-CoV-2 N2	18.26411724	1548.404388	0	19405.62457																																				CDC N1/N2/RP Triplex	0.005	Sample		10/1/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425	C2	CP0019	A02	JL	WWTP	Sample	10/1/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	C2	EP0019	A02	JL	CharlestonWWTP-01	KM	9/27/21 8:00	Composite	9/27/21 7:00	9/26/21 7:00			Pass	JL	9/30/21		Kanawha	Processing	Complete
A03-0144																																																																																											MorgantownHS-01												Monongalia		
A01-0103		OneStep RT-ddPCR	Human RNase P			None				11/1/21	CHECK	ABS	58477038	QX 200	CDC nCov-2 Triplex	A5	AP0015	E05	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005			10/28/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0030	A05	LW		Sample	10/28/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A5	EP0030	A05	LW															
L01-0045																																																																																											WestUnionWWTP-01												Doddridge		
A1075	13655	OneStep RT-ddPCR		207.69		BRSV		493263.75		7/7/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005	Sample		7/7/21	10			Ceres Nanotrap	0.95	pH - 6.48				WWTP	Sample	7/7/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05				JL	StarCityWWTP-01	EL	6/21/21 23:55	Composite	6/21/21 23:55	6/21/21 0:00	9.229		Pass	JL	6/25/21	6.48	Monongalia	Processing	Complete
A02-0151 b	10482	OneStep RT-ddPCR	Human RNase P		36378					3/11/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				32328	SARS-CoV-2 N2				16164																																				CDC N1/N2/RP Triplex	0.005	Sample	Was A04-0009		100			PEG Precipitation	3					WWTP	Sample		0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06					StarCityWWTP-01	EL	2/18/21 12:00	Composite	2/18/21 12:00	2/18/21 12:00	11.463		Pass				Monongalia	Rejected	Test
A0250	11742	OneStep RT-ddPCR	Human RNase P		36571.2					11/17/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				45714	SARS-CoV-2 N2				54856.8																																				CDC N1/N2/RP Triplex	0.005	Sample		11/13/20	100			PEG Precipitation	3.8				MS	WWTP	Sample	11/17/20	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				MS	StarCityWWTP-01	DW	11/12/20 0:00	Composite	11/12/20 23:59	11/12/20 0:00	6.315		Pass	TD	11/13/20		Monongalia	Processing	Complete
A02-0324																																																																																											WVU-Morgantown												Monongalia		
