Sample ID	Description	Category	Department	Site	Location	Sample QC Check	Status: NWSS	Status: WaTCH	Sample Collection Method	Sample Composite Start	Sample Composite End	Sample Collection Date/Time	Sample Collection By	Sample Flow (MGD)	Assay Accepted Droplets	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Spike-In (CN/L)	Assay Control, Process Result (CN/L)	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Control, Internal Concentration (CN/Rxn)	Concentration Input Volume (mL)	Concentration Method	Concentration Output Volume (mL)	Extraction Input Volume (mL)	Extraction Method	Extraction Output Volume (mL)	Assay Type	Assay Name	Assay Volume (mL)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Sample Received By	Sample Received Date	Sample pH (Lab)	Concentration Date	Concentration Lot ID	Concentration Machine	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Extraction Date	Extraction Lot ID	Extraction Machine	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Assay Date	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Comments
A02-0170	Sample	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Rejected: No Flow	Complete	Composite	10/13/21 9:34	10/15/21 9:34	10/15/21 9:34	EL		11962	SARS-CoV-2 N1	23.61600637	0	2152.007294	25092.00677	SARS-CoV-2 N2	17.70978212	0	2493.552246	18816.64351	None				Human RNase P	100519.4819	94.6065712	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/15/21	7.74	10/15/21	NT04474	Halcyon		CP0025	A01	JL	10/15/21	2108255	Halcyon	E1	EP0025	A01	JL	10/20/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	E1	AP0014	A01	JL	
J01-0031	Sample	Sample	WWTP	Preston	AlpineLakeWWTP-01		Processing	Processing																																																																																																
A02-0140	Sample	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Rejected: No Flow	Complete	Composite	10/2/21 9:00	10/4/21 9:00	10/4/21 9:35	EL		14328	SARS-CoV-2 N1	0	0	1593.187866	0	SARS-CoV-2 N2	2.960690558	0	2077.493896	3145.733718					Human RNase P	26752.74312	25.17905235	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/4/21	8.16	10/5/21	NT04474	Halcyon		CP0020	A03	JL	10/5/21	2108052	Halcyon	F3	EP0020	A03	JL	10/11/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	F3	AP0012	C01	JL	
C01-0015	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	10/5/21 7:00	10/6/21 7:00	10/6/21 7:05	MVC	5.913	15510	SARS-CoV-2 N1	16.35140777	0	1593.187866	17373.37075	SARS-CoV-2 N2	29.98725653	0	2077.493896	31861.46006					Human RNase P	26065.10416	24.53186274	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/8/21	6.55	10/8/21	NT04474	Halcyon		CP0022	D04	JL	10/8/21	2108052	Halcyon	A6	EP0022	C06	JL	10/11/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	A6	AP0012	F06	JL	FLOW: 5.913
C01-0032	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Rejected: No Flow	Complete	Composite	11/2/21 7:00	11/3/21 7:00	11/3/21 7:00	GZ		13248	SARS-CoV-2 N1	8.882039785	0	560.2787018	9437.167272	SARS-CoV-2 N2	10.65885067	0	653.7683868	11325.02884	None				Human RNase P	15101.17881	14.21287417	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/5/21	6.45	11/5/21	NT04474	Kookaburra		CP00033	D05	JL	11/5/21	21108255	Kookaburra	C7	EP0033	C07	JL	11/8/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C7	AP0017	C07	AJ	
A03-0180	Sample	Sample	K-12	Monongalia	MorgantownHS-01		Processing	Processing																																																																																																
A1029	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	4/14/21 12:00	4/15/21 12:00	4/14/21 12:00	EL	10.306	10668	SARS-CoV-2 N1				0	SARS-CoV-2 N2				5304					Human RNase P	52968		100	PEG Precipitation	4	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				MVS	4/16/21		4/16/21						JL	4/19/21						JL	4/19/21	OneStep RT-ddPCR	Manual	DQ		QX 200					
A02-0300	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A02-0341	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
G01-0054	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Confirming	Composite	10/16/21 8:30	10/17/21 7:30	10/17/21 9:00	KK		7978	SARS-CoV-2 N1	103.4521294	0	2152.007294	109917.8874	SARS-CoV-2 N2	41.32628918	0	2493.552246	43909.18225	None				Human RNase P	0	0	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/20/21		10/20/21	NT04474	Halcyon		CP0027	B03	JL	10/20/21	2108255	Halcyon	K7	EP0027	A07	JL	10/20/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	K7	AP0014	G06	JL	
A02-0282	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A02-0006	Sample	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Rejected: No Flow	Complete	Composite	8/11/21 9:45	8/13/21 9:22	8/13/21 9:22	Eric Lundstrom		17196	SARS-CoV-2 N1	23.27272892	0	1714.019012	24727.27346	SARS-CoV-2 N2	17.79472113	0	1783.141785	18906.8917					Human RNase P	14542.49226	13.68705153	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				Josh Lambert	8/13/21	7.34	8/16/21	NT04155	Halcyon		CP000000	A05	JL	8/16/21	2102028	Halcyon		EP000000	A05	JL	8/16/21	OneStep RT-ddPCR	Manual	DQ	58477036	QX 200		AP000000	A05	JL	
A02-0212	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Rejected: No Flow	Complete	Composite	11/6/21 9:00	11/8/21 9:00	11/8/21 10:00	CA		15295	SARS-CoV-2 N1	6.2	0	1193.4	6587.5	SARS-CoV-2 N2	3	0	1245	3187.5					Human RNase P	21250	20	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/8/21	7.1	11/11/21	NT04474	Kookaburra		CP0034	A04	JL	11/11/21	2108255	Kookaburra	D4	EP0034	A04	JL	11/18/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	D4	AP0020	B04	JL	
A02-0179	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Rejected: No Flow	Complete	Composite	10/18/21 9:49	10/20/21 9:49	10/20/21 9:49	CA		13652	SARS-CoV-2 N1	0	0	2152.007294	0	SARS-CoV-2 N2	0	0	2493.552246	0	None				Human RNase P	0	0	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/20/21		10/20/21	NT04474	Halcyon		CP0027	C04	JL	10/20/21	2108255	Halcyon	L4	EP0027	B04	JL	10/20/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	L4	AP0014	D07	JL	
A03-0205	Sample	Sample	K-12	Monongalia	NorthES-01	Pass	Rejected: No Flow	Complete	Composite	11/19/21 6:00	11/19/21 14:00	11/22/21 11:35	BL		14326	SARS-CoV-2 N1	0	0	1030.216827	0	SARS-CoV-2 N2	0	0	1109.431686	0	None				Human RNase P	5851.554936	3.285083473	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	11/24/21	7.53	12/2/21	NT04474	Kookaburra		CP0042	C02	LW	12/2/21	2108255	Kookaburra	F6	EP0042	B06	LW	12/3/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	F6	AP0023	F06	JL	
A02-0214	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Rejected: No Flow	Complete	Composite	11/8/21 10:00	11/10/21 9:58	11/10/21 9:58	EL		14786	SARS-CoV-2 N1	1.6	0	1193.4	1700	SARS-CoV-2 N2	4.8	0	1245	5100					Human RNase P	38887.5	36.6	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/10/21	7.68	11/11/21	NT04474	Kookaburra		CP0034	C06	JL	11/11/21	2108255	Kookaburra	F3	EP0034	C03	JL	11/18/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	F3	AP0020	E03	JL	
A02-0004 1K	Sample	Sample	WVU Morgantown	Monongalia			Rejected: No Flow	Complete							16637	SARS-CoV-2 N1	62.31084824	0	2236.361694	66205.27625	SARS-CoV-2 N2	87.84928322	0	2276.707153	93339.86342	BRSV	0		0				10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	BRSV Triplex	0.005																																							8/13/21	NT04155	Kookaburra	Spike with 1K HI-SARS	CP000000	B06	JL	8/13/21	2102028	Kookaburra	Spike with 1K HI-SARS	EP000000	B06	JL	8/13/21	OneStep RT-ddPCR	Manual	DQ		QX 200	1k	AP000000	B04	JL	
A03-0074	Sample	Sample	K-12	Monongalia	MorgantownHS-01	Pass	Rejected: No Flow	Complete	Composite	11/8/21 6:00	11/8/21 14:00	11/9/21 9:25	BL		18203	SARS-CoV-2 N1	56.94376945	0	1092.976303	60502.75505	SARS-CoV-2 N2	51.76136494	0	1279.930573	54996.45025	None				Human RNase P	16486.23489	15.51645637	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/10/21	7.24	11/15/21	NT04474	Halcyon		CP0035	B02	LW	11/15/21	2108255	Halcyon	C8	EP0035	A08	JL	11/29/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C8	AP0022	E08	JL	
A01-0119	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-16-2021	Complete	Composite	12/6/21 0:00	12/7/21 0:00	12/7/21 0:00	GG	7.7	10815	SARS-CoV-2 N1	52.27308273	0	721.9914246	93111.42862	SARS-CoV-2 N2	41.37327671	0	850.2881622	73696.14914					Human RNase P	27136.13916	15.23432374	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	12/13/21	7.42	12/13/21	NT04474	Halcyon		CP0048	C01	AJ	12/13/21	2108255	Halcyon	I3	EP0048	B03	AJ	12/14/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	I3	AP0027	G03	JL	
A1022	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	4/5/21 12:00	4/5/21 11:55	4/5/21 11:55	GG	8.768	10709	SARS-CoV-2 N1				105540	SARS-CoV-2 N2				112140					Human RNase P	26370		100	PEG Precipitation	5	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				Josh Lambert	4/9/21		4/9/21						MVS	4/12/21						MVS	4/12/21	OneStep RT-ddPCR	Manual	DQ		QX 200					
L01-0005	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01		Processing	Processing																																																																																																
A03-0068	Sample	Sample	K-12	Monongalia	MorgantownHS-01	Pass	Rejected: No Flow	Complete	Composite	11/5/21 6:00	11/5/21 13:30	11/5/21 13:30	BL		14562	SARS-CoV-2 N1	102.0168114	0	1092.976303	108392.8621	SARS-CoV-2 N2	43.66734028	0	1279.930573	46396.54905	None				Human RNase P	32640.44359	30.7204175	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/10/21	7.44	11/15/21	NT04474	Halcyon		CP0035	B01	LW	11/15/21	2108255	Halcyon	C7	EP0035	A07	JL	11/29/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C7	AP0022	E07	JL	
A03-0018	Sample	Sample	K-12	Monongalia	SuncrestES-01	Pass	Rejected: No Flow	Complete	Composite	10/1/21 6:00	10/1/21 14:00	10/8/21 14:25	BL		12261	SARS-CoV-2 N1	0	0	560.2787018	0	SARS-CoV-2 N2	0	0	653.7683868	0	None				Human RNase P	48983.60223	46.10221386	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/15/21		10/15/21	NT04474	Halcyon		CP0025	D01	JL	10/15/21	2108255	Halcyon	G3	EP0025	D01	JL	11/8/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	G3	AP0017	D03	AJ	
A02-0180	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Rejected: No Flow	Complete	Composite	10/18/21 10:08	10/20/21 10:02	10/20/21 10:02	CA		8693	SARS-CoV-2 N1	572.6133728	0	2152.007294	608401.7086	SARS-CoV-2 N2	250.3442001	0	2493.552246	265990.7126	None				Human RNase P	23017.60942	21.66363239	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/20/21		10/20/21	NT04474	Halcyon		CP0027	D01	JL	10/20/21	2108255	Halcyon	L5	EP0027	B05	JL	10/20/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	L5	AP0014	E07	JL	
A0022	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected: No NTC	Complete	Composite	11/19/20 0:00	11/19/20 23:59	11/19/20 0:00	GG	9.875	12254	SARS-CoV-2 N1				49795.2	SARS-CoV-2 N2				49795.2					Human RNase P	27648		100	PEG Precipitation	4.8	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	11/30/20		12/4/20						MS	12/7/20						MS	12/14/20	OneStep RT-ddPCR	Manual	DQ							
A02-0156 c	Sample	Sample	WWTP	Monongalia	TowersBB-01	Pass	Rejected: No Flow	Complete	Composite	8/10/21 9:00	8/11/21 9:00	2/25/21 12:00	EL		11921	SARS-CoV-2 N1				29610	SARS-CoV-2 N2				0					Human RNase P	53310		100	PEG Precipitation	5	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	8/11/21																3/15/21	OneStep RT-ddPCR	Manual	DQ		QX 200					Was A07-0018
A01-0069	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Confirming	Composite	10/21/21 0:00	10/21/21 23:55	10/21/21 23:55	GG	7.344		SARS-CoV-2 N1					SARS-CoV-2 N2					None				Human RNase P			10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/25/21	7.61	10/25/21	NT04474	Halcyon		CP0028	A03	JL	10/25/21	2108255	Halcyon	A3	EP0028	A03	JL	11/1/21	OneStep RT-ddPCR	CHECK	ABS	58477038	QX 200	A3	AP0015	A03	JL	
A1021	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	4/4/21 12:00	4/4/21 11:55	4/4/21 11:55	GG	9.589	11698	SARS-CoV-2 N1				42240	SARS-CoV-2 N2				12060					Human RNase P	36210		100	PEG Precipitation	5	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				Josh Lambert	4/9/21		4/9/21						MVS	4/12/21						MVS	4/12/21	OneStep RT-ddPCR	Manual	DQ		QX 200					
A02-0314	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A01-0035	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	9/13/21 0:00	9/13/21 23:55	9/13/21 23:55	GG	8.156	14278	SARS-CoV-2 N1	127.2354507	0	1320.22522	135187.6664	SARS-CoV-2 N2	109.0167713	0	1524.019623	115830.3195					Human RNase P	71892.0359	67.66309261	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	9/15/21	6.87	9/15/21	NT04155	Kookaburra		CP0012	A03	JL	9/15/21	2105033	Halcyon	D3	EP0012	A03	JL	9/20/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	D3	AP0008	C03	JL	
A02-0063	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Rejected: No Flow	Complete	Grab	8/30/21 10:19	8/30/21 10:19	8/30/21 10:19	EL		14806	SARS-CoV-2 N1	78.61941338	0	2615.09491	83533.12671	SARS-CoV-2 N2	123.8829136	0	2786.116028	131625.5957					Human RNase P	1266630.64	1192.122955	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	8/30/21	8.58	8/27/21	XXXXXX	Halcyon		CP000000	A05	JL	8/30/21	2102028	Kookaburra	E5	EP0006	A05	JL	8/30/21	OneStep RT-ddPCR	Manual	DQ	58477036	QX One	E5	AP0005	E04	JL	
G01-0025	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Processing	Composite	11/10/21 9:00	11/11/21 8:00	11/11/21 9:10	TD																				10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05																																							JL	11/12/21	7.05	11/12/21	NT04474	Kookaburra		CP0035	C03	AJ	11/12/21	2108255	Kookaburra	H3	EP0035	B03	AJ											
G01-0029	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Processing	Composite	11/9/21 9:00	11/10/21 8:00	11/10/21 8:30	-																				10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05																																							JL	11/12/21	7.02	11/12/21	NT04474	Kookaburra		CP0035	C04	AJ	11/12/21	2108255	Kookaburra	H4	EP0035	B04	AJ											
A1104	Sample	Sample				Fail	Rejected	Rejected							15713	SARS-CoV-2 N1	19.47489023	0	2236.361694	20692.07087	SARS-CoV-2 N2	22.47245789	0	2276.707153	23876.9865	BRSV	1146.057205		1217685.781				10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																							8/13/21	NT04155	Kookaburra		CP000000	A01	JL	8/13/21	2102028	Kookaburra		EP000000	A01	JL	8/13/21	OneStep RT-ddPCR	Manual	DQ		QX 200		AP000000	A01	JL	
A02-0065	Sample	Sample	WVU Morgantown	Monongalia	Evansdale-01	Pass	Rejected: No Flow	Complete	Composite	8/30/21 9:08	9/1/21 9:08	9/1/21 9:08	EL		18409	SARS-CoV-2 N1	8.948732018	0	1303.838043	9508.02777	SARS-CoV-2 N2	10.22740006	0	1366.207123	10866.61257					Human RNase P	10866.61257	10.22740006	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	9/1/21	6.8	9/2/21	 NT04155	Kookaburra		CP0007	C01	JL	9/2/21	2102028	Halcyon	G5	EP0007	B01	JL	9/9/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	G5	AP0007	C02	JL	
A1035	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	4/22/21 12:00	4/22/21 11:59	4/23/21 10:58	EL	8.62	9076	SARS-CoV-2 N1				10878	SARS-CoV-2 N2				10878					Human RNase P	43554		100	PEG Precipitation	7	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				MVS	4/23/21		4/23/21						MVS	4/26/21						MVS	4/26/21	OneStep RT-ddPCR	Manual	DQ		QX 200					
B01-0068	Sample	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	11/9/21 7:00	11/10/21 7:00	11/10/21 7:30	-		11949	SARS-CoV-2 N1	1.969235688	0	1092.976303	2092.312919	SARS-CoV-2 N2	1.969235688	0	1279.930573	2092.312919	None				Human RNase P	2092.312919	1.969235688	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	11/15/21	7.05	11/16/21	NT04474	Kookaburra		CP0036	D04	AJ	11/16/21	2108255	Kookaburra	J8	EP0036	B08	AJ	11/29/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	B8	AP0022	F08	JL	
H01-0074	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01		Processing	Processing																																																																																																
A02-0017	Sample	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Rejected: No Flow	Complete	Composite	8/16/21 9:41	8/18/21 9:38	8/18/21 9:38	EL		9830	SARS-CoV-2 N1	105.7108402	0	2615.09491	112317.7677	SARS-CoV-2 N2	75.94480991	0	2786.116028	80691.36053					Human RNase P	66644.49215	62.72422791	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	8/18/21	7.15	8/27/21	NT04155	Kookaburra		CP0005	A01	JL	8/27/21	2102028	Kookaburra	B1	EP0005	A01	JL	8/20/21	OneStep RT-ddPCR	Manual	DQ	58477036	QX One	B1	AP0005	A01	JL	
A0035	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected: No NTC	Complete	Composite	12/7/20 12:00	12/7/20 11:59	12/7/20 0:00	GG	7.578	16284	SARS-CoV-2 N1				112130.4	SARS-CoV-2 N2				75832.8					Human RNase P	49430.4		100	PEG Precipitation	3.8	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	12/11/20		12/13/20						MS	12/14/20						MS	12/14/20	OneStep RT-ddPCR	Manual	DQ							
H01-0042	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	11/17/21 8:00	11/18/21 8:00	11/18/21 8:15	-	1.3	10076	SARS-CoV-2 N1	9.342629313	0	1092.976303	16641.55846	SARS-CoV-2 N2	14.01533484	0	1279.930573	24964.81519	None				Human RNase P	12480.54855	7.006623745	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	11/19/21	7.02	11/22/21	NT04474	Halcyon		CP0039	B02	AJ	11/22/21	2108255	Halcyon	C6	EP0039	A06	AJ	11/29/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C6	AP0022	C06	JL	
A02-0306	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
E01-0010	Sample	Sample	WWTP	Mercer	PrincetonWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	11/17/21 8:00	11/18/21 8:00	11/18/21 8:00	-	1.853	15875	SARS-CoV-2 N1	40.05259991	0	1092.976303	71343.69358	SARS-CoV-2 N2	40.05259991	0	1279.930573	71343.69358	None				Human RNase P	13202.63403	7.412005067	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	11/19/21	6.91	11/22/21	NT04474	Halcyon		CP0039	D01	AJ	11/22/21	2108255	Halcyon	D5	EP0039	B05	AJ	11/29/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	D5	AP0022	D05	JL	
