Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Process (Type)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Control, Internal (Type)	Control, Internal Result (CN/L)	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Assay	QC Check, Assay Negative Control	QC Check, Assay Positive Control	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status
A1045	14509	OneStep RT-ddPCR			Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			9720	SARS-CoV-2 N2			9720																													CDC N1/N2/RP Triplex	0.005	Reconc vol estimated	05/07/2021 02:30 PM	100				5					Human RNase P	38940	Josh Lambert	05/07/2021 03:26 PM	05/07/2021 03:26 PM	Monongalia County	A1045		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	GG	05/06/2021 11:55 PM	Composite	05/06/2021 11:55 PM	05/06/2021 12:00 AM	Josh Lambert	05/07/2021		StarCityWWTP-01	Available
A02-0021	11734	OneStep RT-ddPCR	None	8/23/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	H1	AP000002	B02	JL	SARS-CoV-2 N1	0	99.93699063	7216.191346	SARS-CoV-2 N2	0	99.94261999	7216.191346																													Multiplex	0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	7.74	CP000000	A01	JL						WVU Morgantown	Tertiary	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H1	EP000000	A01	JL		Pass	Pass	Pass			8/20/21 9:30	Composite	8/20/21 9:30	8/18/21 9:30				OaklandE-02	
A1010	10115	OneStep RT-ddPCR		03/30/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			0	SARS-CoV-2 N2			11184																													CDC N1/N2/RP Triplex	0.005		03/26/2021 11:00 AM	100				8				MVS	Human RNase P	33504	Mathilda Santee	03/26/2021 10:51 AM	03/26/2021 10:51 AM	Monongalia County	A1010	03/29/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	EL	03/26/2021 12:00 PM	Composite	03/21/2021 12:00 PM	03/21/2021 12:00 PM	MVS	03/26/2021		StarCityWWTP-01	Available
A02-0005	16325	OneStep RT-ddPCR	None	8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A04	JL	SARS-CoV-2 N1	0	99.94874319	0	SARS-CoV-2 N2	0	99.95073014	3062.97486	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A04	JL			Eric Lundstrum		8/13/21 9:12	WVU Morgantown	Secondary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL	NaN	Pass	Pass	Pass	Pass	Eric Lundstrom	8/13/21 9:12	Composite	8/13/21 9:00	8/12/21 9:00	Josh Lambert	8/13/21	7.34	Evansdale-01	
A1042	14297	OneStep RT-ddPCR			Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													CDC N1/N2/RP Triplex	0.005	Reconc vol estimated	05/07/2021 02:30 PM	100				5					Human RNase P	39510	Josh Lambert	05/07/2021 03:21 PM	05/07/2021 03:21 PM	Monongalia County	A1042		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	GG	05/03/2021 11:55 PM	Composite	05/03/2021 11:55 PM	05/03/2021 12:00 AM	Josh Lambert	05/07/2021		StarCityWWTP-01	Available
A0020	12727	OneStep RT-ddPCR		11/20/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			3996	SARS-CoV-2 N2			0																													CDC N1/N2/RP Triplex	0.005		11/19/2020 05:00 PM	100				3.6				MS	Human RNase P	35942.4	Timothy Driscoll	11/19/2020 07:22 PM	11/19/2020 07:22 PM	Monongalia County	A0020	11/20/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	11/17/2020 12:00 AM	Composite	11/17/2020 11:59 PM	11/17/2020 12:00 AM	TD	11/19/2920		StarCityWWTP-01	Available
A1024	12696	OneStep RT-ddPCR			Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			46728	SARS-CoV-2 N2			33372																													CDC N1/N2/RP Triplex	0.005		04/09/2021 12:00 PM	100				6				MVS	Human RNase P	26676	Josh Lambert	04/09/2021 12:58 PM	04/09/2021 12:58 PM	Monongalia County	A1024	04/12/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	GG	04/07/2021 11:55 AM	Composite	04/07/2021 11:55 AM	04/07/2021 12:00 PM	Josh Lambert	04/09/2021		StarCityWWTP-01	Available
A0248	13948	OneStep RT-ddPCR		11/17/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			85080	SARS-CoV-2 N2			109416																													CDC N1/N2/RP Triplex	0.005		11/13/2020 04:30 PM	100				4				MS	Human RNase P	4056	Timothy Driscoll	11/13/2020 10:10 PM	11/13/2020 10:10 PM	Monongalia County	A0248	11/17/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/10/2020 12:00 AM	Composite	11/10/2020 11:59 PM	11/10/2020 12:00 AM	TD	11/13/2020		StarCityWWTP-01	Available
A1033	11036	OneStep RT-ddPCR			Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			5112	SARS-CoV-2 N2			5112																													CDC N1/N2/RP Triplex	0.005		04/23/2021 11:00 AM	100				4				MVS	Human RNase P	97296	Mathilda Santee	04/23/2021 10:57 AM	04/23/2021 10:57 AM	Monongalia County	A1033	04/26/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	EL	04/23/2021 10:56 AM	Composite	04/20/2021 11:59 AM	04/20/2021 12:00 PM	MVS	04/23/2021		StarCityWWTP-01	Available
A02-0029	17184	OneStep RT-ddPCR	None	8/23/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	I5	AP000002	A05	JL	SARS-CoV-2 N1	0	99.93699063	0	SARS-CoV-2 N2	0	99.94261999	969.4788339																													Multiplex	0.005		8/23/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A05	JL						WVU Morgantown	Tertiary	8/23/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000001	A05	JL		Pass	Pass	Pass			8/23/21 9:46	Grab						HonorsSummit-01 (MUB)	
A02-0008	18971	OneStep RT-ddPCR	None	8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A06	JL	SARS-CoV-2 N1	0	99.94874319	6589.87239	SARS-CoV-2 N2	0	99.95073014	1317.83566	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A06	JL			Eric Lundstrum		8/13/21 10:02	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL	NaN	Pass	Pass	Pass	Pass	Eric Lundstrom	8/13/21 10:02	Composite	8/13/21 9:45	8/11/21 9:45	Josh Lambert	8/13/21	7.5	NorthHighSt-02 (MUB)	
A0031	9322	OneStep RT-ddPCR		12/14/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			82456.8	SARS-CoV-2 N2			82456.8																													CDC N1/N2/RP Triplex	0.005		12/04/2020 05:00 PM	100				3.4				MS	Human RNase P	51510	Timothy Driscoll	12/07/2020 03:15 PM	12/07/2020 03:15 PM	Monongalia County	A0031	12/07/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/01/2020 12:00 AM	Composite	12/01/2020 11:59 PM	12/01/2020 12:00 AM	TD	12/04/2020		StarCityWWTP-01	Available
A1021	11698	OneStep RT-ddPCR			Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			42240	SARS-CoV-2 N2			12060																													CDC N1/N2/RP Triplex	0.005		04/09/2021 12:00 PM	100				5				MVS	Human RNase P	36210	Josh Lambert	04/09/2021 12:54 PM	04/09/2021 12:54 PM	Monongalia County	A1021	04/12/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	GG	04/04/2021 11:55 AM	Composite	04/04/2021 11:55 AM	04/04/2021 12:00 PM	Josh Lambert	04/09/2021		StarCityWWTP-01	Available
A02-0010	17250	OneStep RT-ddPCR	None	8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A08	JL	SARS-CoV-2 N1	0	99.94874319	0	SARS-CoV-2 N2	0	99.95073014	0	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B02	JL			Eric Lundstrum		8/16/21 9:28	WVU Morgantown	Secondary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A08	JL	NaN	Pass	Pass	Pass	Pass	Alexander Brun	8/16/21 9:28	Composite	8/16/21 9:00	8/14/21 9:00	Josh Lambert	8/16/21	6.85	Evansdale-01	
A0230	14435	OneStep RT-ddPCR		03/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			156660	SARS-CoV-2 N2			176250																													CDC N1/N2/RP Triplex	0.005		02/05/2021 01:00 PM	100				5				MS	Human RNase P	4890	Timothy Driscoll	02/12/2021 04:27 PM	02/12/2021 04:27 PM	Monongalia County	A0230	02/19/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	01/28/2021 12:00 AM	Composite	01/28/2021 11:59 PM	01/28/2021 12:00 AM	TD	01/29/2021		StarCityWWTP-01	Available
A0030	10315	OneStep RT-ddPCR		12/14/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			57250.8	SARS-CoV-2 N2			52029.6																													CDC N1/N2/RP Triplex	0.005		12/04/2020 05:00 PM	100				3.8				MS	Human RNase P	26014.8	Timothy Driscoll	12/07/2020 03:15 PM	12/07/2020 03:15 PM	Monongalia County	A0030	12/07/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	11/30/2020 12:00 AM	Composite	11/30/2020 11:59 PM	11/30/2020 12:00 AM	TD	12/04/2020		StarCityWWTP-01	Available
A01-0004	18261	OneStep RT-ddPCR	None	8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A03	JL	SARS-CoV-2 N1	0	99.94874319	67173.01846	SARS-CoV-2 N2	0	99.95073014	68545.77637	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A03	JL			Josh Lambert		8/16/21 10:18	Monongalia County	Primary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A03	JL	NaN	Pass	Pass	Pass	Pass	GG	8/12/21 23:55	Composite	8/12/21 23:55	8/12/21 0:00	Josh Lambert	8/13/21	6.95	StarCityWWTP-01	
A0238	11383	OneStep RT-ddPCR		03/11/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			14880	SARS-CoV-2 N2			39696																													CDC N1/N2/RP Triplex	0.005		02/22/2021 12:00 AM	100				4				AT	Human RNase P	4968	Timothy Driscoll	02/24/2021 10:41 AM	02/24/2021 10:41 AM	Monongalia County	A0238	02/24/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	02/09/2021 08:00 AM	Composite	02/09/2021 11:55 AM	02/09/2021 12:00 PM	TD	02/11/2021		StarCityWWTP-01	Available
A1016	13088	OneStep RT-ddPCR			Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			10800	SARS-CoV-2 N2			16170																													CDC N1/N2/RP Triplex	0.005		04/09/2021 12:00 PM	100				5				MVS	Human RNase P	5400	Josh Lambert	04/09/2021 12:49 PM	04/09/2021 12:49 PM	Monongalia County	A1016	04/12/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	GG	03/28/2021 11:55 AM	Composite	03/28/2021 11:55 AM	03/28/2021 12:00 PM	Josh Lambert	04/09/2021		StarCityWWTP-01	Available
A0216	14343	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			161664	SARS-CoV-2 N2			173496																													CDC N1/N2/RP Triplex	0.005		02/05/2021 01:00 PM	100				4				MS	Human RNase P	0	Timothy Driscoll	02/12/2021 04:27 PM	02/12/2021 04:27 PM	Monongalia County	A0216	02/17/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	01/10/2021 12:00 AM	Composite	01/10/2021 11:59 PM	01/10/2021 12:00 AM	TD	01/15/2021		StarCityWWTP-01	Available
A05-0004	17870	OneStep RT-ddPCR	BRSV	8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A06	JL	SARS-CoV-2 N1	0	99.9626002	0	SARS-CoV-2 N2	0	99.96326296	0																													Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A06	JL			Eric Lundstrum		8/11/21 9:07	WVU Morgantown	Secondary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL	NaN	Pass	Pass	Pass	Pass	EL	8/11/21 9:07	Composite	8/11/21 9:00	8/10/21 9:00	JL	8/11/21	7.19	Evansdale-01	
A0213	15295	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			59112	SARS-CoV-2 N2			36936																													CDC N1/N2/RP Triplex	0.005		02/05/2021 01:00 PM	100				4				MS	Human RNase P	11088	Timothy Driscoll	02/12/2021 04:27 PM	02/12/2021 04:27 PM	Monongalia County	A0213	02/17/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	01/05/2021 12:00 AM	Composite	01/05/2021 11:59 PM	01/05/2021 12:00 AM	TD	01/08/2021		StarCityWWTP-01	Available
A1007	13279	OneStep RT-ddPCR		03/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													CDC N1/N2/RP Triplex	0.005		03/19/2021 03:00 AM	100				3.6				TD	Human RNase P	49788	Josh Lambert	03/19/2021 03:31 PM	03/19/2021 03:31 PM	Monongalia County	A1007	03/21/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				TD		Pass	Not Assessed	Not Assessed	Pass	GG	03/16/2021 11:59 AM	Composite	03/16/2021 11:59 AM	03/16/2021 12:01 PM	JL	03/19/2021		StarCityWWTP-01	Available
A02-0022	2159	OneStep RT-ddPCR	None	8/23/21	CHECK	DQ	58477037	QX 200	CDC nCov-2 Triplex	H2	AP000002	B03	JL	SARS-CoV-2 N1	0	99.93699063	0	SARS-CoV-2 N2	0	99.94261999	0																													Multiplex	0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	7.39	CP000000	A02	JL						WVU Morgantown	Tertiary	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H2	EP000000	A02	JL		Fail: Droplet Counts Below Threshold	Pass	Pass			8/20/21 9:42	Composite	8/20/21 9:42	8/18/21 9:42				HonorsSummit-01 (MUB)	
A0250	11742	OneStep RT-ddPCR		11/17/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			45714	SARS-CoV-2 N2			54856.8																													CDC N1/N2/RP Triplex	0.005		11/13/2020 04:30 AM	100				3.8				MS	Human RNase P	36571.2	Timothy Driscoll	11/13/2020 10:10 PM	11/13/2020 10:10 PM	Monongalia County	A0250	11/17/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	DW	11/12/2020 12:00 AM	Composite	11/12/2020 11:59 PM	11/12/2020 12:00 AM	TD	11/13/2020		StarCityWWTP-01	Available
A02-0026	12152	OneStep RT-ddPCR	None	8/23/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	I2	AP000002	A02	JL	SARS-CoV-2 N1	0	99.93699063	0	SARS-CoV-2 N2	0	99.94261999	0																													Multiplex	0.005		8/23/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A02	JL						WVU Morgantown	Secondary	8/23/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000001	A02	JL		Pass	Pass	Pass			8/23/21 9:13	Grab						Evansdale-01	
A0218	16501	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			41088	SARS-CoV-2 N2			61632																													CDC N1/N2/RP Triplex	0.005		02/05/2021 01:00 PM	100				4				MS	Human RNase P	0	Timothy Driscoll	02/12/2021 04:27 PM	02/12/2021 04:27 PM	Monongalia County	A0218	02/17/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	01/12/2021 12:00 AM	Composite	01/12/2021 11:59 PM	01/12/2021 12:00 AM	TD	01/15/2021		StarCityWWTP-01	Available
A0022	12254	OneStep RT-ddPCR		12/14/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			49795.2	SARS-CoV-2 N2			49795.2																													CDC N1/N2/RP Triplex	0.005		12/04/2020 05:00 PM	100				4.8				MS	Human RNase P	27648	Timothy Driscoll	12/07/2020 03:07 PM	12/07/2020 03:07 PM	Monongalia County	A0022	12/07/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	11/19/2020 12:00 AM	Composite	11/19/2020 11:59 PM	11/19/2020 12:00 AM	TD	11/30/2020		StarCityWWTP-01	Available
A02-0002	20957	OneStep RT-ddPCR	BRSV	8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	C01	JL	SARS-CoV-2 N1	0	99.9626002	7158.53721	SARS-CoV-2 N2	0	99.96326296	5965.30548																													Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C05	JL			Josh Lambert		8/16/21 13:03	WVU Morgantown	Tertiary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C05	JL	NaN	Pass	Pass	Pass	Pass	EL	8/12/21 9:00	Composite	8/12/21 9:00	8/11/21 9:00	JL	8/13/21	6.65	OaklandE-02	
A1004	12806	OneStep RT-ddPCR		03/16/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			5520	SARS-CoV-2 N2			5520																													CDC N1/N2/RP Triplex	0.005		03/12/2021 11:00 AM	100				5				AHT	Human RNase P	60660	Mathilda Santee	03/12/2021 11:03 AM	03/12/2021 11:03 AM	Monongalia County	A1004	03/15/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AHT		Pass	Not Assessed	Not Assessed	Pass	EL	03/11/2021 12:00 PM	Composite	03/11/2021 12:00 PM	03/11/2021 12:00 PM	MVS	03/12/2021		StarCityWWTP-01	Available
A0223	10196	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			77592	SARS-CoV-2 N2			66504																													CDC N1/N2/RP Triplex	0.005		02/05/2021 01:00 PM	100				4				MS	Human RNase P	11088	Timothy Driscoll	02/12/2021 04:27 PM	02/12/2021 04:27 PM	Monongalia County	A0223	02/19/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	01/19/2021 12:00 AM	Composite	01/19/2021 11:59 PM	01/19/2021 12:00 AM	TD	01/22/2021		StarCityWWTP-01	Available
A1040	12025	OneStep RT-ddPCR			Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			4692	SARS-CoV-2 N2			4692																													CDC N1/N2/RP Triplex	0.005		04/30/2021 11:30 AM	100				2				KED	Human RNase P	14088	Mathilda Santee	04/30/2021 11:12 AM	04/30/2021 11:12 AM	Monongalia County	A1040	05/03/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				KED		Pass	Not Assessed	Not Assessed	Pass	EL	04/30/2021 11:11 AM	Composite	04/30/2021 11:59 AM	04/29/2021 11:59 AM	MVS	04/30/2021		StarCityWWTP-01	Available
A1039	6779	OneStep RT-ddPCR			Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			20820	SARS-CoV-2 N2			20820																													CDC N1/N2/RP Triplex	0.005		04/30/2021 11:30 AM	100				5				KED	Human RNase P	20820	Mathilda Santee	04/30/2021 11:10 AM	04/30/2021 11:10 AM	Monongalia County	A1039	05/03/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				KED		Fail: Droplet Count Below Threshold	Not Assessed	Not Assessed	Pass	EL	04/30/2021 11:09 AM	Composite	04/28/2021 11:59 AM	04/28/2021 12:00 PM	MVS	04/30/2021		StarCityWWTP-01	Available
A0206	15486	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			51072	SARS-CoV-2 N2			62016																													CDC N1/N2/RP Triplex	0.005		01/04/2021 12:00 AM	100				4				MS	Human RNase P	7296	Timothy Driscoll	02/20/2021 04:13 PM	02/20/2021 04:13 PM	Monongalia County	A0206	02/17/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/31/2020 12:00 AM	Composite	12/31/2020 11:59 PM	12/31/2020 12:00 AM	TD	01/07/2021		StarCityWWTP-01	Available
A0050	14694	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			33642	SARS-CoV-2 N2			33642																													CDC N1/N2/RP Triplex	0.005		01/03/2021 01:00 PM	100				7				MS	Human RNase P	0	Timothy Driscoll	02/20/2021 04:13 PM	02/20/2021 04:13 PM	Monongalia County	A0050	02/17/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/29/2020 12:00 AM	Composite	12/29/2020 11:59 AM	12/29/2020 12:00 PM	TD	01/14/2021		StarCityWWTP-01	Available
A02-0014	19433	OneStep RT-ddPCR	None	8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B03	JL	SARS-CoV-2 N1	0	99.94874319	33470.65294	SARS-CoV-2 N2	0	99.95073014	32182.49166	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B05	JL			Eric Lundstrum		8/16/21 10:05	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A11	JL	NaN	Pass	Pass	Pass	Pass	Eric Lundstrom	8/16/21 10:05	Composite	8/16/21 9:00	8/14/21 9:00	Josh Lambert	8/16/21	7.83	NorthHighSt-02 (MUB)	
A0432	11323	OneStep RT-ddPCR		03/11/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			89820	SARS-CoV-2 N2			52380																													CDC N1/N2/RP Triplex	0.005			100				6					Human RNase P	7488	Mathilda Santee	03/08/2021 10:56 AM	03/08/2021 10:56 AM	Monongalia County	A0432		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	02/28/2021 12:00 PM	Composite	02/28/2021 12:00 PM	02/28/2021 12:00 PM				StarCityWWTP-01	Available
A07-0012	18494	OneStep RT-ddPCR	BRSV	8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	B01	JL	SARS-CoV-2 N1	0	99.9626002	4055.69844	SARS-CoV-2 N2	0	99.96326296	6759.86311																													Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B03	JL			Eric Lundstrum		8/11/21 9:19	WVU Morgantown	Tertiary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B03	JL	NaN	Pass	Pass	Pass	Pass	EL	8/11/21 9:19	Composite	8/11/21 9:00	8/10/21 9:00	JL	8/11/21	7.13	OaklandE-02	
A0049	16890	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			60192	SARS-CoV-2 N2			33456																													CDC N1/N2/RP Triplex	0.005		01/03/2021 01:00 PM	100				8				MS	Human RNase P	26736	Timothy Driscoll	02/20/2021 04:13 PM	02/20/2021 04:13 PM	Monongalia County	A0049	02/17/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/28/2020 12:00 AM	Composite	12/28/2020 11:59 AM	12/28/2020 12:00 PM	TD	01/14/2021		StarCityWWTP-01	Available
