Sample ID	Replicate (Bio.Tech)	Description	Category	Department	Site	Location	Sample QC Check	Status: NWSS	Status: WaTCH	Sample Collection Method	Sample Composite Start	Sample Composite End	Sample Collection Date/Time	Sample Collection By	Sample Flow (MGD)	Assay Accepted Droplets	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Spike-In (CN/L)	Assay Control, Process Result (CN/L)	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Control, Internal Concentration (CN/Rxn)	Concentration Input Volume (mL)	Concentration Method	Concentration Output Volume (mL)	Extraction Input Volume (mL)	Extraction Method	Extraction Output Volume (mL)	Assay Type	Assay Name	Assay Volume (mL)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Sample Received By	Sample Received Date	Sample pH (Lab)	Concentration Date	Concentration Lot ID	Concentration Machine	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Extraction Date	Extraction Lot ID	Extraction Machine	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Assay Date	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Comments
P01-0016	1.1	G	Sample	WWTP	Pleasants	StMarysWWTP-01	Pass	Processing	Complete	Composite	02/03/2022 10:57 AM	02/04/2022 11:00 AM	02/04/2022 11:00 AM		0.879	14318	SARS-CoV-2 N1	0	0	299.8709679	0	SARS-CoV-2 N2	0	0	334.8871231	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	02/10/2022	6.84	2/14/22	NT04473	Kookaburra		CP000077	C01	AJ	2/14/22	2108255	Halcyon	I5	EP000076	E05	AJ	2/16/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	I5	AP000045	F05	JL	
N03-0011	1.1	N03-0011	Sample	WWTP	Harrison	SalemWWTP-01	Pass	Processing	Complete	Composite	03/15/2022 07:30 AM	03/16/2022 07:30 AM	03/16/2022 07:30 AM		0.811	11227	SARS-CoV-2 N1	2.095881402	0	267.0924187	3733.288748	SARS-CoV-2 N2	2.095881402	0	255.2447891	3733.288748					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	03/23/2022	7.01	3/23/22	NT04473	Kookaburra		CP000102	C01	AJ	3/23/22	2110258	Halcyon	A5	EP000102	E05	AJ	3/29/22	OneStep RT-ddPCR	Manual	DQ	58477040	QX 200	A5	AP0057	A05	JL	
H01-0076	1.1	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Processing	Complete	Composite	11/28/2021 08:00 AM	11/29/2021 08:00 AM	11/29/2021 08:15 AM	-	1.3	16216	SARS-CoV-2 N1	37.75626898	0	584.9592972	67253.35412	SARS-CoV-2 N2	40.66310883	0	645.5539703	72431.1626	None				Human RNase P	23267.79641	13.06262255	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	12/03/2021	6.96	12/6/21	NT04474	Halcyon		CP0044	A03	AJ	12/6/21	2108255	Halcyon	A3	EP0044	A03	AJ	12/9/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	A3	AP0025	A03	JL	
P01-0065	1.1	P01-0065	Sample	WWTP	Pleasants	StMarysWWTP-01	Pass	Processing	Complete	Composite	04/05/2022 09:00 AM	04/06/2022 09:00 AM	04/06/2022 11:00 AM		0.377	14681	SARS-CoV-2 N1	0	0	60.10069847	0	SARS-CoV-2 N2	0	0	36.04199409	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	04/14/2022	7.45	4/18/22	NT04473	Kookaburra		CP000121	A03	AJ	4/18/22	2108255	Halcyon	G3	EP000121	D03	AJ	4/19/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	G3	AP0066	D03	JL	
N03-0068	1.1	N03-0068	Sample	WWTP	Harrison	SalemWWTP-01	Pass	Processing	Complete	Composite	04/18/2022 07:30 AM	04/19/2022 07:30 AM	04/19/2022 07:30 AM		0.84589	14354	SARS-CoV-2 N1	0	0	82.14226723	0	SARS-CoV-2 N2	0	0	74.92531776	0					Human RNase P	5840.139985	3.278675079	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/20/2022	7.32	4/20/22	NT04473	Halcyon		CP000123	B05	AJ	4/20/22	2108255	Halcyon	B3	EP0124	B03	AJ	4/21/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	B3	AP0068	B03	JL	
A03-0017	1.1	Sample	Sample	K-12	Monongalia	UniversityHS-01	Pass	Rejected: No Flow	Complete	Composite	09/29/2021 06:00 AM	09/29/2021 02:00 PM	09/30/2021 11:45 AM	BL		20164	SARS-CoV-2 N1	0	0	1593.187866	0	SARS-CoV-2 N2	3.177180886	0	2077.493896	3375.754692					Human RNase P	0	0	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/06/2021	8.29	10/7/21	NT04474	Halcyon		CP0021	B03	JL	10/7/21	2108052	Halcyon	H7	EP0021	A07	JL	10/11/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	H7	AP0012	G02	JL	
R02-0008	1.1	R02-0008	Sample	WWTP	Randolph	ElkinsWWTP-01	Fail: Missing Required Data	Processing	Complete	Composite	06/21/2022 06:00 AM	06/22/2022 06:00 AM	06/22/2022 06:00 AM			19872	SARS-CoV-2 N1	117.513771057129	0	135.241823196411	209321.404695511	SARS-CoV-2 N2	113.944101333618	0	165.256328582764	202962.930500507					Human RNase P	6327.73669436574	3.55241358280182	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/29/2022	7.05	2022-06-29	NT04473	Halcyon		CP000176	B02	AJ	2022-06-29	2108255	Kookaburra	E8	EP000178	A08	AJ	2022-06-30	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	E8	AP0095	H01	JL	FLOW ILLEGIBLE
K01-0012	1.1	Sample	Sample	WWTP	Wood	ParkersburgWWTP-01	Pass	Processing	Complete	Composite	12/14/2021 06:20 AM	12/15/2021 06:28 AM	12/15/2021 06:28 AM	-	4.913	11244	SARS-CoV-2 N1	16.746912	0	368.7264633	29830.437	SARS-CoV-2 N2	2.092712522	0	319.8027611	3727.644179	None				Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	12/16/2021	7.26	12/16/21	NT04474	Halcyon		CP0050	C03	AJ	12/16/21	2108355	Halcyon	B5	EP0050	B05	AJ	12/21/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	B5	AP0028	D05	JL	
A01-0233	1.1	A01-0233	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	04/20/2022 12:00 AM	04/21/2022 12:00 AM	04/21/2022 12:00 AM		10.6	18243	SARS-CoV-2 N1	33.55813503	0	44.48894978	59775.42803	SARS-CoV-2 N2	27.10093021	0	44.48894978	48273.53194					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/25/2022	7.14	4/25/22	NT04473	Kookaburra		CP000127	B03	AJ	4/25/22	2108255	Kookaburra	NAB 37 A1	EP000127	B01	AJ	4/26/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	NAB 37 A1	AP0070	B01	JL	
C01-0101	1.1	G	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Processing	Complete	Composite	01/06/2022 07:00 AM	01/07/2022 07:00 AM	01/07/2022 07:00 AM	GZ	11.117	11448	SARS-CoV-2 N1	39.08370256	0	252.158165	69617.84519	SARS-CoV-2 N2	14.39170718	0	0	25635.22842					Human RNase P	54951.83922	30.85015535	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	01/11/2022	6.98	1/11/22	NT04474	Halcyon		CP0058	C04	aj	1/11/22	2108255	Halcyon	H4	EP0058	B04	AJ	1/13/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	H4	AP0033	D04	JL	9.336
A02-0396	1.1	A02-0396	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Processing	Processing	Composite	03/12/2022 09:00 AM	03/14/2022 09:00 AM	03/14/2022 10:12 AM	GZ		3234	SARS-CoV-2 N1	0	0	413.2713318	0	SARS-CoV-2 N2	0	0	476.7289734	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	03/15/2022	6.69	3/15/22	NT04473	Kookaburra		CP000096	B01	AJ	3/15/22	2110258	Kookaburra	G5	EP000096	A05	AJ	3/18/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	G5	AP000054	B05	JL	
A02-0396	1.2	A02-0396	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Processing	Processing	Composite	03/12/2022 09:00 AM	03/14/2022 09:00 AM	03/14/2022 10:12 AM	GZ		4599	SARS-CoV-2 N1	5.116758347	0	427.0280838	9114.225805	SARS-CoV-2 N2	5.116758347	0	46.17351055	9114.225805					Human RNase P	18230.43276	10.23462892	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	03/15/2022	6.69	3/15/22	NT04473	Kookaburra		CP000096	B01	AJ	3/15/22	2110258	Kookaburra	G5	EP000096	A05	AJ	3/28/22	OneStep RT-ddPCR	Manual	DQ	58477040	QX 200	G5	AP0055	H05	JL	
L01-0158	1.1	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	07/14/2022 09:00 AM	07/15/2022 09:00 AM	07/15/2022 09:00 AM		0.177	15321	SARS-CoV-2 N1	49.195785522461	0	100	87629.9929618836	SARS-CoV-2 N2	70.7513189315796	0	100	126025.786846876					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/20/2022		2022-07-20	NT04473	Halcyon		CP000191	B02	AJ	2022-07-20	2108255	Halcyon	I8	EP000192	D08	AJ	2022-07-25	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	I8	AP0102	H05	JL	
D01-0056	1.1	D01-0056	Sample	WWTP	Jefferson	CharlesTownWWTP-01	Pass	Processing	Complete	Composite	02/22/2022 07:35 AM	02/23/2022 07:35 AM	02/23/2022 07:35 AM		1.3	13438	SARS-CoV-2 N1	211.0590744	0	305.7337761	375948.9763	SARS-CoV-2 N2	156.3538551	0	356.0894394	278505.3045					Human RNase P	15597.39651	8.756433129	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	03/02/2022	7.13	3/2/22	NT04473	Halcyon		CP000087	A05	aj	3/2/22	2110258	Kookaburra	A5	EP000088	A05	AJ	3/2/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	A5	AP000050	B05	JL	
E01-0098	1.1	E01-0098	Sample	WWTP	Mercer	PrincetonWWTP-01	Pass	Processing	Complete	Composite	04/21/2022 09:45 AM	04/22/2022 09:45 AM	04/22/2022 09:45 AM	EU	2.152	16622	SARS-CoV-2 N1	26.91099405	0	20.89460373	47935.20816	SARS-CoV-2 N2	24.07680511	0	22.28823662	42886.80911					Human RNase P	5043.230122	2.831287086	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/28/2022	6.77	4/28/22	NT04473	Kookaburra		CP0131	B01	AJ	4/28/22	2108255	Kookaburra	L7	EP0131	A07	AJ	4/29/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	L7	AP0073	A07	JL	
A02-0284	1.1	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Processing	Complete	Composite	01/10/2022 09:00 AM	01/12/2022 09:00 AM	01/12/2022 11:49 AM	GZ		12877	SARS-CoV-2 N1	14.62248921	0	268.774395	26046.30891	SARS-CoV-2 N2	23.76616001	0	344.1727829	42333.47252					Human RNase P	3254.903681	1.827314347	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	01/12/2022	7.4	1/13/21	NT04474	Halcyon		CP0059	A02	AJ	1/13/22	2108255	Halcyon	I2	EP0059	A02	AJ	1/14/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	I2	AP0035	A02	JL	
A0231	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected: No NTC	Complete	Composite	01/31/2021 12:00 AM	01/31/2021 11:59 PM	01/31/2021 12:00 AM	GS	9.189	15227	SARS-CoV-2 N1				122496	SARS-CoV-2 N2				127578					Human RNase P	10197		100	PEG Precipitation	5.5	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	02/04/2021		2/5/21						MS	2/19/21						MS	2/22/21	OneStep RT-ddPCR	Manual	DQ							
A04-0067	1.1	A04-0067	Sample	WWTP	Monongalia	CheatLakeWWTP-01	Pass	Processing	Complete	Composite	04/27/2022 08:00 AM	04/28/2022 08:00 AM	04/28/2022 08:00 AM		0.702	15112	SARS-CoV-2 N1	79.54138279	0	31.75266504	141683.0881	SARS-CoV-2 N2	65.48511982	0	30.3712225	116645.3697					Human RNase P	5547.186155	3.114209771	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/29/2022	7.05	4/29/22	NT04473	Kookaburra		CP000132	D04	AJ	4/29/22	2108255	Kookaburra	E6	EP0000132	C06	AJ	5/2/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	E6	AP0074	C06	JL	
A1050	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	05/17/2021 12:00 AM	05/17/2021 11:55 PM	05/17/2021 11:55 PM	EL	7.923	12110	SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0	BRSV			272935			114.92	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	05/21/2021	6.98	7/7/21			pH - 6.98				7/7/21						JL	7/7/21	OneStep RT-ddPCR	Manual	DQ							
R01-0010	1.1	R01-0010	Sample	WWTP	Randolph	HuttonsvilleWWTP-01	Pass	Processing	Complete	Composite	05/12/2022 09:00 AM	05/13/2022 08:30 AM			0.166	17370	SARS-CoV-2 N1	1.35463953018188	-20	10.7513880729675	2412.95166313648	SARS-CoV-2 N2	4.0641525387764	-20	2.68738627433776	7239.27170969546					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	05/27/2022	6.74	2022-05-27	NT04473	Halcyon		CP000154	B05	AJ	2022-05-27	2108255	Halcyon	D3	EP000155	B03	AJ	2022-06-01	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	D3	AP000000	C02	JL	
R01-0049	1.1	R01-0049	Sample	WWTP	Randolph	HuttonsvilleWWTP-01	Fail: Missing Required Data	Processing	Complete	Composite	03/31/2022 09:00 AM	04/01/2022 08:30 AM	04/01/2022 08:45 AM			12665	SARS-CoV-2 N1	9.290981889	0	0	16549.56149	SARS-CoV-2 N2	9.290981889	0	0	16549.56149	BRSV	0		0				10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	04/06/2022	6.76	4/6/22	NT04473	Kookaburra		CP000114	B05	AJ	4/6/22	2110258	Kookaburra	K3	EP000114	E03	AJ	4/7/22	OneStep RT-ddPCR	Manual	DQ	60265549	QX 200	K3	AP0062	E03	JL	
O01-0084	1.1	O01-0084	Sample	WWTP	Taylor	GraftonWWTP-01	Pass	Processing	Complete	Composite	06/24/2022 07:00 AM	06/25/2022 07:00 AM	06/27/2022 06:10 AM		1.71	19223	SARS-CoV-2 N1	3.67235839366912	0	135.241823196411	6541.38838872312	SARS-CoV-2 N2	3.67235839366912	0	165.256328582764	6541.38838872312					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/29/2022	7.39	2022-06-29	NT04473	Kookaburra		CP000177	C05	AJ	2022-06-29	2108255	Kookaburra	J1	EP000178	F01	AJ	2022-06-30	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	J1	AP0095	A06	JL	
R02-0024	1.1	R02-0024	Sample	WWTP	Randolph	ElkinsWWTP-01	Pass	Processing	Complete	Composite	06/24/2022 06:00 AM	06/25/2022 06:00 AM	06/25/2022 06:00 AM		1.94	19196	SARS-CoV-2 N1	22.073769569397	0	135.241823196411	39318.9020454884	SARS-CoV-2 N2	35.5734992027282	0	165.256328582764	63365.2954548596					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/29/2022	7.24	2022-06-29	NT04473	Halcyon		CP000176	B06	AJ	2022-06-29	2108255	Kookaburra	F4	EP000178	B04	AJ	2022-06-30	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	F4	AP0095	D02	JL	
E01-0140	1.1	G	Sample	WWTP	Mercer	PrincetonWWTP-01	Pass	Processing	Complete	Composite	07/12/2022 08:15 AM	07/13/2022 08:15 AM	07/13/2022 08:15 AM		3.594	18788	SARS-CoV-2 N1	109.208707809448	0	227.09909439087	194528.01078558	SARS-CoV-2 N2	111.725215911865	0	258.021278381348	199010.54084301					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/14/2022		2022-07-15	NT04473	Halcyon		CP000188	B02	AJ	2022-07-15	2108255	Halcyon	L8	EP000189	A08	AJ	2022-07-18	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	L8	AP0100	H01	JL	
E01-0119	1.1	E01-0119	Sample	WWTP	Mercer	PrincetonWWTP-01	Pass	Processing	Complete	Composite	05/31/2022 09:31 AM	06/01/2022 09:31 AM	06/01/2022 10:15 AM	CS	3.03	13985	SARS-CoV-2 N1	150.218772888184	0	4.1007485985756	267577.189207077	SARS-CoV-2 N2	158.686542510986	0	8.20221185684204	282660.403847694					Human RNase P	2997.01566807926	1.68253511190414	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/02/2022	6.84	2022-06-02	NT04473	Kookaburra		CP000160	D02	AJ	2022-06-02	2108255	Halcyon	H4	EP000160	F04	AJ	2022-06-06	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	H4	AP0088	D06	JL	
A0040	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected: No NTC	Complete	Composite	12/14/2020 12:00 PM	12/14/2020 11:59 AM	12/14/2020 12:00 AM	GG	9.162	11665	SARS-CoV-2 N1				81396	SARS-CoV-2 N2				81396					Human RNase P	15246		100	PEG Precipitation	4.2	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	12/18/2020		12/14/20						AT	12/21/20						AT	2/22/21	OneStep RT-ddPCR	Manual	DQ							
A02-0079	1.1	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Processing	Confirming	Grab	09/03/2021 10:33 AM	09/03/2021 10:33 AM	09/03/2021 10:33 AM	EL																				10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05																																							JL	09/03/2021	7.98	9/3/21	NT04155	Halcyon		CP0008	B04	JL	9/3/21	2102028	Halcyon	J2	EP0008	A10	JL											
A04-0125	1.1	Sample	Sample	WWTP	Monongalia	CheatLakeWWTP-01	Pass	Processing	Complete	Composite	06/22/2022 08:00 AM	06/23/2022 08:00 AM	06/23/2022 08:00 AM		0.613	19056	SARS-CoV-2 N1	95.2684116363526	0	135.241823196411	169696.858227253	SARS-CoV-2 N2	94.0286922454834	0	165.256328582764	167488.608062267					Human RNase P	8798.52276295423	4.9395215511322	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/29/2022		2022-06-29	NT04473	Halcyon		CP000178	C03	AJ	2022-06-29	2108255	Kookaburra	L3	EP000178	H03	AJ	2022-06-30	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	L3	AP0095	C08	JL	
L01-0048	1.1	L01-0048	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	03/04/2022 09:00 AM	03/05/2022 09:00 AM	03/05/2022 09:00 AM		0.265	17237	SARS-CoV-2 N1	24.58378553	0	272.002697	43789.86798	SARS-CoV-2 N2	28.68358135	0	318.368969	51092.62928					Human RNase P	4863.281809	2.730263472	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	03/09/2022	6.92	3/10/22	NT04473	Kookaburra		CP000093	C02	AJ	3/10/22	2110258	Kookaburra	H6	EP000093	B06	AJ	3/14/22	OneStep RT-ddPCR	Manual	DQ	58477039	QX 200	H6	AP0053	B06	JL	
A02-0440	1.1	A02-0440	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Processing	Complete	Composite	04/06/2022 09:00 AM	04/08/2022 09:00 AM	04/08/2022 09:46 AM	GZ		10445	SARS-CoV-2 N1	0	0	0	0	SARS-CoV-2 N2	0	0	0	0	BRSV	0		0				10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	04/08/2022	7.39	4/8/22	NT04473	Halcyon		CP000115	D04	AJ	4/8/22	2110258	Halcyon	C6	EP000116	C06	AJ	4/11/22	OneStep RT-ddPCR	Manual	DQ	60265549	QX 200	C6	AP0063	C06	JL	
A1110	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	07/28/2021 12:00 AM	07/28/2021 11:55 PM	07/28/2021 11:55 PM	EL	6.999	13502	SARS-CoV-2 N1	3.49			8288.75	SARS-CoV-2 N2	8.71			20686.25	BRSV			402918.75			169.65	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	07/30/2021		7/30/21							7/30/21						JL	7/30/21	OneStep RT-ddPCR	Manual	DQ							
L01-0127	1.1	L01-0127	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	06/05/2022 09:00 AM	06/06/2022 09:00 AM	06/06/2022 09:00 AM		0.295	20287	SARS-CoV-2 N1	555.094757080078	261.3551902771	0	988762.536048889	SARS-CoV-2 N2	549.157981872558	274.439964294434	1.26044794917107	978187.655210494					Human RNase P	2065.99300727248	1.15985572338104	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																					06/08/2022	7.32	2022-06-08	NT04473	Halcyon		CP000162	B06	AJ	2022-06-08	2108255	Kookaburra	A4	EP000163	B04	AJ	2022-06-09	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	A4	AP0089	D02	JL	
A02-0419	1.1	A02-0419	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)		Processing	Complete	Composite	03/26/2022 09:00 AM	03/28/2022 09:00 AM	03/28/2022 10:10 AM	GZ		13408	SARS-CoV-2 N1	0	0	345.0024796	0	SARS-CoV-2 N2	1.754944026	0	276.5957069	3125.994047					Human RNase P	34398.76366	19.31158662	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																						7.01	3/29/22	NT04473	Kookaburra		CP000106	B03	AJ	3/29/22	2110258	Halcyon	NAB 32 A1	EP000106	E01	AJ	3/30/22	OneStep RT-ddPCR	Manual	DQ	58477040	QX 200	NAB 32 A1	AP0058	F01	JL	
