Sample ID	Description	Sample Collection Method	Sample Collection By	Sample Collection Date/Time	Sample Composite Start	Sample Composite End	Sample Received By	Concentration Date	Concentration Output Volume (mL)	Sample Received Date	Extraction Date	Extraction Run by	Extraction Method	Extraction Output Volume (mL)	Extraction Input Volume (mL)	Concentration Input Volume (mL)	Assay Control, Process	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Accepted Droplets	Assay Run By	Assay Date	Comments	Sample pH (Lab)	Assay Type	Site	Location	Department	Date Created	Date Added to Database	Created by	Status	Assay Volume (mL)	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Target 1	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Concentration Run by	QC Check, Sample
A1002	A1002	Composite	EL	3/9/21 12:00	3/9/21 12:00	3/9/21 12:00	MVS	3/12/21 11:00	5	3/12/21	3/15/21	AHT	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	38790	10921	JL	3/16/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/12/21 11:01	3/12/21 11:01	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			25860	SARS-CoV-2 N2			19380																													AHT	Pass
A1003	A1003	Composite	EL	3/10/21 12:00	3/10/21 12:00	3/10/21 12:00	MVS	3/12/21 11:00	5	3/12/21	3/15/21	AHT	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	54210	10420	JL	3/16/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/12/21 11:02	3/12/21 11:02	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			20340	SARS-CoV-2 N2			13560																													AHT	Pass
A1004	A1004	Composite	EL	3/11/21 12:00	3/11/21 12:00	3/11/21 12:00	MVS	3/12/21 11:00	5	3/12/21	3/15/21	AHT	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	60660	12806	JL	3/16/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/12/21 11:03	3/12/21 11:03	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			5520	SARS-CoV-2 N2			5520																													AHT	Pass
A1005	A1005	Composite	GG	3/14/21 11:59	3/14/21 5:30	3/14/21 11:59	JL	3/19/21 3:00	3.4	3/19/21	3/21/21	TD	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	26010	9233	JL	3/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/19/21 15:28	3/19/21 15:28	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													TD	Pass
A1006	A1006	Composite	GG	3/15/21 11:59	3/15/21 12:01	3/15/21 11:59	JL	3/19/21 3:00	4.2	3/19/21	3/21/21	TD	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	55036.8	10779	JL	3/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/19/21 15:30	3/19/21 15:30	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													TD	Pass
A1007	A1007	Composite	GG	3/16/21 11:59	3/16/21 12:01	3/16/21 11:59	JL	3/19/21 3:00	3.6	3/19/21	3/21/21	TD	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	49788	13279	JL	3/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/19/21 15:31	3/19/21 15:31	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													TD	Pass
A1008	A1008	Composite	GG	3/17/21 11:59	3/17/21 12:01	3/17/21 11:59	JL	3/19/21 3:00	3.6	3/19/21	3/21/21	TD	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	74217.6	11651	JL	3/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/19/21 15:33	3/19/21 15:33	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													TD	Pass
A1009	A1009	Composite	GG	3/18/21 11:59	3/18/21 12:01	3/18/21 11:59	JL	3/19/21 3:00	3.5	3/19/21	3/21/21	TD	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	115878	14514	JL	3/22/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/19/21 15:34	3/19/21 15:34	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			30639	SARS-CoV-2 N2			34062																													TD	Pass
A1010	A1010	Composite	EL	3/26/21 12:00	3/21/21 12:00	3/21/21 12:00	MVS	3/26/21 11:00	8	3/26/21	3/29/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	33504	10115	JL	3/30/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/26/21 10:51	3/26/21 10:51	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			0	SARS-CoV-2 N2			11184																													MVS	Pass
A1011	A1011	Composite	EL	3/26/21 10:52	3/22/21 12:00	3/22/21 12:00	MVS	3/26/21 11:00	9	3/26/21	3/29/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	50490	12587	JL	3/30/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/26/21 10:52	3/26/21 10:52	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													MVS	Pass
A1013	A1013	Composite	EL	3/26/21 10:53	3/23/21 12:00	3/23/21 12:00	MVS	3/26/21 11:00	4	3/26/21	3/29/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	64128	12334	JL	3/30/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/26/21 10:53	3/26/21 10:53	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			9168	SARS-CoV-2 N2			9168																													MVS	Pass
A1014	A1014	Composite	EL	3/26/21 10:54	3/24/21 12:00	3/24/21 12:00	MVS	3/26/21 11:00	7	3/26/21	3/29/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	29274	10126	JL	3/30/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/26/21 10:55	3/26/21 10:55	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			0	SARS-CoV-2 N2			19530																													MVS	Pass
A1015	A1015	Composite	EL	3/26/21 10:55	3/25/21 12:00	3/25/21 12:00	MVS	3/26/21 11:00	4	3/26/21	3/29/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	119568	8511	JL	3/30/21			CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	3/26/21 10:56	3/26/21 10:56	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			33192	SARS-CoV-2 N2			19920																													MVS	Pass
A1016	A1016	Composite	GG	3/28/21 11:55	3/28/21 12:00	3/28/21 11:55	Josh Lambert	4/9/21 12:00	5	4/9/21	4/12/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	5400	13088	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/9/21 12:49	4/9/21 12:49	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			10800	SARS-CoV-2 N2			16170																													MVS	Pass
A1017	A1017	Composite	GG	3/29/21 11:55	3/29/21 12:00	3/29/21 11:55	Josh Lambert	4/9/21 12:00	5	4/9/21	4/12/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	33180	12768	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/9/21 12:50	4/9/21 12:50	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			5520	SARS-CoV-2 N2			11070																													MVS	Pass
A1018	A1018	Composite	GG	3/30/21 11:55	3/30/21 12:00	3/30/21 11:55	Josh Lambert	4/9/21 12:00	5	4/9/21	4/12/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	17070	12405	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/9/21 12:51	4/9/21 12:51	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			11370	SARS-CoV-2 N2			17070																													MVS	Pass
A1019	A1019	Composite	GG	3/31/21 12:00	3/31/21 12:00	3/31/21 12:00	Josh Lambert	4/9/21 12:00	5	4/9/21	4/12/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	16560	12779	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/9/21 12:52	4/9/21 12:52	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			16560	SARS-CoV-2 N2			11040																													MVS	Pass
A1020	A1020	Composite	GG	4/1/21 11:55	4/1/21 12:00	4/1/21 11:55	Josh Lambert	4/9/21 12:00	5	4/9/21	4/12/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	12660	11142	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/9/21 12:53	4/9/21 12:53	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			6330	SARS-CoV-2 N2			12660																													MVS	Pass
A1021	A1021	Composite	GG	4/4/21 11:55	4/4/21 12:00	4/4/21 11:55	Josh Lambert	4/9/21 12:00	5	4/9/21	4/12/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	36210	11698	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/9/21 12:54	4/9/21 12:54	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			42240	SARS-CoV-2 N2			12060																													MVS	Pass
A1022	A1022	Composite	GG	4/5/21 11:55	4/5/21 12:00	4/5/21 11:55	Josh Lambert	4/9/21 12:00	5	4/9/21	4/12/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	26370	10709	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/9/21 12:56	4/9/21 12:56	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			105540	SARS-CoV-2 N2			112140																													MVS	Pass
A1023	A1023	Composite	GG	4/6/21 11:55	4/6/21 12:00	4/6/21 11:55	Josh Lambert	4/9/21 12:00	5	4/9/21	4/12/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	26040	10840	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/9/21 12:57	4/9/21 12:57	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			32580	SARS-CoV-2 N2			26040																													MVS	Pass
A1024	A1024	Composite	GG	4/7/21 11:55	4/7/21 12:00	4/7/21 11:55	Josh Lambert	4/9/21 12:00	6	4/9/21	4/12/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	26676	12696	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/9/21 12:58	4/9/21 12:58	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			46728	SARS-CoV-2 N2			33372																													MVS	Pass
A1025	A1025	Composite	GG	4/8/21 11:55	4/8/21 12:00	4/8/21 11:55	Josh Lambert	4/9/21 12:00	5	4/9/21	4/12/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	24990	14133	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/9/21 12:59	4/9/21 12:59	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			59970	SARS-CoV-2 N2			34980																													MVS	Pass
A1026	A1026	Composite	EL	4/11/21 12:00	4/11/21 12:00	4/12/21 12:00	MVS	4/16/21 11:00	5	4/16/21	4/19/21	JL	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	21390	13203	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/16/21 11:16	4/16/21 11:16	Aiyana-Mei Tom	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			10680	SARS-CoV-2 N2			10680																													JL	Pass
A1027	A1027	Composite	EL	4/12/21 12:00	4/12/21 12:00	4/13/21 12:00	MVS	4/16/21 11:00	4	4/16/21	4/19/21	JL	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	42000	12104	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/16/21 11:18	4/16/21 11:18	Aiyana-Mei Tom	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			9336	SARS-CoV-2 N2			4656																													JL	Pass
A1028	A1028	Composite	EL	4/13/21 12:00	4/13/21 12:00	4/14/21 12:00	MVS	4/16/21 11:00	8	4/16/21	4/19/21	JL	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	39408	8596	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/16/21 11:18	4/16/21 11:18	Aiyana-Mei Tom	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			13152	SARS-CoV-2 N2			26304																													JL	Pass
A1029	A1029	Composite	EL	4/14/21 12:00	4/14/21 12:00	4/15/21 12:00	MVS	4/16/21 11:00	4	4/16/21	4/19/21	JL	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	52968	10668	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/16/21 11:19	4/16/21 11:19	Aiyana-Mei Tom	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			0	SARS-CoV-2 N2			5304																													JL	Pass
A1030	A1030	Composite	EL	4/15/21 12:00	4/15/21 12:00	4/16/21 12:00	MVS	4/16/21 11:00	6	4/16/21	4/19/21	JL	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	68688	11104	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/16/21 11:21	4/16/21 11:21	Aiyana-Mei Tom	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			7632	SARS-CoV-2 N2			0																													JL	Pass
A1031	A1031	Composite	EL	4/23/21 10:55	4/18/21 12:00	4/18/21 11:59	MVS	4/23/21 11:00	5	4/23/21	4/26/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	32550	10841	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/23/21 10:55	4/23/21 10:55	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			78180	SARS-CoV-2 N2			104250																													MVS	Pass
A1032	A1032	Composite	EL	4/23/21 10:56	4/19/21 12:00	4/19/21 11:59	MVS	4/23/21 11:00	7	4/23/21	4/26/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	0	10235	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/23/21 10:56	4/23/21 10:56	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			19320	SARS-CoV-2 N2			9660																													MVS	Pass
A1033	A1033	Composite	EL	4/23/21 10:56	4/20/21 12:00	4/20/21 11:59	MVS	4/23/21 11:00	4	4/23/21	4/26/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	97296	11036	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/23/21 10:57	4/23/21 10:57	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			5112	SARS-CoV-2 N2			5112																													MVS	Pass
A1034	A1034	Composite	EL	4/23/21 10:57	4/21/21 12:00	4/21/21 11:59	MVS	4/23/21 11:00	7	4/23/21	4/26/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	47040	12606	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/23/21 10:58	4/23/21 10:58	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			23520	SARS-CoV-2 N2			15666																													MVS	Pass
A1035	A1035	Composite	EL	4/23/21 10:58	4/22/21 12:00	4/22/21 11:59	MVS	4/23/21 11:00	7	4/23/21	4/26/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	43554	9076	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/23/21 10:59	4/23/21 10:59	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			10878	SARS-CoV-2 N2			10878																													MVS	Pass
A1036	A1036	Composite	EL	4/30/21 11:06	4/25/21 12:00	4/25/21 11:59	MVS	4/30/21 11:30	7.5	4/30/21	5/3/21	KED	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	38475	11015	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/30/21 11:06	4/30/21 11:06	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			28845	SARS-CoV-2 N2			38475																													KED	Pass
A1037	A1037	Composite	EL	4/30/21 11:07	4/26/21 12:00	4/26/21 11:59	MVS	4/30/21 11:30	3	4/30/21	5/3/21	KED	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	42138	10058	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/30/21 11:07	4/30/21 11:07	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			4212	SARS-CoV-2 N2			0																													KED	Pass
A1038	A1038	Composite	EL	4/30/21 11:08	4/27/21 12:00	4/27/21 11:59	MVS	4/30/21 11:30	3	4/30/21	5/3/21	KED	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	38988	9780	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/30/21 11:08	4/30/21 11:08	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			0	SARS-CoV-2 N2			4338																													KED	Pass
A1039	A1039	Composite	EL	4/30/21 11:09	4/28/21 12:00	4/28/21 11:59	MVS	4/30/21 11:30	5	4/30/21	5/3/21	KED	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	20820	6779	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/30/21 11:10	4/30/21 11:10	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			20820	SARS-CoV-2 N2			20820																													KED	Pass
A1040	A1040	Composite	EL	4/30/21 11:11	4/29/21 11:59	4/30/21 11:59	MVS	4/30/21 11:30	2	4/30/21	5/3/21	KED	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	14088	12025	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	4/30/21 11:12	4/30/21 11:12	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			4692	SARS-CoV-2 N2			4692																													KED	Pass
A1041	A1041	Composite	GG	5/2/21 23:55	5/2/21 0:00	5/2/21 23:55	Josh Lambert	5/7/21 14:30	5	5/7/21			Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	20580	13729	JL		Reconc vol estimated		CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	5/7/21 15:03	5/7/21 15:03	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			10290	SARS-CoV-2 N2			5130																														Pass
A1042	A1042	Composite	GG	5/3/21 23:55	5/3/21 0:00	5/3/21 23:55	Josh Lambert	5/7/21 14:30	5	5/7/21			Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	39510	14297	JL		Reconc vol estimated		CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	5/7/21 15:21	5/7/21 15:21	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																														Pass
A1043	A1043	Composite	GG	5/4/21 23:55	5/4/21 0:00	5/4/21 23:55	Josh Lambert	5/7/21 23:55	5	5/7/21			Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	39060	12654	JL		Reconc vol estimated		CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	5/7/21 15:23	5/7/21 15:23	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																														Pass
A1044	A1044	Composite	GG	5/5/21 23:55	5/5/21 0:00	5/5/21 23:55	Josh Lambert	5/7/21 14:30	5	5/7/21			Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	19260	14661	JL		Reconc vol estimated		CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	5/7/21 15:24	5/7/21 15:24	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			4800	SARS-CoV-2 N2			4800																														Pass
A1045	A1045	Composite	GG	5/6/21 23:55	5/6/21 0:00	5/6/21 23:55	Josh Lambert	5/7/21 14:30	5	5/7/21			Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	38940	14509	JL		Reconc vol estimated		CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	5/7/21 15:26	5/7/21 15:26	Josh Lambert	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			9720	SARS-CoV-2 N2			9720																														Pass
A1046	A1046	Composite	EL	5/14/21 10:53	5/11/21 12:00	5/11/21 11:59	MVS	5/14/21 12:00	4	5/14/21	5/17/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	30792	12846	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	5/14/21 10:54	5/14/21 10:54	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													MVS	Pass
A1047	A1047	Composite	EL	5/17/21 9:18	5/12/21 12:00	5/12/21 11:59	MVS	5/18/21 10:00	4.5	5/18/21	5/19/21	KD	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	0	13275	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	5/18/21 9:18	5/18/21 9:18	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			0	SARS-CoV-2 N2			4779																													KD	Pass
A1048	A1048	Composite	EL	5/14/21 10:54	5/13/21 12:00	5/13/21 11:59	MVS	5/14/21 12:00	7	5/14/21	5/17/21	MVS	Qiagen QIAamp Viral RNA Mini	0.06	0.2	100		Human RNase P	39102	15163	JL				CDC N1/N2/RP Triplex	StarCityWWTP-01		Monongalia County	5/14/21 10:55	5/14/21 10:55	Mathilda Santee	Available	0.005	OneStep RT-ddPCR	Manual	DQ			CDC nCov-2 Triplex				SARS-CoV-2 N1			6510	SARS-CoV-2 N2			6510																													MVS	Pass
