Sample ID	Replicate (Bio.Tech)	Description	Category	Department	Site	Location	Sample QC Check	Status: NWSS	Status: WaTCH	Sample Collection Method	Sample Composite Start	Sample Composite End	Sample Collection Date/Time	Sample Collection By	Sample Flow (MGD)	Assay Accepted Droplets	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Spike-In (CN/L)	Assay Control, Process Result (CN/L)	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Control, Internal Concentration (CN/Rxn)	Concentration Input Volume (mL)	Concentration Method	Concentration Output Volume (mL)	Extraction Input Volume (mL)	Extraction Method	Extraction Output Volume (mL)	Assay Type	Assay Name	Assay Volume (mL)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Sample Received By	Sample Received Date	Sample pH (Lab)	Concentration Date	Concentration Lot ID	Concentration Machine	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Extraction Date	Extraction Lot ID	Extraction Machine	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Assay Date	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Comments
B01-0178	1.1	Sample	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	07/18/2022 07:00 AM	07/19/2022 07:00 AM	07/19/2022 08:00 AM		15.8	18305	SARS-CoV-2 N1	119.8477364	0	100	213478.7804	SARS-CoV-2 N2	136.6493893	0	100	243406.7246					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/22/2022		7/22/22	NT04473	Halcyon		CP00193	D04	AJ	7/22/22	2108255	Kookaburra	C6	EP0194	C06	AJ	7/25/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	C6	AP0102	F10	JL	
H01-0038	1.1	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Processing	Complete	Composite	11/13/2021 08:00 AM	11/14/2021 08:00 AM	11/14/2021 08:15 AM	-	1.4	15794	SARS-CoV-2 N1	1.489816159	0	1030.216827	2653.735033	SARS-CoV-2 N2	5.95983088	0	1109.431686	10615.94876	None				Human RNase P	26544.91659	14.90240932	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	11/19/2021	6.95	11/22/21	NT04474	Halcyon		CP0039	A03	AJ	11/22/21	2108255	Halcyon	C3	EP0039	A03	AJ	12/3/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C3	AP0023	H05	JL	
N02-0156	1.1	Sample	Sample	WWTP	Harrison	ClarksburgWWTP-01	Pass	Processing	Complete	Composite	09/11/2022 07:00 AM	09/12/2022 07:00 AM	09/12/2022 07:00 AM		12.1	18476	SARS-CoV-2 N1	48.4432983398438	3.71663719415664	255.160694122314	86289.6251678468	SARS-CoV-2 N2	38.2364177703858	6.1947214603424	288.535747528076	68108.6191534997					Human RNase P	2268.50499864668	1.27354666590691	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	09/16/2022		2022-09-16	NT04473	Kookaburra		CP000238	B05	AJ	2022-09-16	2108255	Halcyon	B3	EP0000238	E03	AJ	2022-09-20	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	B3	AP0118	C05	JL	
H01-0128	1.1	H01-0128	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Fail: Missing Required Data	Processing	Complete	Composite	02/14/2022 08:00 AM	02/15/2022 08:00 AM	02/15/2022 08:15 AM			15688	SARS-CoV-2 N1	10.50118804	0	207.9195595	18705.2412	SARS-CoV-2 N2	10.50118804	0	249.3927956	18705.2412					Human RNase P	8015.509592	4.49993521	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	02/18/2022	6.34	2/21/22	NT04473	Kookaburra		CP0082	C02	AJ	2/21/22	2108255	Kookaburra	K6	EP0082	B06	AJ	2/22/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	K6	AP0047	F06	JL	
L01-0275	1.1		Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Processing	Composite	11/10/2022 09:00 AM	11/12/2022 09:00 AM	11/11/2022 09:00 AM		0.192																																																															AJ	11/16/2022																										
G02-0006	1.1	Sample	Sample	WVU Keyser	Mineral	PotomacState-01	Pass	Rejected: No Flow	Complete	Composite	10/21/2021 11:00 AM	10/22/2021 10:30 AM	10/22/2021 10:30 AM	Z		15703	SARS-CoV-2 N1	90.07633209	0	1040.980072	95706.10285	SARS-CoV-2 N2	102.112608	0	1205.935364	108494.646	None				Human RNase P	3184.307665	2.996995449	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/02/2021	6.95	11/3/21	NT04474	Halcyon		CP0032	B02	JL	11/3/21	21108255	Kookaburra	I8	EP0032	A08	JL	11/4/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	I8	AP0016	D08	JL	
F01-0029	1.1	Sample	Sample	WWTP	Lewis	WestonWWTP-01	Pass	Processing	Complete	Composite	07/20/2022 11:30 AM	07/21/2022 11:30 AM	07/21/2022 12:00 PM		0.7	19448	SARS-CoV-2 N1	376.8494034	1.212387607	102.8934669	671262.9998	SARS-CoV-2 N2	316.6859627	0	133.8494492	564096.871					Human RNase P	2155.123504	1.209893897	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	08/01/2022		8/1/22	NT04473	Halcyon		CP000200	A02	AJ	8/1/22	2108255	Kookaburra	G2	EP000200	D02	AJ	8/4/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	G2	AP0105	B04	JL	
H01-0316	1.1	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Processing	Complete	Composite	08/18/2022 08:00 AM	08/19/2022 08:00 AM	08/19/2022 08:00 AM		1.3	16453	SARS-CoV-2 N1	440.2735901	1.118770018	200.2174377	784237.3323	SARS-CoV-2 N2	504.4739532	2.237593234	232.4109268	898594.2292					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	08/31/2022		8/31/22	NT04473	Halcyon		CP000224	A01	AJ	8/31/22	2108255	Kookaburra	J1	EP000225	D01	AJ	9/1/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	J1	AP0113	A04	JL	
L01-0138	1.1	L01-0138	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	06/08/2022 09:00 AM	06/09/2022 09:00 AM	06/09/2022 09:00 AM		0.24	19173	SARS-CoV-2 N1	539.98806	0	146.8742275	961853.7319	SARS-CoV-2 N2	543.755455	0	184.926548	968564.4042					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/15/2022	7.45	6/14/22	NT04473	Kookaburra		CP0000168	A04	AJ	6/14/22	2108255	Halcyon	F4	EP000168	D04	AJ	6/15/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	F4	AP0091	D04	JL	
G01-0038	1.1	G	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	01/03/2022 09:00 AM	01/04/2022 08:00 AM	01/04/2022 08:40 AM	TD	1.573	11704	SARS-CoV-2 N1	0	0	35.78905106	0	SARS-CoV-2 N2	8.042868972	0	33.90405893	14326.36036					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	01/06/2022	7.39	1/6/22	NT04474	Halcyon		CP0056	D03	AJ	1/6/22	2108255	Halcyon	C5	EP0056	C05	AJ	1/12/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	C5	AP0032	G05	JL	
J01-0081	1.1	J01-0081	Sample	WWTP	Preston	AlpineLakeWWTP-01	Pass	Processing	Complete	Composite	06/28/2022 07:30 AM	06/29/2022 07:30 AM	06/29/2022 08:40 AM		0.069	17480	SARS-CoV-2 N1	1.346114725	0	295.7244492	2397.766854	SARS-CoV-2 N2	0	0	316.8022537	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/06/2022	7.39	7/6/22	NT04473	Halcyon		CP000180	A01	AJ	7/6/22	2108255	Halcyon	NAB 49 D1	EP000181	A01	AJ	7/7/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	NAB 49 D1	AP0097	A01	JL	
A02-0497	1.1	A02-0497	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Processing	Processing	Composite	05/09/2022 09:00 AM	05/11/2022 09:00 AM	05/11/2022 10:40 AM	GZ			SARS-CoV-2 N1					SARS-CoV-2 N2									None			10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	05/11/2022	7.38	5/11/22	NT04473	Kookaburra		CP000141	B01	AJ	5/11/22	2108255	Kookaburra	D7	EP000141	A07	AJ	5/12/22	OneStep RT-ddPCR	CHECK	ABS	XXXXXX	QX 200	D7	AP0079	A07	JL	
L01-0028	1.1	L01-0028	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	02/19/2022 09:00 AM	02/20/2022 09:00 AM	02/20/2022 09:00 AM		0.37479	12686	SARS-CoV-2 N1	50.13173103	0	305.7337761	89297.1459	SARS-CoV-2 N2	55.7085228	0	356.0894394	99230.80623					Human RNase P	3303.911313	1.854827404	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	03/02/2022	6.93	3/2/22	NT04473	Kookaburra		CP000088	A01	AJ	3/2/22	2110258	Kookaburra	D1	EP000088	D01	AJ	3/2/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	D1	AP000050	E01	JL	
B01-0235	1.1	Sample	Sample	WWTP	Kanawha	CharlestonWWTP-01	Fail: Missing Required Data	Processing	Complete	Composite	07/20/2022 07:00 AM	07/21/2022 07:00 AM	07/21/2022 07:00 AM			17388	SARS-CoV-2 N1	213.4170723	0	100	380149.16	SARS-CoV-2 N2	228.442688	0	100	406913.538					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/22/2022		7/22/22	NT04473	Halcyon		CP00193	D05	AJ	7/22/22	2108255	Kookaburra	C7	EP0194	C07	AJ	7/25/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	C7	AP0102	G10	JL	
G01-0128	1.1	G01-0128	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	03/14/2022 09:00 AM	03/15/2022 08:00 AM	03/15/2022 10:00 AM		1.071	13775	SARS-CoV-2 N1	13.66896391	0	381.0704422	24347.84196	SARS-CoV-2 N2	18.7968719	0	442.8088379	33481.92807					Human RNase P	3042.706791	1.708186269	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	03/17/2022	6.8	3/11/22	NT04473	Halcyon		CP000094	C01	AJ	3/21/22	2110258	Halcyon	D1	EP000100	B01	AJ	3/28/22	OneStep RT-ddPCR	Manual	DQ	58477040	QX 200	D1	AP0056	C06	JL	
L01-0196	1.1	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	08/01/2022 09:00 AM	08/02/2022 09:00 AM	08/02/2022 09:00 AM		0.335	20276	SARS-CoV-2 N1	322.4858093	0	300.9462738	574427.8479	SARS-CoV-2 N2	270.7779694	0	332.2994614	482323.2579	None				Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	08/10/2022		8/10/22	NT04473	Halcyon		CP000207	C05	AJ	8/10/22	2108255	Halcyon	B1	EP000209	C01	AJ	8/11/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	B1	AP0107	A03	JL	
G01-0096	1.1	Sample	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	01/25/2022 09:00 AM	01/26/2022 08:00 AM	01/26/2022 08:30 AM		0.878	14077	SARS-CoV-2 N1	181.2158012	0	335.9238052	322790.646	SARS-CoV-2 N2	186.2695313	0	415.0937271	331792.6025					Human RNase P	11910.98163	6.686866879	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	01/27/2022	7.21	1/28/22	NT04474	Kookaburra		CP000067	D03	AJ	1/28/22	2108255	Kookaburra	G5	EP000066	C05	AJ	2/2/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	G5	AP0040	E05	JL	
A01-0119	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	12/06/2021 12:00 AM	12/07/2021 12:00 AM	12/07/2021 12:00 AM	GG	7.7	10815	SARS-CoV-2 N1	52.27308273	0	721.9914246	93111.42862	SARS-CoV-2 N2	41.37327671	0	850.2881622	73696.14914					Human RNase P	27136.13916	15.23432374	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	12/13/2021	7.42	12/13/21	NT04474	Halcyon		CP0048	C01	AJ	12/13/21	2108255	Halcyon	I3	EP0048	B03	AJ	12/14/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	I3	AP0027	G03	JL	
A0216	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected: No NTC	Complete	Composite	01/10/2021 12:00 AM	01/10/2021 11:59 PM	01/10/2021 12:00 AM	GS	7.624	14343	SARS-CoV-2 N1				161664	SARS-CoV-2 N2				173496					Human RNase P	0		100	PEG Precipitation	4	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	01/15/2021		2/5/21						MS	2/17/21						MS	2/22/21	OneStep RT-ddPCR	Manual	DQ							
H01-0096	1.1	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Processing	Complete	Composite	12/18/2021 08:00 AM	12/19/2021 08:00 AM	12/19/2021 08:15 AM			15131	SARS-CoV-2 N1	3.110298812	0	35.78905106	5540.21976	SARS-CoV-2 N2	6.221009493	0	33.90405893	11081.17316					Human RNase P	2770.018573	1.555098146	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	12/28/2021	7.08	1/3/21	NT04474	Halcyon		CP0054	C01	JL	1/3/22	2108255	Halcyon	J1	EP0054	B01	JL	1/12/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	J1	AP0032	B01	JL	
A01-0407	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Processing	Composite	11/09/2022 12:00 AM	11/10/2022 12:00 AM	11/10/2022 12:00 AM		6.6																																																															AJ	11/11/2022																										
B01-0239	1.1	Sample	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	08/21/2022 07:00 AM	08/22/2022 07:00 AM	08/22/2022 07:00 AM		10.06	17976	SARS-CoV-2 N1	82.60772705	0	183.8822556	147145.0138	SARS-CoV-2 N2	90.49028397	2.018565834	219.9817276	161185.8183					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	08/23/2022		8/23/22	NT04473	Kookaburra		CP000217	C05	AJ	8/23/22	2108255	Kookaburra	E1	EP000217	C01	AJ	8/25/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	E1	AP0111	A03	JL	
N03-0196	1.1	Sample	Sample	WWTP	Harrison	SalemWWTP-01	Pass	Processing	Complete	Composite	09/15/2022 07:30 AM	09/16/2022 07:30 AM	09/16/2022 07:30 AM		0.4778	15764	SARS-CoV-2 N1	49.307565689087	0	284.81014251709	87829.1013836862	SARS-CoV-2 N2	65.7664060592652	0	300.734462738038	117146.410793066					Human RNase P	5317.73943454026	2.98539757728576	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	09/21/2022		2022-09-21	NT04473	Halcyon		CP000241	D03	AJ	2022-09-21	2108255	Kookaburra	L5	EP000242	E11	AJ	2022-09-22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	L5	AP0119	E08	JL	
C01-0067	1.1	G	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Processing	Complete	Composite	12/26/2021 07:00 AM	12/27/2021 07:00 AM	12/27/2021 07:00 AM	GZ	8.228	12369	SARS-CoV-2 N1	5.70755899	0	35.78905106	10166.58945	SARS-CoV-2 N2	13.31979156	0	33.90405893	23725.87871					Human RNase P	3388.589141	1.902365834	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	01/04/2022	6.39	1/6/22	NT04474	Halcyon		CP0056	A05	AJ	1/6/22	2108255	Halcyon	A5	EP0056	A05	AJ	1/12/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	A5	AP0032	E05	JL	
A02-0184	1.1	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Processing	Processing	Composite	10/20/2021 10:15 AM	10/22/2021 10:15 AM	10/22/2021 10:15 AM	EL			SARS-CoV-2 N1					SARS-CoV-2 N2					None				Human RNase P			10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/25/2021	7.49	10/25/21	NT04474	Halcyon		CP0028	B01	JL	10/25/21	2108255	Halcyon	A7	EP0028	A07	JL	11/1/21	OneStep RT-ddPCR	CHECK	ABS	58477038	QX 200	A7	AP0015	A07	JL	
N02-095	1.1	Sample	Sample	WWTP	Harrison	ClarksburgWWTP-01	Pass	Processing	Processing	Composite	06/02/2022 07:00 AM	06/03/2022 07:00 AM	06/03/2022 07:00 AM		6.109																																																															AJ	06/10/2022																										
A03-0181	1.1	Sample	Sample	K-12	Monongalia	NorthES-01		Processing	Complete	Composite	01/14/2022 06:00 AM	01/14/2022 02:00 PM	01/14/2022 02:24 PM	Gz		16462	SARS-CoV-2 N1	4.288340807	0	475.984993	7638.607062	SARS-CoV-2 N2	15.72773814	0	0	28015.03357					Human RNase P	5092.25023	2.858807147	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																						9.06	1/19/22	NT04474	Kookaburra		CP0061	D03	AJ	1/19/22	2108255	Halcyon	C7	EP0060	E07	AJ	1/19/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	C7	AP0036	E07	JL	
C01-0211	1.1	C01-0211	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Processing	Complete	Composite	06/27/2022 07:00 AM	06/28/2022 07:00 AM	06/28/2022 07:00 AM		7.602	19697	SARS-CoV-2 N1	65.79315662	0	295.7244492	117194.0602	SARS-CoV-2 N2	76.57684803	0	316.8022537	136402.5106					Human RNase P	2127.878889	1.194598675	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/06/2022	6.88	7/6/22	NT04473	Kookaburra		CP000181	C04	AJ	7/6/22	2108255	Halcyon	H8	EP000181	E08	AJ	7/7/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	H8	AP0097	H05	JL	
F01-0025	1.1	Sample	Sample	WWTP	Lewis	WestonWWTP-01	Fail: Missing Required Data	Rejected	Rejected	Composite				--		17178	SARS-CoV-2 N1	26.03948355	0	878.4640503	27666.95127	SARS-CoV-2 N2	32.89676905	0	968.4371185	34952.81711					Human RNase P	0	0	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	09/24/2021	6.52	9/24/21		Halcyon		CP0016	D03	JL	9/24/21	XXXXXX	Halcyon	J5	EP0016	B09	JL	9/24/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	J5	AP0009	C05	JL	NO METADATA
N02-0110	1.1	N02-0110	Sample	WWTP	Harrison	ClarksburgWWTP-01	Pass	Processing	Complete	Composite	06/28/2022 07:00 AM	06/29/2022 07:00 AM	06/29/2022 07:00 AM		7.86	17661	SARS-CoV-2 N1	19.99270439	0	96.67779922	35612.0047	SARS-CoV-2 N2	15.99280357	0	131.5792942	28487.18137					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/30/2022	7	6/30/22	NT04473	Kookaburra		CP000179	A02	AJ	6/30/22	2108255	Kookaburra	A2	EP000179	A02	AJ	7/5/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	A2	AP0096	B01	JL	
S01-0043	1.1	S01-0043	Sample	WWTP	Brooke	FollansbeeWWTP-01	Pass	Processing	Complete	Composite	03/24/2022 06:00 AM	03/25/2022 06:00 AM	03/25/2022 06:05 AM		0.719	14382	SARS-CoV-2 N1	24.55328703	0	465.9441757	43735.54252	SARS-CoV-2 N2	16.36600971	0	440.8116531	29151.9548					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	03/30/2022	7.09	3/30/22	NT04473	Halcyon		CP000107	C04	AJ	3/30/22	2110258	Halcyon	C8	EP000108	B08	AJ	3/31/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	C8	AP0059	B08	JL	
B01-0180	1.1	B01-0180	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	05/30/2022 07:00 AM	05/31/2022 07:00 AM	05/31/2022 08:00 AM		8.139	18261	SARS-CoV-2 N1	103.3069515	0	12.08185434	184015.5074	SARS-CoV-2 N2	121.4323902	0	5.368947387	216301.4451					Human RNase P	4590.554573	2.577153444	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/01/2022	7.08	6/1/22	NT04473	Halcyon		CP000157	B04	AJ	6/1/22	2108255	Halcyon	L2	EP000158	B02	AJ	6/2/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	L2	AP0087	B02	JL	
H01-0350	1.1	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Processing	Complete	Composite	09/21/2022 08:00 AM	09/22/2022 08:00 AM	09/22/2022 08:00 AM		1.7	19366	SARS-CoV-2 N1	51.0848140716552	0	236.59797668457	90994.8250651358	SARS-CoV-2 N2	52.3024654388428	2.47131735086442	279.654903411866	93163.7665629387					Human RNase P	10822.3627880216	6.07571244239808	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	09/26/2022		2022-09-26	NT04455	Kookaburra		CP000244	B05	AJ	2022-09-26	2108255	Kookaburra	F3	EP000244	E03	AJ	2022-09-27	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	F3	AP0120	C05	JL	
R01-0076	1.1	Sample	Sample	WWTP	Randolph	HuttonsvilleWWTP-01	Pass	Processing	Complete	Composite	10/12/2022 09:00 AM	10/13/2022 09:00 AM	10/13/2022 09:00 AM		0.209	18721	SARS-CoV-2 N1	0	1.163296252	2.334614396	0	SARS-CoV-2 N2	0	2.326650023	2.334614396	0					Human RNase P	6716.808518	3.77083987	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	10/19/2022		10/19/22	NT04455	Kookaburra		CP000264	D02	AJ	10/19/22	NT04455	Halcyon	E4	EP000265	D11	AJ	10/20/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	E4	AP0128	D09	JL	
