assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
E02-0112.a2	E02-0112.e1	E02-0112	AP74	A05	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	14742	0	0.079806708	
E02-0112.a3	E02-0112.e1	E02-0112	AP74	A05	5	unknown	sample	Human	RNase P	sample	RNA	HEX	14742	0	0.239436373	
E02-0113.a1	E02-0113.e1	E02-0113	AP74	A06	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	14457	0	0	
E02-0113.a2	E02-0113.e1	E02-0113	AP74	A06	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	14457	0	0.162765726	
E02-0113.a3	E02-0113.e1	E02-0113	AP74	A06	5	unknown	sample	Human	RNase P	sample	RNA	HEX	14457	0	0.081380047	
E02-0114.a1	E02-0114.e1	E02-0114	AP74	A07	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	17513	0	0.604748309	
E02-0114.a2	E02-0114.e1	E02-0114	AP74	A07	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	17513	0	0.201548219	
E02-0114.a3	E02-0114.e1	E02-0114	AP74	A07	5	unknown	sample	Human	RNase P	sample	RNA	HEX	17513	0	0.201548219	
E02-0115.a1	E02-0115.e1	E02-0115	AP74	A08	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	16475	0	0	
E02-0115.a2	E02-0115.e1	E02-0115	AP74	A08	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	16475	0	0.142827556	
E02-0115.a3	E02-0115.e1	E02-0115	AP74	A08	5	unknown	sample	Human	RNase P	sample	RNA	HEX	16475	0	0.571414292	
E02-0116.a1	E02-0116.e1	E02-0116	AP77	D06	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	14683	0	1.84431231	
E02-0116.a2	E02-0116.e1	E02-0116	AP77	D06	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	14683	0	0.480846286	
E02-0116.a3	E02-0116.e1	E02-0116	AP77	D06	5	unknown	sample	Human	RNase P	sample	RNA	HEX	14683	0	0.240398586	
E02-0117.a1	E02-0117.e1	E02-0117	AP77	D07	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	14604	0	0.564041913	
E02-0117.a2	E02-0117.e1	E02-0117	AP77	D07	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	14604	0	0.161127239	
E02-0117.a3	E02-0117.e1	E02-0117	AP77	D07	5	unknown	sample	Human	RNase P	sample	RNA	HEX	14604	0	0.241699144	
E02-0118.a1	E02-0118.e1	E02-0118	AP77	D08	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	15862	0	0.370904088	
E02-0118.a2	E02-0118.e1	E02-0118	AP77	D08	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	15862	0	0.370904088	
E02-0118.a3	E02-0118.e1	E02-0118	AP77	D08	5	unknown	sample	Human	RNase P	sample	RNA	HEX	15862	0	0.074171454	
E02-0119.a1	E02-0119.e1	E02-0119	AP77	E01	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	15151	0	0.621361614	
E02-0119.a2	E02-0119.e1	E02-0119	AP77	E01	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	15151	0	0.388312578	
E02-0119.a3	E02-0119.e1	E02-0119	AP77	E01	5	unknown	sample	Human	RNase P	sample	RNA	HEX	15151	0	0.310639799	
E02-0120.a1	E02-0120.e1	E02-0120	AP77	E02	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	14479	0	0.568912626	
E02-0120.a2	E02-0120.e1	E02-0120	AP77	E02	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	14479	0	0.406338066	
E02-0120.a3	E02-0120.e1	E02-0120	AP77	E02	5	unknown	sample	Human	RNase P	sample	RNA	HEX	14479	0	0.243785992	
E02-0121.a1	E02-0121.e1	E02-0121	AP80	C04	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	14512	0	0.324319929	
E02-0121.a2	E02-0121.e1	E02-0121	AP80	C04	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	14512	0	0.24323158	
E02-0121.a3	E02-0121.e1	E02-0121	AP80	C04	5	unknown	sample	Human	RNase P	sample	RNA	HEX	14512	0	0.24323158	
E02-0122.a1	E02-0122.e1	E02-0122	AP80	C05	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	13564	0	0.260233134	
E02-0122.a2	E02-0122.e1	E02-0122	AP80	C05	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	13564	0	0.433753878	
E02-0122.a3	E02-0122.e1	E02-0122	AP80	C05	5	unknown	sample	Human	RNase P	sample	RNA	HEX	13564	0	0.086737983	
E02-0123.a1	E02-0123.e1	E02-0123	AP80	C06	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	15304	0	0	
E02-0123.a2	E02-0123.e1	E02-0123	AP80	C06	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	15304	0	0	
E02-0123.a3	E02-0123.e1	E02-0123	AP80	C06	5	unknown	sample	Human	RNase P	sample	RNA	HEX	15304	0	0.076875918	
E02-0124.a1	E02-0124.e1	E02-0124	AP80	C07	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	16431	0	0.071602851	
E02-0124.a2	E02-0124.e1	E02-0124	AP80	C07	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	16431	0	0	
E02-0124.a3	E02-0124.e1	E02-0124	AP80	C07	5	unknown	sample	Human	RNase P	sample	RNA	HEX	16431	0	0.214821622	
E02-0125.a1	E02-0125.e1	E02-0125	AP80	C08	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	14150	0	1.24780345	
E02-0125.a2	E02-0125.e1	E02-0125	AP80	C08	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	14150	0	1.49752295	
E02-0125.a3	E02-0125.e1	E02-0125	AP80	C08	5	unknown	sample	Human	RNase P	sample	RNA	HEX	14150	0	0	
E02-0126.a1	E02-0126.e1	E02-0126	AP84	A01	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	18778	0	2.383170605	
E02-0126.a2	E02-0126.e1	E02-0126	AP84	A01	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	18778	0	2.132082939	
E02-0126.a3	E02-0126.e1	E02-0126	AP84	A01	5	unknown	sample	Human	RNase P	sample	RNA	HEX	18778	0	0.563998997	
E02-0127.a1	E02-0127.e1	E02-0127	AP84	B01	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	18973	0	4.286324978	
E02-0127.a2	E02-0127.e1	E02-0127	AP84	B01	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	18973	0	4.535286904	
E02-0127.a3	E02-0127.e1	E02-0127	AP84	B01	5	unknown	sample	Human	RNase P	sample	RNA	HEX	18973	0	0.310078949	
E02-0128.a1	E02-0128.e1	E02-0128	AP84	C01	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	17858	0	0.197654173	
E02-0128.a2	E02-0128.e1	E02-0128	AP84	C01	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	17858	0	0.197654173	
E02-0128.a3	E02-0128.e1	E02-0128	AP84	C01	5	unknown	sample	Human	RNase P	sample	RNA	HEX	17858	0	0.065881036	
E02-0129.a1	E02-0129.e1	E02-0129	AP84	D01	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	17387	0	0.067665748	
E02-0129.a2	E02-0129.e1	E02-0129	AP84	D01	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	17387	0	0.20300892	
E02-0129.a3	E02-0129.e1	E02-0129	AP84	D01	5	unknown	sample	Human	RNase P	sample	RNA	HEX	17387	0	0.541435004	
E02-0130.a1	E02-0130.e1	E02-0130	AP84	E01	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	17571	0	0.200882867	
E02-0130.a2	E02-0130.e1	E02-0130	AP84	E01	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	17571	0	0.200882867	
E02-0130.a3	E02-0130.e1	E02-0130	AP84	E01	5	unknown	sample	Human	RNase P	sample	RNA	HEX	17571	0	0.200882867	
E02-0131.a1	E02-0131.e1	E02-0131	AP0.6	A04	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	19101	0	0.184790805	
E02-0131.a2	E02-0131.e1	E02-0131	AP0.6	A04	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	19101	0	0	
E02-0131.a3	E02-0131.e1	E02-0131	AP0.6	A04	5	unknown	sample	Human	RNase P	sample	RNA	HEX	19101	0	0.061593708	
E02-0132.a1	E02-0132.e1	E02-0132	AP0.6	B04	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	16712	0	0.07039886	
E02-0132.a2	E02-0132.e1	E02-0132	AP0.6	B04	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	16712	0	0.352036446	
E02-0132.a3	E02-0132.e1	E02-0132	AP0.6	B04	5	unknown	sample	Human	RNase P	sample	RNA	HEX	16712	0	0	
E02-0133.a1	E02-0133.e1	E02-0133	AP0.6	C04	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	17416	0	0.270235568	
E02-0133.a2	E02-0133.e1	E02-0133	AP0.6	C04	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	17416	0	0.202670857	
E02-0133.a3	E02-0133.e1	E02-0133	AP0.6	C04	5	unknown	sample	Human	RNase P	sample	RNA	HEX	17416	0	0.202670857	
E02-0134.a1	E02-0134.e1	E02-0134	AP0.6	D04	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	19298	0	0.304856211	
E02-0134.a2	E02-0134.e1	E02-0134	AP0.6	D04	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	19298	0	0.060964923	
E02-0134.a3	E02-0134.e1	E02-0134	AP0.6	D04	5	unknown	sample	Human	RNase P	sample	RNA	HEX	19298	0	0.304856211	
E02-0135.a1	E02-0135.e1	E02-0135	AP0.6	E04	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	17603	0	0.334215105	
E02-0135.a2	E02-0135.e1	E02-0135	AP0.6	E04	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	17603	0	0.066835426	
E02-0135.a3	E02-0135.e1	E02-0135	AP0.6	E04	5	unknown	sample	Human	RNase P	sample	RNA	HEX	17603	0	0.066835426	
E02-0136.a1	E02-0136.e1	E02-0136	AP88	A09	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	16790	0	16.86699867	
E02-0136.a2	E02-0136.e1	E02-0136	AP88	A09	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	16790	0	18.0048523	
E02-0136.a3	E02-0136.e1	E02-0136	AP88	A09	5	unknown	sample	Human	RNase P	sample	RNA	HEX	16790	0	0.070071809	
E02-0137.a1	E02-0137.e1	E02-0137	AP88	B09	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	17529	0	35.35911179	
E02-0137.a2	E02-0137.e1	E02-0137	AP88	B09	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	17529	0	38.19823838	
E02-0137.a3	E02-0137.e1	E02-0137	AP88	B09	5	unknown	sample	Human	RNase P	sample	RNA	HEX	17529	0	0.268493325	
E02-0138.a1	E02-0138.e1	E02-0138	AP90	F05	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	20536	0	10.9932499	
E02-0138.a2	E02-0138.e1	E02-0138	AP90	F05	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	20536	0	10.5307312	
E02-0138.a3	E02-0138.e1	E02-0138	AP90	F05	5	unknown	sample	Human	RNase P	sample	RNA	HEX	20536	0	0.0572896	
E02-0139.a1	E02-0139.e1	E02-0139	AP90	G05	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	21133	0	17.04653359	
E02-0139.a2	E02-0139.e1	E02-0139	AP90	G05	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	21133	0	16.93357468	
E02-0139.a3	E02-0139.e1	E02-0139	AP90	G05	5	unknown	sample	Human	RNase P	sample	RNA	HEX	21133	0	0.167021349	
E02-0140.a1	E02-0140.e1	E02-0140	AP90	H05	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	18663	0	5.81379986	
E02-0140.a2	E02-0140.e1	E02-0140	AP90	H05	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	18663	0	6.13059187	
E02-0140.a3	E02-0140.e1	E02-0140	AP90	H05	5	unknown	sample	Human	RNase P	sample	RNA	HEX	18663	0	0.189127967	
E02-0141.a1	E02-0141.e1	E02-0141	AP92	A04	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	17904	0	3.02654624	
E02-0141.a2	E02-0141.e1	E02-0141	AP92	A04	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	17904	0	2.960669041	
E02-0141.a3	E02-0141.e1	E02-0141	AP92	A04	5	unknown	sample	Human	RNase P	sample	RNA	HEX	17904	0	0.197146297	
E02-0142.a1	E02-0142.e1	E02-0142	AP92	A03	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	20373	0	1.039897442	
E02-0142.a2	E02-0142.e1	E02-0142	AP92	A03	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	20373	0	1.733673454	
E02-0142.a3	E02-0142.e1	E02-0142	AP92	A03	5	unknown	sample	Human	RNase P	sample	RNA	HEX	20373	0	0	
E02-0143.a1	E02-0143.e1	E02-0143	AP92	B03	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	18568	0	1.204458475	
E02-0143.a2	E02-0143.e1	E02-0143	AP92	B03	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	18568	0	1.64851737	
E02-0143.a3	E02-0143.e1	E02-0143	AP92	B03	5	unknown	sample	Human	RNase P	sample	RNA	HEX	18568	0	0.126727045	
E02-0144.a1	E02-0144.e1	E02-0144	AP92	C03	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	19862	0	11.00931454	
E02-0144.a2	E02-0144.e1	E02-0144	AP92	C03	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	19862	0	11.7270031	
E02-0144.a3	E02-0144.e1	E02-0144	AP92	C03	5	unknown	sample	Human	RNase P	sample	RNA	HEX	19862	0	0.11847043	
E02-0145.a1	E02-0145.e1	E02-0145	AP92	D03	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	17768	0	14.05453587	
E02-0145.a2	E02-0145.e1	E02-0145	AP92	D03	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	17768	0	15.06009484	
E02-0145.a3	E02-0145.e1	E02-0145	AP92	D03	5	unknown	sample	Human	RNase P	sample	RNA	HEX	17768	0	0.264881372	
E02-0146.a1	E02-0146.e1	E02-0146	AP94	F05	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	19531	0	3.801005602	
E02-0146.a2	E02-0146.e1	E02-0146	AP94	F05	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	19531	0	3.196851015	
E02-0146.a3	E02-0146.e1	E02-0146	AP94	F05	5	unknown	sample	Human	RNase P	sample	RNA	HEX	19531	0	0.120478302	
E02-0147.a1	E02-0147.e1	E02-0147	AP94	G05	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	18187	0	4.212215424	
E02-0147.a2	E02-0147.e1	E02-0147	AP94	G05	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	18187	0	4.796636105	
E02-0147.a3	E02-0147.e1	E02-0147	AP94	G05	5	unknown	sample	Human	RNase P	sample	RNA	HEX	18187	0	0.129381999	
E02-0148.a1	E02-0148.e1	E02-0148	AP94	H05	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	17814	0	10.61444569	
E02-0148.a2	E02-0148.e1	E02-0148	AP94	H05	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	17814	0	10.6810875	
E02-0148.a3	E02-0148.e1	E02-0148	AP94	H05	5	unknown	sample	Human	RNase P	sample	RNA	HEX	17814	0	0.396318197	
E02-0149.a1	E02-0149.e1	E02-0149	AP94	A06	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	18887	0	5.995085715	
E02-0149.a2	E02-0149.e1	E02-0149	AP94	A06	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	18887	0	6.809274195	
E02-0149.a3	E02-0149.e1	E02-0149	AP94	A06	5	unknown	sample	Human	RNase P	sample	RNA	HEX	18887	0	0.373799175	
E02-0150.a1	E02-0150.e1	E02-0150	AP97	E02	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	20204	0	16.3592701	
E02-0150.a2	E02-0150.e1	E02-0150	AP97	E02	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	20204	0	14.88407231	
E02-0150.a3	E02-0150.e1	E02-0150	AP97	E02	5	unknown	sample	Human	RNase P	sample	RNA	HEX	20204	0	0.05823103	
E02-0151.a1	E02-0151.e1	E02-0151	AP97	F02	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	16833	0	2.588803053	
E02-0151.a2	E02-0151.e1	E02-0151	AP97	F02	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	16833	0	2.308657646	
E02-0151.a3	E02-0151.e1	E02-0151	AP97	F02	5	unknown	sample	Human	RNase P	sample	RNA	HEX	16833	0	0	
E02-0152.a1	E02-0152.e1	E02-0152	AP97	G02	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	16993	0	25.61601639	
E02-0152.a2	E02-0152.e1	E02-0152	AP97	G02	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	16993	0	27.10284615	
E02-0152.a3	E02-0152.e1	E02-0152	AP97	G02	5	unknown	sample	Human	RNase P	sample	RNA	HEX	16993	0	0	
E02-0153.a1	E02-0153.e1	E02-0153	AP97	H02	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	17472	0	14.49858284	
E02-0153.a2	E02-0153.e1	E02-0153	AP97	H02	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	17472	0	12.72750759	
E02-0153.a3	E02-0153.e1	E02-0153	AP97	H02	5	unknown	sample	Human	RNase P	sample	RNA	HEX	17472	0	0.067336552	
E02-0154.a1	E02-0154.e1	E02-0154	AP97	A03	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	19497	0	0.181037262	
E02-0154.a2	E02-0154.e1	E02-0154	AP97	A03	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	19497	0	0.120688409	
E02-0154.a3	E02-0154.e1	E02-0154	AP97	A03	5	unknown	sample	Human	RNase P	sample	RNA	HEX	19497	0	0	
E02-0155.a1	E02-0155.e1	E02-0155	AP100	D03	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	20604	0	13.9528532	
E02-0155.a2	E02-0155.e1	E02-0155	AP100	D03	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	20604	0	15.78580761	
E02-0155.a3	E02-0155.e1	E02-0155	AP100	D03	5	unknown	sample	Human	RNase P	sample	RNA	HEX	20604	0	0.913674831	
E02-0156.a1	E02-0156.e1	E02-0156	AP100	E03	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	21658	0	80.86773682	
E02-0156.a2	E02-0156.e1	E02-0156	AP100	E03	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	21658	0	64.9791565	
E02-0156.a3	E02-0156.e1	E02-0156	AP100	E03	5	unknown	sample	Human	RNase P	sample	RNA	HEX	21658	0	0.217286497	
E02-0157.a1	E02-0157.e1	E02-0157	AP100	F03	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	19556	0	13.01233006	
E02-0157.a2	E02-0157.e1	E02-0157	AP100	F03	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	19556	0	13.73629475	
E02-0157.a3	E02-0157.e1	E02-0157	AP100	F03	5	unknown	sample	Human	RNase P	sample	RNA	HEX	19556	0	0.721964121	
E02-0158.a1	E02-0158.e1	E02-0158	AP100	G03	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	19368	0	45.6565361	
E02-0158.a2	E02-0158.e1	E02-0158	AP100	G03	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	19368	0	39.52700806	
E02-0158.a3	E02-0158.e1	E02-0158	AP100	G03	5	unknown	sample	Human	RNase P	sample	RNA	HEX	19368	0	0.485969156	
E02-0159.a1	E02-0159.e1	E02-0159	AP100	H03	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	19072	0	21.02002906	
E02-0159.a2	E02-0159.e1	E02-0159	AP100	H03	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	19072	0	20.02874566	
E02-0159.a3	E02-0159.e1	E02-0159	AP100	H03	5	unknown	sample	Human	RNase P	sample	RNA	HEX	19072	0	0.740287244	
E02-0160.a1	E02-0160.e1	E02-0160	AP100	H06	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	18270	0	41.91313172	
E02-0160.a2	E02-0160.e1	E02-0160	AP100	H06	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	18270	0	42.69283294	
E02-0160.a3	E02-0160.e1	E02-0160	AP100	H06	5	unknown	sample	Human	RNase P	sample	RNA	HEX	18270	0	0.515176773	
E02-0161.a1	E02-0161.e1	E02-0161	AP103	F02	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	19621	0	2.63896966	
E02-0161.a2	E02-0161.e1	E02-0161	AP103	F02	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	19621	0	0.95945406	
E02-0161.a3	E02-0161.e1	E02-0161	AP103	F02	5	unknown	sample	Human	RNase P	sample	RNA	HEX	19621	0	0	
E02-0162.a1	E02-0162.e1	E02-0162	AP103	H02	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	18419	0	1.533193588	
E02-0162.a2	E02-0162.e1	E02-0162	AP103	H02	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	18419	0	1.533193588	
E02-0162.a3	E02-0162.e1	E02-0162	AP103	H02	5	unknown	sample	Human	RNase P	sample	RNA	HEX	18419	0	0	
E02-0163.a1	E02-0163.e1	E02-0163	AP103	E02	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	14697	0	1.921552658	
E02-0163.a2	E02-0163.e1	E02-0163	AP103	E02	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	14697	0	2.562244416	
E02-0163.a3	E02-0163.e1	E02-0163	AP103	E02	5	unknown	sample	Human	RNase P	sample	RNA	HEX	14697	0	0	
E02-0164.a1	E02-0164.e1	E02-0164	AP103	G02	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	20091	0	1.171287656	
E02-0164.a2	E02-0164.e1	E02-0164	AP103	G02	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	20091	0	0.46848008	
E02-0164.a3	E02-0164.e1	E02-0164	AP103	G02	5	unknown	sample	Human	RNase P	sample	RNA	HEX	20091	0	0	
E02-0165.a1	E02-0165.e1	E02-0165	AP103	D02	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	19335	0	23.6679306	
E02-0165.a2	E02-0165.e1	E02-0165	AP103	D02	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	19335	0	16.57946968	
E02-0165.a3	E02-0165.e1	E02-0165	AP103	D02	5	unknown	sample	Human	RNase P	sample	RNA	HEX	19335	0	0	
E02-0166.a1	E02-0166.e1	E02-0166	AP105	D03	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	19649	0	27.14131164	
E02-0166.a2	E02-0166.e1	E02-0166	AP105	D03	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	19649	0	29.55075646	
E02-0166.a3	E02-0166.e1	E02-0166	AP105	D03	5	unknown	sample	Human	RNase P	sample	RNA	HEX	19649	0	0.239503384	
E02-0167.a1	E02-0167.e1	E02-0167	AP105	E03	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	20178	0	30.41648864	
E02-0167.a2	E02-0167.e1	E02-0167	AP105	E03	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	20178	0	24.31744384	
E02-0167.a3	E02-0167.e1	E02-0167	AP105	E03	5	unknown	sample	Human	RNase P	sample	RNA	HEX	20178	0	0.233224243	
E02-0168.a1	E02-0168.e1	E02-0168	AP105	F03	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	21825	0	3.019633294	
E02-0168.a2	E02-0168.e1	E02-0168	AP105	F03	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	21825	0	1.72526741	
E02-0168.a3	E02-0168.e1	E02-0168	AP105	F03	5	unknown	sample	Human	RNase P	sample	RNA	HEX	21825	0	0.215623826	
E02-0169.a1	E02-0169.e1	E02-0169	AP106	G04	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	16742	0	4.49946928	
E02-0169.a2	E02-0169.e1	E02-0169	AP106	G04	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	16742	0	3.93680048	
E02-0169.a3	E02-0169.e1	E02-0169	AP106	G04	5	unknown	sample	Human	RNase P	sample	RNA	HEX	16742	0	0	
E02-0170.a1	E02-0170.e1	E02-0170	AP106	H04	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	17477	0	3.501701354	
E02-0170.a2	E02-0170.e1	E02-0170	AP106	H04	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	17477	0	5.65789032	
E02-0170.a3	E02-0170.e1	E02-0170	AP106	H04	5	unknown	sample	Human	RNase P	sample	RNA	HEX	17477	0	0.269269139	
E02-0171.a1	E02-0171.e1	E02-0171	AP106	A05	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	16564	0	23.92536926	
E02-0171.a2	E02-0171.e1	E02-0171	AP106	A05	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	16564	0	25.6389885	
E02-0171.a3	E02-0171.e1	E02-0171	AP106	A05	5	unknown	sample	Human	RNase P	sample	RNA	HEX	16564	0	0.284111589	
E02-0172.a1	E02-0172.e1	E02-0172	AP106	B05	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	15833	0	14.28822422	
E02-0172.a2	E02-0172.e1	E02-0172	AP106	B05	5	unknown	sample	SARS-CoV-2	N2	sample	RNA	FAM/HEX	15833	0	13.99010944	
E02-0172.a3	E02-0172.e1	E02-0172	AP106	B05	5	unknown	sample	Human	RNase P	sample	RNA	HEX	15833	0	1.189029694	
E02-0173.a1	E02-0173.e1	E02-0173	AP106	C05	5	unknown	sample	SARS-CoV-2	N1	sample	RNA	FAM	14953	0	11.65875912	
