assay_id	extraction_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_target	assay_target_category	assay_target_genetic_locus	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_calculated_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
G01-0079.a2	G01-0079.e1	AP32	H07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13386	0	19.34333801	
G01-0079.a3	G01-0079.e1	AP32	H07	5	Human	Internal Control	RNase P	RNA	HEX	13386	0	10.5489409	
G01-0080.a1	G01-0080.e1	AP24	B08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	18313	0	34.71648216	
G01-0080.a2	G01-0080.e1	AP24	B08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	18313	0	43.72541428	
G01-0080.a3	G01-0080.e1	AP24	B08	5	Human	Internal Control	RNase P	RNA	HEX	18313	0	5.13995111	
G01-0081.a1	G01-0081.e1	AP40	E04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13652	0	249.5042038	
G01-0081.a2	G01-0081.e1	AP40	E04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13652	0	204.2586708	
G01-0081.a3	G01-0081.e1	AP40	E04	5	Human	Internal Control	RNase P	RNA	HEX	13652	0	5.171110034	
G01-0082.a1	G01-0082.e1	AP42	B03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13151	0	413.3298111	
G01-0082.a2	G01-0082.e1	AP42	B03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13151	0	418.7930679	
G01-0082.a3	G01-0082.e1	AP42	B03	5	Human	Internal Control	RNase P	RNA	HEX	13151	0	7.157779336	
G01-0083.a1	G01-0083.e1	AP45	E05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12696	0	35.23894787	
G01-0083.a2	G01-0083.e1	AP45	E05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12696	0	27.81583548	
G01-0083.a3	G01-0083.e1	AP45	E05	5	Human	Internal Control	RNase P	RNA	HEX	12696	0	1.853366345	
G01-0084.a1	G01-0084.e1	AP49	B03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16734	0	1.406126171	
G01-0084.a2	G01-0084.e1	AP49	B03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16734	0	4.218630791	
G01-0084.a3	G01-0084.e1	AP49	B03	5	Human	Internal Control	RNase P	RNA	HEX	16734	0	1.406126171	
G01-0085.a1	G01-0085.e1	AP47	A05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17976	0	95.74678421	
G01-0085.a2	G01-0085.e1	AP47	A05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17976	0	90.49028397	
G01-0085.a3	G01-0085.e1	AP47	A05	5	Human	Internal Control	RNase P	RNA	HEX	17976	0	6.545584202	
G01-0086.a1	G01-0086.e1	AP33	A02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11573	0	4.06661123	
G01-0086.a2	G01-0086.e1	AP33	A02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11573	0	0	
G01-0086.a3	G01-0086.e1	AP33	A02	5	Human	Internal Control	RNase P	RNA	HEX	11573	0	8.133924603	
G01-0087.a1	G01-0087.e1	AP42	B04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14370	0	170.9086227	
G01-0087.a2	G01-0087.e1	AP42	B04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14370	0	169.2593384	
G01-0087.a3	G01-0087.e1	AP42	B04	5	Human	Internal Control	RNase P	RNA	HEX	14370	0	4.912707508	
G01-0088.a1	G01-0088.e1	AP45	E06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13366	0	22.89624453	
G01-0088.a2	G01-0088.e1	AP45	E06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13366	0	29.94572639	
G01-0088.a3	G01-0088.e1	AP45	E06	5	Human	Internal Control	RNase P	RNA	HEX	13366	0	0	
G01-0089.a1	G01-0089.e1	AP47	A06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17688	0	109.3338966	
G01-0089.a2	G01-0089.e1	AP47	A06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17688	0	107.9974937	
G01-0089.a3	G01-0089.e1	AP47	A06	5	Human	Internal Control	RNase P	RNA	HEX	17688	0	1.330284774	
G01-0090.a1	G01-0090.e1	AP47	A07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17418	0	121.8932724	
G01-0090.a2	G01-0090.e1	AP47	A07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17418	0	132.7588463	
G01-0090.a3	G01-0090.e1	AP47	A07	5	Human	Internal Control	RNase P	RNA	HEX	17418	0	1.350906342	
G01-0091.a1	G01-0091.e1	AP42	C03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15389	0	293.8618279	
G01-0091.a2	G01-0091.e1	AP42	C03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15389	0	228.9274788	
G01-0091.a3	G01-0091.e1	AP42	C03	5	Human	Internal Control	RNase P	RNA	HEX	15389	0	1.529025733	
G01-0092.a1	G01-0092.e1	AP42	C04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14109	0	246.4361954	
G01-0092.a2	G01-0092.e1	AP42	C04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14109	0	234.6424294	
G01-0092.a3	G01-0092.e1	AP42	C04	5	Human	Internal Control	RNase P	RNA	HEX	14109	0	5.003595948	
G01-0093.a1	G01-0093.e1	AP45	E04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13270	0	106.6289425	
G01-0093.a2	G01-0093.e1	AP45	E04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13270	0	124.4474983	
G01-0093.a3	G01-0093.e1	AP45	E04	5	Human	Internal Control	RNase P	RNA	HEX	13270	0	0	
G01-0094.a1	G01-0094.e1	AP47	A08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	18486	0	186.5699196	
G01-0094.a2	G01-0094.e1	AP47	A08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	18486	0	187.8529167	
G01-0094.a3	G01-0094.e1	AP47	A08	5	Human	Internal Control	RNase P	RNA	HEX	18486	0	2.545784414	
G01-0095.a1	G01-0095.e1	AP47	B01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13660	0	62.0920229	
G01-0095.a2	G01-0095.e1	AP47	B01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13660	0	24.12742853	
G01-0095.a3	G01-0095.e1	AP47	B01	5	Human	Internal Control	RNase P	RNA	HEX	13660	0	1.722567528	
G01-0096.a1	G01-0096.e1	AP40	E05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14077	0	181.2158012	
G01-0096.a2	G01-0096.e1	AP40	E05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14077	0	186.2695313	
G01-0096.a3	G01-0096.e1	AP40	E05	5	Human	Internal Control	RNase P	RNA	HEX	14077	0	6.686866879	
G01-0097.a1	G01-0097.e1	AP42	C05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15330	0	242.215538	
G01-0097.a2	G01-0097.e1	AP42	C05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15330	0	271.6981125	
G01-0097.a3	G01-0097.e1	AP42	C05	5	Human	Internal Control	RNase P	RNA	HEX	15330	0	4.605032206	
G01-0098.a1	G01-0098.e1	AP45	E03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12699	0	12.97356486	
G01-0098.a2	G01-0098.e1	AP45	E03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12699	0	16.68161154	
G01-0098.a3	G01-0098.e1	AP45	E03	5	Human	Internal Control	RNase P	RNA	HEX	12699	0	0	
G01-0099.a1	G01-0099.e1	AP45	E07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15102	0	48.3486557	
G01-0099.a2	G01-0099.e1	AP45	E07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15102	0	56.15613937	
G01-0099.a3	G01-0099.e1	AP45	E07	5	Human	Internal Control	RNase P	RNA	HEX	15102	0	4.674562812	
G01-0100.a1	G01-0100.e1	AP49	B02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15429	0	16.78111553	
G01-0100.a2	G01-0100.e1	AP49	B02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15429	0	12.20326066	
G01-0100.a3	G01-0100.e1	AP49	B02	5	Human	Internal Control	RNase P	RNA	HEX	15429	0	0	
G01-0101.a1	G01-0101.e1	AP63	E04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12082	0	1.947557032	
G01-0101.a2	G01-0101.e1	AP63	E04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12082	0	5.843154788	
G01-0102.a1	G01-0102.e1	AP69	B01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16870	0	1.394790113	
G01-0102.a2	G01-0102.e1	AP69	B01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16870	0	2.789662778	
G01-0102.a3	G01-0102.e1	AP69	B01	5	Human	Internal Control	RNase P	RNA	HEX	16870	0	0	
G01-0103.a1	G01-0103.e1	AP69	B05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17413	0	1.351294219	
G01-0103.a2	G01-0103.e1	AP69	B05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17413	0	1.351294219	
G01-0103.a3	G01-0103.e1	AP69	B05	5	Human	Internal Control	RNase P	RNA	HEX	17413	0	0	
G01-0104.a1	G01-0104.e1	AP73	A01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13190	0	10.70573092	
G01-0104.a2	G01-0104.e1	AP73	A01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13190	0	1.783950329	
G01-0104.a3	G01-0104.e1	AP73	A01	5	Human	Internal Control	RNase P	RNA	HEX	13190	0	3.568035662	
G01-0105.a1	G01-0105.e1	AP77	B05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12788	0	7.360991836	
G01-0105.a2	G01-0105.e1	AP77	B05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12788	0	1.84003219	
G01-0105.a3	G01-0105.e1	AP77	B05	5	Human	Internal Control	RNase P	RNA	HEX	12788	0	1.84003219	
G01-0106.a1	G01-0106.e1	AP63	E02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14554	0	3.23361665	
G01-0106.a2	G01-0106.e1	AP63	E02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14554	0	3.23361665	
G01-0107.a1	G01-0107.e1	AP69	B03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16893	0	2.785864472	
G01-0107.a2	G01-0107.e1	AP69	B03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16893	0	1.39289096	
G01-0107.a3	G01-0107.e1	AP69	B03	5	Human	Internal Control	RNase P	RNA	HEX	16893	0	0	
G01-0108.a1	G01-0108.e1	AP73	A02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14840	0	0	
G01-0108.a2	G01-0108.e1	AP73	A02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14840	0	1.585593224	
G01-0108.a3	G01-0108.e1	AP73	A02	5	Human	Internal Control	RNase P	RNA	HEX	14840	0	0	
G01-0109.a1	G01-0109.e1	AP77	B06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14051	0	5.024252534	
G01-0109.a2	G01-0109.e1	AP77	B06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14051	0	1.674631685	
G01-0109.a3	G01-0109.e1	AP77	B06	5	Human	Internal Control	RNase P	RNA	HEX	14051	0	0	
G01-0110.a1	G01-0110.e1	AP77	B07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12159	0	1.935223192	
G01-0110.a2	G01-0110.e1	AP77	B07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12159	0	0	
G01-0110.a3	G01-0110.e1	AP77	B07	5	Human	Internal Control	RNase P	RNA	HEX	12159	0	1.935223192	
G01-0111.a1	G01-0111.e1	AP63	E05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14803	0	3.179220557	
G01-0111.a2	G01-0111.e1	AP63	E05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14803	0	6.358870268	
G01-0112.a1	G01-0112.e1	AP66	D02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14172	0	0	
G01-0112.a2	G01-0112.e1	AP66	D02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14172	0	0	
G01-0112.a3	G01-0112.e1	AP66	D02	5	Human	Internal Control	RNase P	RNA	HEX	14172	0	0	
G01-0113.a1	G01-0113.e1	AP69	B04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17870	0	2.633545399	
G01-0113.a2	G01-0113.e1	AP69	B04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17870	0	2.633545399	
G01-0113.a3	G01-0113.e1	AP69	B04	5	Human	Internal Control	RNase P	RNA	HEX	17870	0	2.633545399	
G01-0114.a1	G01-0114.e1	AP73	A03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13767	0	6.837460995	
G01-0114.a2	G01-0114.e1	AP73	A03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13767	0	3.418482244	
G01-0114.a3	G01-0114.e1	AP73	A03	5	Human	Internal Control	RNase P	RNA	HEX	13767	0	0	
G01-0115.a1	G01-0115.e1	AP77	B08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14122	0	4.998989701	
G01-0115.a2	G01-0115.e1	AP77	B08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14122	0	4.998989701	
G01-0115.a3	G01-0115.e1	AP77	B08	5	Human	Internal Control	RNase P	RNA	HEX	14122	0	3.332541883	
G01-0116.a1	G01-0116.e1	AP63	E06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13407	0	8.776683807	
G01-0116.a2	G01-0116.e1	AP63	E06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13407	0	3.510280848	
G01-0117.a1	G01-0117.e1	AP66	D01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14153	0	0	
G01-0117.a2	G01-0117.e1	AP66	D01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14153	0	0	
G01-0117.a3	G01-0117.e1	AP66	D01	5	Human	Internal Control	RNase P	RNA	HEX	14153	0	0	
G01-0118.a1	G01-0118.e1	AP69	B02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	18410	0	2.556294501	
G01-0118.a2	G01-0118.e1	AP69	B02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	18410	0	0	
G01-0118.a3	G01-0118.e1	AP69	B02	5	Human	Internal Control	RNase P	RNA	HEX	18410	0	0	
G01-0119.a1	G01-0119.e1	AP73	A04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15388	0	7.646619081	
G01-0119.a2	G01-0119.e1	AP73	A04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15388	0	6.117096543	
G01-0119.a3	G01-0119.e1	AP73	A04	5	Human	Internal Control	RNase P	RNA	HEX	15388	0	1.529124975	
G01-0120.a1	G01-0120.e1	AP73	A05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16028	0	7.341241241	
G01-0120.a2	G01-0120.e1	AP73	A05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16028	0	5.872809887	
G01-0120.a3	G01-0120.e1	AP73	A05	5	Human	Internal Control	RNase P	RNA	HEX	16028	0	0	
G01-0121.a1	G01-0121.e1	AP60	A06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13746	0	78.87152672	
G01-0121.a2	G01-0121.e1	AP60	A06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13746	0	22.26299286	
G01-0121.a3	G01-0121.e1	AP60	A06	5	Human	Internal Control	RNase P	RNA	HEX	13746	0	11.98514819	
G01-0122.a1	G01-0122.e1	AP63	E03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14906	0	18.94986272	
G01-0122.a2	G01-0122.e1	AP63	E03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14906	0	18.94986272	
G01-0123.a1	G01-0123.e1	AP66	C06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14703	0	0	
G01-0123.a2	G01-0123.e1	AP66	C06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14703	0	4.801430702	
G01-0123.a3	G01-0123.e1	AP66	C06	5	Human	Internal Control	RNase P	RNA	HEX	14703	0	1.600368023	
G01-0124.a1	G01-0124.e1	AP66	C07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15531	0	0	
G01-0124.a2	G01-0124.e1	AP66	C07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15531	0	1.515045315	
G01-0124.a3	G01-0124.e1	AP66	C07	5	Human	Internal Control	RNase P	RNA	HEX	15531	0	0	
G01-0125.a1	G01-0125.e1	AP66	C08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14779	0	0	
G01-0125.a2	G01-0125.e1	AP66	C08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14779	0	3.184383512	
G01-0125.a3	G01-0125.e1	AP66	C08	5	Human	Internal Control	RNase P	RNA	HEX	14779	0	0	
G01-0126.a1	G01-0126.e1	AP53	E02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16386	0	15.80071092	
G01-0126.a2	G01-0126.e1	AP53	E02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16386	0	12.9270637	
G01-0126.a3	G01-0126.e1	AP53	E02	5	Human	Internal Control	RNase P	RNA	HEX	16386	0	0	
G01-0127.a1	G01-0127.e1	AP53	E05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17267	0	10.90397358	
G01-0127.a2	G01-0127.e1	AP53	E05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17267	0	14.99426723	
G01-0127.a3	G01-0127.e1	AP53	E05	5	Human	Internal Control	RNase P	RNA	HEX	17267	0	2.725519836	
G01-0128.a1	G01-0128.e1	AP56	C06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13775	0	13.66896391	
G01-0128.a2	G01-0128.e1	AP56	C06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13775	0	18.7968719	
G01-0128.a3	G01-0128.e1	AP56	C06	5	Human	Internal Control	RNase P	RNA	HEX	13775	0	1.708186269	
G01-0129.a1	G01-0129.e1	AP58	A02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16218	0	20.32026291	
G01-0129.a2	G01-0129.e1	AP58	A02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16218	0	23.22458982	
G01-0129.a3	G01-0129.e1	AP58	A02	5	Human	Internal Control	RNase P	RNA	HEX	16218	0	2.90182054	
G01-0130.a1	G01-0130.e1	AP58	A04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16025	0	0	
G01-0130.a2	G01-0130.e1	AP58	A04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16025	0	2.936771214	
G01-0130.a3	G01-0130.e1	AP58	A04	5	Human	Internal Control	RNase P	RNA	HEX	16025	0	4.405294359	
G01-0131.a1	G01-0131.e1	AP53	E03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17488	0	1.34549886	
G01-0131.a2	G01-0131.e1	AP53	E03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17488	0	1.34549886	
G01-0131.a3	G01-0131.e1	AP53	E03	5	Human	Internal Control	RNase P	RNA	HEX	17488	0	1.34549886	
G01-0132.a1	G01-0132.e1	AP55	F06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12454	0	11.33856416	
G01-0132.a2	G01-0132.e1	AP55	F06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12454	0	1.889381409	
G01-0132.a3	G01-0132.e1	AP55	F06	5	Human	Internal Control	RNase P	RNA	HEX	12454	0	1.889381409	
G01-0133.a1	G01-0133.e1	AP56	C07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15193	0	51.16271019	
G01-0133.a2	G01-0133.e1	AP56	C07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15193	0	74.45531845	
G01-0133.a3	G01-0133.e1	AP56	C07	5	Human	Internal Control	RNase P	RNA	HEX	15193	0	0	
G01-0134.a1	G01-0134.e1	AP60	A03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14212	0	16.56184435	
G01-0134.a2	G01-0134.e1	AP60	A03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14212	0	14.90513563	
G01-0134.a3	G01-0134.e1	AP60	A03	5	Human	Internal Control	RNase P	RNA	HEX	14212	0	6.623338461	
G01-0135.a1	G01-0135.e1	AP60	A07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13096	0	37.76070833	
G01-0135.a2	G01-0135.e1	AP60	A07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13096	0	19.77186084	
G01-0135.a3	G01-0135.e1	AP60	A07	5	Human	Internal Control	RNase P	RNA	HEX	13096	0	0	
G01-0136.a1	G01-0136.e1	AP51	B08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15702	0	8.992704749	
G01-0136.a2	G01-0136.e1	AP51	B08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15702	0	10.49182296	
G01-0136.a3	G01-0136.e1	AP51	B08	5	Human	Internal Control	RNase P	RNA	HEX	15702	0	1.498545408	
G01-0137.a1	G01-0137.e1	AP53	E06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	20016	0	2.351177782	
G01-0137.a2	G01-0137.e1	AP53	E06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	20016	0	1.175559536	
G01-0137.a3	G01-0137.e1	AP53	E06	5	Human	Internal Control	RNase P	RNA	HEX	20016	0	1.175559536	
G01-0138.a1	G01-0138.e1	AP55	F07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12355	0	11.42944217	
G01-0138.a2	G01-0138.e1	AP55	F07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12355	0	1.904521585	
G01-0138.a3	G01-0138.e1	AP55	F07	5	Human	Internal Control	RNase P	RNA	HEX	12355	0	0	
G01-0139.a1	G01-0139.e1	AP58	A03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15771	0	0	
G01-0139.a2	G01-0139.e1	AP58	A03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15771	0	1.491989046	
G01-0139.a3	G01-0139.e1	AP58	A03	5	Human	Internal Control	RNase P	RNA	HEX	15771	0	2.984072566	
G01-0140.a1	G01-0140.e1	AP60	A04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13323	0	47.73239613	
G01-0140.a2	G01-0140.e1	AP60	A04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13323	0	63.66474152	
G01-0140.a3	G01-0140.e1	AP60	A04	5	Human	Internal Control	RNase P	RNA	HEX	13323	0	3.532414436	
G01-0141.a1	G01-0141.e1	AP49	B06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15382	0	21.42515659	
G01-0141.a2	G01-0141.e1	AP49	B06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15382	0	18.36322546	
G01-0141.a3	G01-0141.e1	AP49	B06	5	Human	Internal Control	RNase P	RNA	HEX	15382	0	0	
G01-0142.a1	G01-0142.e1	AP53	E04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17570	0	24.11761522	
G01-0142.a2	G01-0142.e1	AP53	E04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17570	0	18.75600934	
G01-0142.a3	G01-0142.e1	AP53	E04	5	Human	Internal Control	RNase P	RNA	HEX	17570	0	10.71588874	
G01-0143.a1	G01-0143.e1	AP55	F08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11777	0	27.98741102	
G01-0143.a2	G01-0143.e1	AP55	F08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11777	0	0	
G01-0143.a3	G01-0143.e1	AP55	F08	5	Human	Internal Control	RNase P	RNA	HEX	11777	0	0	
G01-0144.a1	G01-0144.e1	AP58	A05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14138	0	0	
G01-0144.a2	G01-0144.e1	AP58	A05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14138	0	0	
G01-0144.a3	G01-0144.e1	AP58	A05	5	Human	Internal Control	RNase P	RNA	HEX	14138	0	1.664326191	
G01-0145.a1	G01-0145.e1	AP60	A05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13574	0	128.6238289	
G01-0145.a2	G01-0145.e1	AP60	A05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13574	0	52.06008434	
G01-0145.a3	G01-0145.e1	AP60	A05	5	Human	Internal Control	RNase P	RNA	HEX	13574	0	1.733481437	
G01-0146.a1	G01-0146.e1	AP49	B04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15586	0	13.59077811	
G01-0146.a2	G01-0146.e1	AP49	B04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15586	0	12.08030462	
G01-0146.a3	G01-0146.e1	AP49	B04	5	Human	Internal Control	RNase P	RNA	HEX	15586	0	0	
G01-0147.a1	G01-0147.e1	AP49	B05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15563	0	12.09816217	
G01-0147.a2	G01-0147.e1	AP49	B05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15563	0	12.09816217	
G01-0147.a3	G01-0147.e1	AP49	B05	5	Human	Internal Control	RNase P	RNA	HEX	15563	0	1.511930078	
G01-0148.a1	G01-0148.e1	AP51	B05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16990	0	1.384938508	
G01-0148.a2	G01-0148.e1	AP51	B05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16990	0	4.155060053	
G01-0148.a3	G01-0148.e1	AP51	B05	5	Human	Internal Control	RNase P	RNA	HEX	16990	0	0	
G01-0149.a1	G01-0149.e1	AP51	B07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16053	0	1.465778649	
G01-0149.a2	G01-0149.e1	AP51	B07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16053	0	1.465778649	
G01-0149.a3	G01-0149.e1	AP51	B07	5	Human	Internal Control	RNase P	RNA	HEX	16053	0	0	
G01-0150.a1	G01-0150.e1	AP51	B06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14676	0	12.82956004	
G01-0150.a2	G01-0150.e1	AP51	B06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14676	0	8.017654419	
G01-0150.a3	G01-0150.e1	AP51	B06	5	Human	Internal Control	RNase P	RNA	HEX	14676	0	0	
G01-0151.a1	G01-0151.e1	AP80	A01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12439	0	13.24481368	
G01-0151.a2	G01-0151.e1	AP80	A01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12439	0	7.567551732	
G01-0151.a3	G01-0151.e1	AP80	A01	5	Human	Internal Control	RNase P	RNA	HEX	12439	0	0	
