Asset Tag ID,Sample Collection Method,Sample Collection By,Sample Retrieved Date/Time,Sample Collection Start,Sample Collection End,Sample Received By,Sample Received Date,Assay Date,Comments,Sample QC Check,Sample Flow (MGD),Event Type,Site,Location,Category,Department
E01-0655,Composite,,10/03/2024 09:00 AM,10/02/2024 09:00 AM,10/03/2024 09:00 AM,AJ,10/10/2024,,,Pass,2.186,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0656,Composite,,10/04/2024 09:00 AM,10/03/2024 09:00 AM,10/04/2024 09:00 AM,AJ,10/10/2024,,,Pass,2.186,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0657,Composite,,10/08/2024 09:00 AM,10/07/2024 09:00 AM,10/08/2024 09:00 AM,AJ,10/10/2024,,,Pass,1.665,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0658,Composite,,10/09/2024 09:00 AM,10/08/2024 09:00 AM,10/09/2024 09:00 AM,AJ,10/10/2024,,,Pass,1.672,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0660,Composite,,10/15/2024 09:00 AM,10/14/2024 09:00 AM,10/15/2024 09:00 AM,AJ,10/21/2024,,,Pass,1.469,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0659,Composite,,10/11/2024 09:00 AM,10/10/2024 09:00 AM,10/11/2024 09:00 AM,AJ,10/21/2024,,,Pass,1.528,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0661,Composite,,10/16/2024 09:00 AM,10/15/2024 09:00 AM,10/16/2024 09:00 AM,AJ,10/21/2024,,,Pass,1.900,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0662,Composite,,10/18/2024 09:00 AM,10/17/2024 09:00 AM,10/18/2024 09:00 AM,AJ,10/29/2024,,,Pass,1.52,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0663,Composite,,10/21/2024 09:00 AM,10/20/2024 09:00 AM,10/21/2024 09:00 AM,AJ,10/29/2024,,,Pass,1.440,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0664,Composite,,,10/22/2024 09:00 AM,10/23/2024 09:00 AM,AJ,10/29/2024,,,Pass,1.331,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0665,Composite,,10/25/2024 09:00 AM,10/24/2024 09:00 AM,10/25/2024 09:00 AM,AJ,11/07/2024,,,Pass,1.298,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0666,Composite,,10/29/2024 09:00 AM,10/28/2024 09:00 AM,10/29/2024 09:00 AM,AJ,11/07/2024,,,Pass,1.434,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0667,Composite,,10/30/2024 09:00 AM,10/29/2024 09:00 AM,10/30/2024 09:00 AM,AJ,11/07/2024,,,Pass,2.313,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0669,Composite,,11/05/2024 09:00 AM,11/04/2024 09:00 AM,11/05/2024 09:00 AM,AJ,11/14/2024,,,Pass,2.308,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0670,Composite,,11/06/2024 09:00 AM,11/05/2024 09:00 AM,11/06/2024 09:00 AM,AJ,11/14/2024,,,Pass,2.308,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0668,Composite,,11/01/2024 09:00 AM,10/31/2024 09:00 AM,11/01/2024 09:00 AM,AJ,11/14/2024,,,Pass,2.475,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0672,Composite,,11/12/2024 09:00 AM,11/11/2024 09:00 AM,11/12/2024 09:00 AM,AJ,11/21/2024,,,Pass,2.586,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0673,Composite,,11/13/2024 09:00 AM,11/12/2024 09:00 AM,11/13/2024 09:00 AM,AJ,11/21/2024,,,Pass,2.326,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0671,Composite,,11/08/2024 09:00 AM,11/07/2024 09:00 AM,11/08/2024 09:00 AM,AJ,11/21/2024,,,Pass,2.253,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0675,Composite,,11/15/2024 09:00 AM,11/14/2024 09:00 AM,11/15/2024 09:00 AM,AJ,11/21/2024,,,Pass,3.846,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0676,Composite,,11/19/2024 09:00 AM,11/18/2024 09:00 AM,11/19/2024 09:00 AM,AJ,11/21/2024,,,Pass,2.507,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0677,Composite,,11/20/2024 09:00 AM,11/19/2024 09:00 AM,11/20/2024 09:00 AM,AJ,11/21/2024,,,Pass,4.046,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0679,Composite,,11/26/2024 09:00 AM,11/25/2024 09:00 AM,11/26/2024 09:00 AM,AJ,12/05/2024,,,Pass,3.010,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0678,Composite,,11/22/2024 09:00 AM,11/21/2024 09:00 AM,11/22/2024 09:00 AM,AJ,12/05/2024,,,Pass,3.047,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0680,Composite,,11/27/2024 09:00 AM,11/26/2024 09:00 AM,11/27/2024 09:00 AM,AJ,12/05/2024,,,Pass,2.978,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0707,Composite,,01/07/2025 09:00 AM,01/06/2025 09:00 AM,01/07/2025 09:00 AM,AJ,01/16/2025,,,Pass,7.115,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0708,Composite,,01/08/2025 09:00 AM,01/07/2025 09:00 AM,01/08/2025 09:00 AM,AJ,01/16/2025,,,Pass,5.011,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0706,Composite,,01/06/2025 07:30 AM,01/05/2025 07:30 AM,01/06/2025 07:30 AM,AJ,01/16/2025,,,Pass,9.059,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0681,Composite,,01/10/2025 09:00 AM,01/09/2025 09:00 AM,01/10/2025 09:00 AM,AJ,01/16/2025,,,Pass,4.378,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0682,Composite,,01/14/2025 09:00 AM,01/13/2025 09:00 AM,01/14/2025 09:00 AM,AJ,01/16/2025,,,Pass,3.731,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0683,Composite,,01/15/2025 09:00 AM,01/14/2025 09:00 AM,01/15/2025 09:00 AM,AJ,01/16/2025,,,Pass,3.559,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0685,Composite,,01/17/2025 09:00 AM,01/16/2025 09:00 AM,01/17/2025 09:00 AM,AJ,01/23/2025,,,Pass,4.530,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0686,Composite,,01/21/2025 09:00 AM,01/20/2025 09:00 AM,01/21/2025 09:00 AM,AJ,01/23/2025,,,Pass,5.35,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0684,Composite,,01/16/2025 09:00 AM,01/15/2025 09:00 AM,01/16/2025 09:00 AM,AJ,01/23/2025,,,Pass,3.407,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0690,Composite,,01/31/2025 09:00 AM,01/30/2025 09:00 AM,01/31/2025 09:00 AM,AJ,02/06/2025,,,Pass,12.197,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0692,Composite,,02/04/2025 09:00 AM,02/03/2025 09:00 AM,02/04/2025 09:00 AM,AJ,02/06/2025,,,Pass,5.231,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0691,Composite,,02/03/2025 07:00 AM,02/02/2025 07:00 AM,02/03/2025 07:00 AM,AJ,02/06/2025,,,Pass,6.70,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0695,Composite,,02/12/2025 10:00 AM,02/11/2025 10:00 AM,02/12/2025 10:00 AM,AJ,02/20/2025,,,Pass,6.792,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0694,Composite,,02/11/2025 10:00 AM,02/10/2025 10:00 AM,02/11/2025 10:00 AM,AJ,02/20/2025,,,Pass,7.200,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0693,Composite,,02/07/2025 10:00 AM,02/06/2025 10:00 AM,02/07/2025 10:00 AM,AJ,02/20/2025,,,Pass,4.361,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0725,Composite,,03/04/2025 09:00 AM,03/03/2025 09:00 AM,03/04/2025 09:00 AM,AJ,03/13/2025,,,Pass,3.308,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0726,Composite,,03/05/2025 09:00 AM,03/04/2025 09:00 AM,03/05/2025 09:00 AM,AJ,03/13/2025,,,Pass,3.250,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0724,Composite,,03/03/2025 09:00 AM,03/02/2025 09:00 AM,03/03/2025 09:00 AM,AJ,03/13/2025,,,Pass,3.505,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0727,Composite,,03/10/2025 03:00 PM,03/10/2025 07:00 AM,03/10/2025 03:00 PM,AJ,03/20/2025,,,Pass,3.854,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0728,Composite,,03/11/2025 09:00 AM,03/10/2025 03:00 PM,03/11/2025 09:00 AM,AJ,03/20/2025,,,Pass,3.744,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0729,Composite,,03/12/2025 09:00 AM,03/11/2025 09:00 AM,03/12/2025 09:00 AM,AJ,03/20/2025,,,Pass,3.346,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0601,Composite,,03/14/2025 09:00 AM,03/13/2025 09:00 AM,03/14/2025 09:00 AM,AJ,03/27/2025,,,Pass,4.175,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0603,Composite,,03/19/2025 09:00 AM,03/18/2025 09:00 AM,03/19/2025 09:00 AM,AJ,03/27/2025,,,Pass,3.405,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0602,Composite,,03/18/2025 09:00 AM,03/17/2025 09:00 AM,03/18/2025 09:00 AM,AJ,03/27/2025,,,Pass,3.225,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0604,Composite,,03/20/2025 09:00 AM,03/19/2025 09:00 AM,03/20/2025 09:00 AM,AJ,03/27/2025,,,Pass,3.435,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0605,Composite,,03/21/2025 09:00 AM,03/20/2025 09:00 AM,03/21/2025 09:00 AM,AJ,03/27/2025,,,Pass,3.220,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0606,Composite,,03/25/2025 09:00 AM,03/24/2025 09:00 AM,03/25/2025 09:00 AM,AJ,03/27/2025,,,Pass,4.478,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0607,Composite,,03/27/2025 09:00 AM,03/26/2025 09:00 AM,03/27/2025 09:00 AM,AJ,04/11/2025,,,Pass,4.514,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0608,Composite,,03/28/2025 09:00 AM,03/27/2025 08:00 AM,03/28/2025 09:00 AM,AJ,04/11/2025,,,Pass,4.511,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0609,Composite,,04/02/2025 09:00 AM,04/01/2025 09:00 AM,04/02/2025 09:00 AM,AJ,04/11/2025,,,Pass,3.371,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0610,Composite,,04/04/2025 09:00 AM,04/03/2025 09:00 AM,04/04/2025 09:00 AM,AJ,04/17/2025,,,Pass,3.617,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0611,Composite,,04/08/2025 09:00 AM,04/07/2025 09:00 AM,04/08/2025 09:00 AM,AJ,04/17/2025,,,Pass,6.562,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0612,Composite,,04/09/2025 09:00 AM,04/08/2025 09:00 AM,04/09/2025 09:00 AM,AJ,04/17/2025,,,Pass,4.488,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0614,Composite,,04/11/2025 09:00 AM,04/10/2025 09:00 AM,04/11/2025 09:00 AM,AJ,04/24/2025,,,Pass,4.419,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0615,Composite,,04/15/2025 09:00 AM,04/14/2025 09:00 AM,04/15/2025 09:00 AM,AJ,04/24/2025,,,Pass,4.155,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0616,Composite,,04/16/2025 09:00 AM,04/15/2025 09:00 AM,04/16/2025 09:00 AM,AJ,04/24/2025,,,Pass,4.504,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0617,Composite,,04/18/2025 09:00 AM,04/17/2025 09:00 AM,03/18/2025 07:00 AM,AJ,05/01/2025,,,Pass,3.471,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0618,Composite,,04/22/2025 09:00 AM,04/21/2025 09:00 AM,04/22/2025 09:00 AM,AJ,05/01/2025,,,Pass,3.026,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0619,Composite,,04/23/2025 09:00 AM,04/22/2025 09:00 AM,04/23/2025 09:00 AM,AJ,05/01/2025,,,Pass,3.057,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0737,Composite,,04/25/2025 09:00 AM,04/24/2025 09:00 AM,04/25/2025 09:00 AM,AJ,05/08/2025,,,Pass,3.042,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0738,Composite,,04/29/2025 09:00 AM,04/28/2025 09:00 AM,04/29/2025 09:00 AM,AJ,05/08/2025,,,Pass,4.120,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0739,Composite,,04/30/2025 09:00 AM,04/29/2025 09:00 AM,04/30/2025 09:00 AM,AJ,05/08/2025,,,Pass,5.445,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0732,Composite,,05/01/2025 09:00 AM,04/30/2025 09:00 AM,05/01/2025 09:00 AM,AJ,05/15/2025,,,Pass,3.194,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0733,Composite,,05/02/2025 09:00 AM,05/01/2025 09:00 AM,05/02/2025 09:00 AM,AJ,05/15/2025,,,Pass,3.372,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0734,Composite,,05/06/2025 09:00 AM,05/05/2025 09:00 AM,05/06/2025 09:00 AM,AJ,05/15/2025,,,Pass,5.647,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0730,,,05/09/2025 09:00 AM,05/08/2025 09:00 AM,05/09/2025 09:00 AM,EM,05/21/2025,,,Pass,4.35,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0731,Composite,,05/13/2025 09:00 AM,05/12/2025 09:00 AM,05/13/2025 09:00 AM,EM,05/21/2025,,,Pass,5.65,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0735,Composite,,05/14/2025 09:00 AM,05/13/2025 09:00 AM,05/14/2025 09:00 AM,EM,05/21/2025,,,Pass,8.10,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0740,Composite,,05/15/2025 09:00 AM,05/14/2025 09:00 AM,05/15/2025 09:00 AM,BB,05/29/2025,,,Pass,5.935,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0743,Composite,,05/21/2025 09:00 AM,05/20/2025 09:00 AM,05/21/2025 09:00 AM,BB,05/29/2025,,,Pass,4.822,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0742,Composite,,05/20/2025 09:00 AM,05/19/2025 09:00 AM,05/20/2025 09:00 AM,BB,05/29/2025,,,Pass,4.822,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0741,Composite,,05/16/2025 09:00 AM,05/15/2025 09:00 AM,05/16/2025 09:00 AM,BB,05/29/2025,,,Pass,6.676,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0745,Composite,,05/23/2025 09:00 AM,05/22/2025 09:00 AM,05/23/2025 09:00 AM,BB,06/04/2025,,,Fail: Missing Required Data,,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0746,Composite,,05/27/2025 09:00 AM,05/26/2025 09:00 AM,05/27/2025 09:00 AM,BB,06/04/2025,,,Pass,4.630,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0744,Composite,,05/22/2025 09:00 AM,05/21/2025 09:00 AM,05/22/2025 09:00 AM,BB,06/04/2025,,,Pass,5.093,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0757,Composite,,06/03/2025 09:00 AM,06/02/2025 09:00 AM,06/03/2025 09:00 AM,ID,06/10/2025,,,Pass,4.498,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0756,Composite,,05/30/2025 09:00 AM,05/29/2025 09:00 AM,05/30/2025 09:00 AM,ID,06/10/2025,,,Pass,7.865,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0758,Composite,,06/04/2025 09:00 AM,06/03/2025 09:00 AM,06/04/2025 09:00 AM,ID,06/10/2025,,,Pass,4.313,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0621,Composite,,06/06/2025 09:00 AM,06/05/2025 09:00 AM,06/06/2025 09:00 AM,AJ,06/19/2025,,,Pass,6.238,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0622,Composite,,06/10/2025 09:00 AM,06/09/2025 09:00 AM,06/10/2025 09:00 AM,AJ,06/19/2025,,,Pass,6.225,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0623,Composite,,06/11/2025 09:00 AM,06/10/2025 09:00 AM,06/11/2025 09:00 AM,AJ,06/19/2025,,,Pass,5.275,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0620,Composite,,06/13/2025 09:00 AM,06/12/2025 09:00 AM,06/13/2025 09:00 AM,AJ,06/26/2025,,,Pass,5.452,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0624,Composite,,06/17/2025 09:00 AM,06/16/2025 09:00 AM,06/17/2025 09:00 AM,AJ,06/26/2025,,,Pass,4.141,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
E01-0625,Composite,,06/18/2025 09:00 AM,06/17/2025 09:00 AM,06/18/2025 09:00 AM,AJ,06/26/2025,,,Pass,4.714,Routine Surveillance,Mercer,PrincetonWWTP-01,Sample,WWTP
J01-0414,Composite,,08/05/2024 07:30 AM,08/04/2024 07:30 AM,08/05/2024 07:30 AM,AJ,08/08/2024,,,Pass,0.050,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0415,Composite,,08/12/2024 07:30 AM,08/11/2024 07:30 AM,08/12/2024 07:30 AM,AJ,08/13/2024,,,Pass,0.053,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0416,Composite,,08/19/2024 07:30 AM,08/18/2024 07:30 AM,08/19/2024 07:30 AM,AJ,08/20/2024,,,Pass,0.049,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0417,Composite,,08/26/2024 07:40 AM,08/25/2024 07:40 AM,08/26/2024 07:40 AM,AJ,08/28/2024,,,Pass,0.038,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0419,Composite,,09/03/2024 07:30 AM,09/02/2024 07:30 AM,09/03/2024 07:30 AM,AJ,09/05/2024,,,Pass,0.055,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0420,Composite,,09/09/2024 07:30 AM,09/08/2024 07:30 AM,09/09/2024 07:30 AM,AJ,09/11/2024,,,Pass,0.036,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0421,Composite,,09/16/2024 07:30 AM,09/15/2024 07:30 AM,09/16/2024 07:30 AM,AJ,09/19/2024,,,Pass,0.038,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0422,Composite,,09/23/2024 07:30 AM,09/22/2024 07:30 AM,09/23/2024 07:30 AM,AJ,09/25/2024,,,Pass,0.037,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0501,Composite,,09/30/2024 07:30 AM,09/29/2024 07:30 AM,09/30/2024 07:30 AM,AJ,10/02/2024,,,Pass,0.056,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0502,Composite,,10/07/2024 08:15 AM,10/06/2024 08:15 AM,10/07/2024 08:15 AM,AJ,10/08/2024,,,Pass,0.074,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0503,Composite,,10/14/2024 07:30 AM,10/13/2024 07:30 AM,10/14/2024 07:30 AM,AJ,10/21/2024,,LEFT IN OFFICE OVER WEEKEND,Fail: Temperature Above Threshold,0.047,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0504,Composite,,10/21/2024 07:30 AM,10/20/2024 07:30 AM,10/21/2024 07:30 AM,AJ,10/22/2024,,,Pass,0.042,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0505,Composite,,10/28/2024 07:30 AM,10/27/2024 07:30 AM,10/28/2024 07:30 AM,AJ,10/30/2024,,,Pass,0.035,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0506,Composite,,11/04/2024 07:30 AM,11/03/2024 07:30 AM,11/04/2024 07:30 AM,AJ,11/07/2024,,,Pass,0.039,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0507,,,,,,AJ,11/14/2024,,,Fail: Missing Required Data,,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0509,Composite,,11/18/2024 07:30 AM,11/17/2024 07:30 AM,11/18/2024 07:30 AM,AJ,11/21/2024,,,Pass,0.057,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0508,Composite,,11/25/2024 07:30 AM,11/24/2024 07:30 AM,11/25/2024 07:30 AM,AJ,12/02/2024,,,Pass,0.392,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0510,Composite,,12/02/2024 07:30 AM,12/01/2024 07:30 AM,12/02/2024 07:30 AM,AJ,12/05/2024,,,Pass,0.199,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0511,Composite,,12/09/2024 07:30 AM,12/08/2024 07:30 AM,12/09/2024 07:30 AM,AJ,12/11/2024,,,Pass,0.114,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0512,Composite,,12/16/2024 07:30 AM,12/15/2024 07:30 AM,12/16/2024 07:30 AM,AJ,12/18/2024,,,Pass,0.307,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0514,Composite,,12/30/2024 07:30 AM,12/29/2024 07:30 AM,12/30/2024 07:30 AM,AJ,01/10/2025,,,Pass,0.152,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0513,Composite,,12/23/2024 07:30 AM,12/22/2024 07:30 AM,12/23/2024 07:30 AM,AJ,01/10/2025,,,Pass,0.182,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0516,Composite,,01/13/2025 07:30 AM,01/12/2025 07:30 AM,01/13/2025 07:30 AM,AJ,01/23/2025,,,Pass,0.092,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0515,Composite,,01/05/2025 10:15 AM,01/05/2025 10:10 AM,01/06/2025 10:15 AM,AJ,01/23/2025,,,Fail: Missing Required Data,,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0517,Composite,,01/21/2025 07:30 AM,01/20/2025 07:30 AM,01/21/2025 07:30 AM,AJ,01/23/2025,,,Pass,0.120,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0518,Composite,,01/27/2025 07:30 AM,01/26/2025 07:30 AM,01/27/2025 07:30 AM,AJ,01/29/2025,,,Pass,0.090,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0519,Composite,,02/03/2025 07:30 AM,02/02/2025 07:30 AM,02/03/2025 07:30 AM,AJ,02/06/2025,,,Pass,0.330,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0520,Composite,,02/10/2025 07:30 AM,02/09/2025 07:30 AM,02/10/2025 07:30 AM,AJ,02/13/2025,,,Pass,0.351,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0521,Composite,,02/17/2025 12:30 PM,02/16/2025 12:30 PM,02/17/2025 12:30 PM,AJ,02/20/2025,,,Pass,2.332,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0522,Composite,,02/24/2025 07:30 AM,02/23/2025 07:30 AM,02/24/2025 07:30 AM,AJ,02/27/2025,,,Pass,0.149,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0523,Composite,,03/03/2025 07:30 AM,03/02/2025 07:30 AM,03/03/2025 07:30 AM,AJ,03/06/2025,,,Pass,0.148,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0524,Composite,,03/10/2025 07:30 AM,03/09/2025 07:30 AM,03/10/2025 07:30 AM,AJ,03/13/2025,,,Pass,0.133,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0525,Composite,,03/17/2025 07:30 AM,03/16/2025 07:30 AM,03/17/2025 06:30 AM,AJ,03/20/2025,,,Pass,0.129,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0526,Composite,,03/24/2025 07:30 AM,03/23/2025 07:30 AM,03/24/2025 07:30 AM,AJ,03/27/2025,,,Pass,0.089,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0527,Composite,,03/31/2025 07:30 AM,03/30/2025 07:30 AM,03/31/2025 07:30 AM,AJ,04/03/2025,,,Pass,0.148,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0528,Composite,,04/07/2025 07:30 AM,04/06/2025 07:30 AM,04/07/2025 07:30 AM,AJ,04/11/2025,,,Pass,0.230,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0529,Composite,,04/14/2025 07:30 AM,04/13/2025 07:30 AM,04/14/2025 07:30 AM,AJ,04/17/2025,,,Pass,0.176,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
J01-0530,Composite,,04/21/2025 07:30 AM,04/20/2025 07:30 AM,04/21/2025 07:30 AM,AJ,04/24/2025,,,Pass,0.120,Routine Surveillance,Preston,AlpineLakeWWTP-01,Sample,WWTP
