assay_id	extraction_id	assay_template	assay_type	assay_target_macromolecule	assay_target_fluorophore	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment	sample_id	assay_batch_id	assay_location_in_batch	assay_accepted_droplets	assay_target	assay_target_genetic_locus	assay_input_ul	assay_class
H01-0166.a2	H01-0166.e1	sample	sample	RNA	FAM/HEX	0	0.188976079		H01-0166	AP58	C03	12452	SARS-CoV-2	N2:SARS	5	unknown
H01-0166.a3	H01-0166.e1	sample	sample	RNA	HEX	0	0.188976079		H01-0166	AP58	C03	12452	Human	RNase P	5	unknown
H01-0167.a1	H01-0167.e1	sample	sample	RNA	FAM	0	0.082643434		H01-0167	AP61	A01	14236	SARS-CoV-2	N1:SARS	5	unknown
H01-0167.a2	H01-0167.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0167	AP61	A01	14236	SARS-CoV-2	N2:SARS	5	unknown
H01-0168.a1	H01-0168.e1	sample	sample	RNA	FAM	0	0.076223433		H01-0168	AP61	A02	15435	SARS-CoV-2	N1:SARS	5	unknown
H01-0168.a2	H01-0168.e1	sample	sample	RNA	FAM/HEX	0	0.076223433		H01-0168	AP61	A02	15435	SARS-CoV-2	N2:SARS	5	unknown
H01-0169.a1	H01-0169.e1	sample	sample	RNA	FAM	0	0		H01-0169	AP61	A07	14910	SARS-CoV-2	N1:SARS	5	unknown
H01-0169.a2	H01-0169.e1	sample	sample	RNA	FAM/HEX	0	0.157820195		H01-0169	AP61	A07	14910	SARS-CoV-2	N2:SARS	5	unknown
H01-0170.a1	H01-0170.e1	sample	sample	RNA	FAM	0	0.152540758		H01-0170	AP61	A05	15426	SARS-CoV-2	N1:SARS	5	unknown
H01-0170.a2	H01-0170.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0170	AP61	A05	15426	SARS-CoV-2	N2:SARS	5	unknown
H01-0171.a1	H01-0171.e1	sample	sample	RNA	FAM	0	0.074755877		H01-0171	AP61	A03	15738	SARS-CoV-2	N1:SARS	5	unknown
H01-0171.a2	H01-0171.e1	sample	sample	RNA	FAM/HEX	0	0.074755877		H01-0171	AP61	A03	15738	SARS-CoV-2	N2:SARS	5	unknown
H01-0171.a3	H01-0171.e1	sample	sample	RNA	HEX		0.074755877		H01-0171	AP61	A03	15738	Bovine Respiratory Syncitial Virus (BRSV)	BRSV	5	unknown
H01-0172.a1	H01-0172.e1	sample	sample	RNA	FAM	0	0		H01-0172	AP61	A06	15681	SARS-CoV-2	N1:SARS	5	unknown
H01-0172.a2	H01-0172.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0172	AP61	A06	15681	SARS-CoV-2	N2:SARS	5	unknown
H01-0173.a1	H01-0173.e1	sample	sample	RNA	FAM	0	0.094370559		H01-0173	AP61	A04	12467	SARS-CoV-2	N1:SARS	5	unknown
H01-0173.a2	H01-0173.e1	sample	sample	RNA	FAM/HEX	0	0.188748702		H01-0173	AP61	A04	12467	SARS-CoV-2	N2:SARS	5	unknown
H01-0174.a1	H01-0174.e1	sample	sample	RNA	FAM	0	0.561197579		H01-0174	AP63	A08	14678	SARS-CoV-2	N1:SARS	5	unknown
H01-0174.a2	H01-0174.e1	sample	sample	RNA	FAM/HEX	0	0.882002175		H01-0174	AP63	A08	14678	SARS-CoV-2	N2:SARS	5	unknown
H01-0175.a1	H01-0175.e1	sample	sample	RNA	FAM	0	0		H01-0175	AP63	A07	16489	SARS-CoV-2	N1:SARS	5	unknown
H01-0175.a2	H01-0175.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0175	AP63	A07	16489	SARS-CoV-2	N2:SARS	5	unknown
H01-0176.a1	H01-0176.e1	sample	sample	RNA	FAM	0	0.790957809		H01-0176	AP63	A06	14879	SARS-CoV-2	N1:SARS	5	unknown
H01-0176.a2	H01-0176.e1	sample	sample	RNA	FAM/HEX	0	0.949213207		H01-0176	AP63	A06	14879	SARS-CoV-2	N2:SARS	5	unknown
H01-0177.a1	H01-0177.e1	sample	sample	RNA	FAM	0	0.080023848		H01-0177	AP63	A05	14702	SARS-CoV-2	N1:SARS	5	unknown
H01-0177.a2	H01-0177.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0177	AP63	A05	14702	SARS-CoV-2	N2:SARS	5	unknown
H01-0178.a1	H01-0178.e1	sample	sample	RNA	FAM	0	0		H01-0178	AP63	A04	13947	SARS-CoV-2	N1:SARS	5	unknown
H01-0178.a2	H01-0178.e1	sample	sample	RNA	FAM/HEX	0	0.084355973		H01-0178	AP63	A04	13947	SARS-CoV-2	N2:SARS	5	unknown
H01-0179.a1	H01-0179.e1	sample	sample	RNA	FAM	0	1.482733131		H01-0179	AP63	B01	15085	SARS-CoV-2	N1:SARS	5	unknown
H01-0179.a2	H01-0179.e1	sample	sample	RNA	FAM/HEX	0	1.248493076		H01-0179	AP63	B01	15085	SARS-CoV-2	N2:SARS	5	unknown
H01-0180.a1	H01-0180.e1	sample	sample	RNA	FAM	0	0.079904273		H01-0180	AP63	B02	14724	SARS-CoV-2	N1:SARS	5	unknown
H01-0180.a2	H01-0180.e1	sample	sample	RNA	FAM/HEX	0	0.079904273		H01-0180	AP63	B02	14724	SARS-CoV-2	N2:SARS	5	unknown
H01-0181.a1	H01-0181.e1	sample	sample	RNA	FAM	0	0		H01-0181	AP66	F03	16846	SARS-CoV-2	N1:SARS	5	unknown
H01-0181.a2	H01-0181.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0181	AP66	F03	16846	SARS-CoV-2	N2:SARS	5	unknown
H01-0181.a3	H01-0181.e1	sample	sample	RNA	HEX	0	0		H01-0181	AP66	F03	16846	Human	RNase P	5	unknown
H01-0182.a1	H01-0182.e1	sample	sample	RNA	FAM	0	0		H01-0182	AP66	F06	15439	SARS-CoV-2	N1:SARS	5	unknown
H01-0182.a2	H01-0182.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0182	AP66	F06	15439	SARS-CoV-2	N2:SARS	5	unknown
H01-0182.a3	H01-0182.e1	sample	sample	RNA	HEX	0	0		H01-0182	AP66	F06	15439	Human	RNase P	5	unknown
H01-0183.a1	H01-0183.e1	sample	sample	RNA	FAM	0	0		H01-0183	AP66	F04	17021	SARS-CoV-2	N1:SARS	5	unknown
H01-0183.a2	H01-0183.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0183	AP66	F04	17021	SARS-CoV-2	N2:SARS	5	unknown
H01-0183.a3	H01-0183.e1	sample	sample	RNA	HEX	0	0		H01-0183	AP66	F04	17021	Human	RNase P	5	unknown
H01-0184.a1	H01-0184.e1	sample	sample	RNA	FAM	0	0		H01-0184	AP66	F07	15574	SARS-CoV-2	N1:SARS	5	unknown
H01-0184.a2	H01-0184.e1	sample	sample	RNA	FAM/HEX	0	0.075543106		H01-0184	AP66	F07	15574	SARS-CoV-2	N2:SARS	5	unknown
H01-0184.a3	H01-0184.e1	sample	sample	RNA	HEX	0	0		H01-0184	AP66	F07	15574	Human	RNase P	5	unknown
H01-0185.a1	H01-0185.e1	sample	sample	RNA	FAM	0	0		H01-0185	AP66	F02	16365	SARS-CoV-2	N1:SARS	5	unknown
H01-0185.a2	H01-0185.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0185	AP66	F02	16365	SARS-CoV-2	N2:SARS	5	unknown
H01-0185.a3	H01-0185.e1	sample	sample	RNA	HEX	0	0.071891628		H01-0185	AP66	F02	16365	Human	RNase P	5	unknown
H01-0186.a1	H01-0186.e1	sample	sample	RNA	FAM	0	0		H01-0186	AP66	F05	13437	SARS-CoV-2	N1:SARS	5	unknown
H01-0186.a2	H01-0186.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0186	AP66	F05	13437	SARS-CoV-2	N2:SARS	5	unknown
H01-0186.a3	H01-0186.e1	sample	sample	RNA	HEX	0	0.175122142		H01-0186	AP66	F05	13437	Human	RNase P	5	unknown
H01-0187.a1	H01-0187.e1	sample	sample	RNA	FAM	0	0.140684068		H01-0187	AP66	F08	16726	SARS-CoV-2	N1:SARS	5	unknown
H01-0187.a2	H01-0187.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0187	AP66	F08	16726	SARS-CoV-2	N2:SARS	5	unknown
H01-0187.a3	H01-0187.e1	sample	sample	RNA	HEX	0	0		H01-0187	AP66	F08	16726	Human	RNase P	5	unknown
H01-0189.a1	H01-0189.e1	sample	sample	RNA	FAM	0	0.81604898		H01-0189	AP69	C06	17306	SARS-CoV-2	N1:SARS	5	unknown
H01-0189.a2	H01-0189.e1	sample	sample	RNA	FAM/HEX	0	0.475959808		H01-0189	AP69	C06	17306	SARS-CoV-2	N2:SARS	5	unknown
H01-0189.a3	H01-0189.e1	sample	sample	RNA	HEX	0	0		H01-0189	AP69	C06	17306	Human	RNase P	5	unknown
H01-0190.a1	H01-0190.e1	sample	sample	RNA	FAM	0	0.079499312		H01-0190	AP69	C03	14799	SARS-CoV-2	N1:SARS	5	unknown
H01-0190.a2	H01-0190.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0190	AP69	C03	14799	SARS-CoV-2	N2:SARS	5	unknown
H01-0190.a3	H01-0190.e1	sample	sample	RNA	HEX	0	0		H01-0190	AP69	C03	14799	Human	RNase P	5	unknown
H01-0191.a1	H01-0191.e1	sample	sample	RNA	FAM	0	0		H01-0191	AP69	C08	16528	SARS-CoV-2	N1:SARS	5	unknown
H01-0191.a2	H01-0191.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0191	AP69	C08	16528	SARS-CoV-2	N2:SARS	5	unknown
H01-0191.a3	H01-0191.e1	sample	sample	RNA	HEX	0	0.142369524		H01-0191	AP69	C08	16528	Human	RNase P	5	unknown
H01-0192.a1	H01-0192.e1	sample	sample	RNA	FAM	0	0.152530864		H01-0192	AP69	C05	15427	SARS-CoV-2	N1:SARS	5	unknown
H01-0192.a2	H01-0192.e1	sample	sample	RNA	FAM/HEX	0	0.076262958		H01-0192	AP69	C05	15427	SARS-CoV-2	N2:SARS	5	unknown
H01-0192.a3	H01-0192.e1	sample	sample	RNA	HEX	0	0		H01-0192	AP69	C05	15427	Human	RNase P	5	unknown
H01-0193.a1	H01-0193.e1	sample	sample	RNA	FAM	0	0.141055167		H01-0193	AP69	C07	16682	SARS-CoV-2	N1:SARS	5	unknown
H01-0193.a2	H01-0193.e1	sample	sample	RNA	FAM/HEX	0	0.282127231		H01-0193	AP69	C07	16682	SARS-CoV-2	N2:SARS	5	unknown
H01-0193.a3	H01-0193.e1	sample	sample	RNA	HEX	0	0		H01-0193	AP69	C07	16682	Human	RNase P	5	unknown
H01-0194.a1	H01-0194.e1	sample	sample	RNA	FAM	0	0.807586909		H01-0194	AP69	D01	16030	SARS-CoV-2	N1:SARS	5	unknown
H01-0194.a2	H01-0194.e1	sample	sample	RNA	FAM/HEX	0	0.660711706		H01-0194	AP69	D01	16030	SARS-CoV-2	N2:SARS	5	unknown
H01-0194.a3	H01-0194.e1	sample	sample	RNA	HEX	0	0		H01-0194	AP69	D01	16030	Human	RNase P	5	unknown
H01-0195.a1	H01-0195.e1	sample	sample	RNA	FAM	0	0.252759814		H01-0195	AP74	B04	13965	SARS-CoV-2	N1:SARS	5	unknown
H01-0195.a2	H01-0195.e1	sample	sample	RNA	FAM/HEX	0	0.252759814		H01-0195	AP74	B04	13965	SARS-CoV-2	N2:SARS	5	unknown
H01-0195.a3	H01-0195.e1	sample	sample	RNA	HEX	0	0		H01-0195	AP74	B04	13965	Human	RNase P	5	unknown
H01-0196.a1	H01-0196.e1	sample	sample	RNA	FAM	0	0		H01-0196	AP69	C04	16460	SARS-CoV-2	N1:SARS	5	unknown
H01-0196.a2	H01-0196.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0196	AP69	C04	16460	SARS-CoV-2	N2:SARS	5	unknown
H01-0196.a3	H01-0196.e1	sample	sample	RNA	HEX	0	0		H01-0196	AP69	C04	16460	Human	RNase P	5	unknown
H01-0197.a1	H01-0197.e1	sample	sample	RNA	FAM	0	0.651017845		H01-0197	AP74	B05	14461	SARS-CoV-2	N1:SARS	5	unknown
H01-0197.a2	H01-0197.e1	sample	sample	RNA	FAM/HEX	0	0.488229603		H01-0197	AP74	B05	14461	SARS-CoV-2	N2:SARS	5	unknown
H01-0197.a3	H01-0197.e1	sample	sample	RNA	HEX	0	0		H01-0197	AP74	B05	14461	Human	RNase P	5	unknown
H01-0198.a1	H01-0198.e1	sample	sample	RNA	FAM	0	0.626031995		H01-0198	AP74	B06	15038	SARS-CoV-2	N1:SARS	5	unknown
H01-0198.a2	H01-0198.e1	sample	sample	RNA	FAM/HEX	0	0.156476766		H01-0198	AP74	B06	15038	SARS-CoV-2	N2:SARS	5	unknown
H01-0198.a3	H01-0198.e1	sample	sample	RNA	HEX	0	0.312974334		H01-0198	AP74	B06	15038	Human	RNase P	5	unknown
H01-0199.a1	H01-0199.e1	sample	sample	RNA	FAM	0	0.486815423		H01-0199	AP74	B07	14503	SARS-CoV-2	N1:SARS	5	unknown
H01-0199.a2	H01-0199.e1	sample	sample	RNA	FAM/HEX	0	0.081121922		H01-0199	AP74	B07	14503	SARS-CoV-2	N2:SARS	5	unknown
H01-0199.a3	H01-0199.e1	sample	sample	RNA	HEX	0	0.081121922		H01-0199	AP74	B07	14503	Human	RNase P	5	unknown
H01-0200.a1	H01-0200.e1	sample	sample	RNA	FAM	0	0.232465789		H01-0200	AP74	B08	15184	SARS-CoV-2	N1:SARS	5	unknown
H01-0200.a2	H01-0200.e1	sample	sample	RNA	FAM/HEX	0	0.154972091		H01-0200	AP74	B08	15184	SARS-CoV-2	N2:SARS	5	unknown
H01-0200.a3	H01-0200.e1	sample	sample	RNA	HEX	0	0		H01-0200	AP74	B08	15184	Human	RNase P	5	unknown
H01-0201.a1	H01-0201.e1	sample	sample	RNA	FAM	0	0.335966468		H01-0201	AP74	C01	14009	SARS-CoV-2	N1:SARS	5	unknown
H01-0201.a2	H01-0201.e1	sample	sample	RNA	FAM/HEX	0	0.083982624		H01-0201	AP74	C01	14009	SARS-CoV-2	N2:SARS	5	unknown
H01-0201.a3	H01-0201.e1	sample	sample	RNA	HEX	0	0.083982624		H01-0201	AP74	C01	14009	Human	RNase P	5	unknown
H01-0202.a1	H01-0202.e1	sample	sample	RNA	FAM	0	1.477486968		H01-0202	AP74	C02	13545	SARS-CoV-2	N1:SARS	5	unknown
H01-0202.a2	H01-0202.e1	sample	sample	RNA	FAM/HEX	0	0.695056856		H01-0202	AP74	C02	13545	SARS-CoV-2	N2:SARS	5	unknown
H01-0202.a3	H01-0202.e1	sample	sample	RNA	HEX	0	0.347477108		H01-0202	AP74	C02	13545	Human	RNase P	5	unknown
H01-0203.a1	H01-0203.e1	sample	sample	RNA	FAM	0	0.69610703		H01-0203	AP78	F08	11834	SARS-CoV-2	N1:SARS	5	unknown
H01-0203.a2	H01-0203.e1	sample	sample	RNA	FAM/HEX	0	0.497177273		H01-0203	AP78	F08	11834	SARS-CoV-2	N2:SARS	5	unknown
H01-0203.a3	H01-0203.e1	sample	sample	RNA	HEX	0	0.099418648		H01-0203	AP78	F08	11834	Human	RNase P	5	unknown
H01-0204.a1	H01-0204.e1	sample	sample	RNA	FAM	0	0		H01-0204	AP79	B04		SARS-CoV-2	N1:SARS	5	unknown
H01-0204.a2	H01-0204.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0204	AP79	B04		SARS-CoV-2	N2:SARS	5	unknown
H01-0205.a1	H01-0205.e1	sample	sample	RNA	FAM	0	0		H01-0205	AP79	B05		SARS-CoV-2	N1:SARS	5	unknown
H01-0205.a2	H01-0205.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0205	AP79	B05		SARS-CoV-2	N2:SARS	5	unknown
H01-0207.a1	H01-0207.e1	sample	sample	RNA	FAM	0	0		H01-0207	AP79	B06		SARS-CoV-2	N1:SARS	5	unknown
H01-0207.a2	H01-0207.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0207	AP79	B06		SARS-CoV-2	N2:SARS	5	unknown
H01-0208.a1	H01-0208.e1	sample	sample	RNA	FAM	0	0		H01-0208	AP79	B07		SARS-CoV-2	N1:SARS	5	unknown
H01-0208.a2	H01-0208.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0208	AP79	B07		SARS-CoV-2	N2:SARS	5	unknown
H01-0209.a1	H01-0209.e1	sample	sample	RNA	FAM	0	0		H01-0209	AP79	B08		SARS-CoV-2	N1:SARS	5	unknown
H01-0209.a2	H01-0209.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0209	AP79	B08		SARS-CoV-2	N2:SARS	5	unknown
H01-0210.a1	H01-0210.e1	sample	sample	RNA	FAM	0	3.000484467		H01-0210	AP80	D04	12563	SARS-CoV-2	N1:SARS	5	unknown
H01-0210.a2	H01-0210.e1	sample	sample	RNA	FAM/HEX	0	1.593054533		H01-0210	AP80	D04	12563	SARS-CoV-2	N2:SARS	5	unknown
H01-0210.a3	H01-0210.e1	sample	sample	RNA	HEX	0	0		H01-0210	AP80	D04	12563	Human	RNase P	5	unknown
H01-0211.a1	H01-0211.e1	sample	sample	RNA	FAM	0	0.284435004		H01-0211	AP80	D05	12410	SARS-CoV-2	N1:SARS	5	unknown
H01-0211.a2	H01-0211.e1	sample	sample	RNA	FAM/HEX	0	0.379261941		H01-0211	AP80	D05	12410	SARS-CoV-2	N2:SARS	5	unknown
H01-0211.a3	H01-0211.e1	sample	sample	RNA	HEX	0	0		H01-0211	AP80	D05	12410	Human	RNase P	5	unknown
H01-0212.a1	H01-0212.e1	sample	sample	RNA	FAM	0	0.365533799		H01-0212	AP80	D06	12876	SARS-CoV-2	N1:SARS	5	unknown
H01-0212.a2	H01-0212.e1	sample	sample	RNA	FAM/HEX	0	0.456935018		H01-0212	AP80	D06	12876	SARS-CoV-2	N2:SARS	5	unknown
H01-0212.a3	H01-0212.e1	sample	sample	RNA	HEX	0	0		H01-0212	AP80	D06	12876	Human	RNase P	5	unknown
H01-0213.a1	H01-0213.e1	sample	sample	RNA	FAM	0	0.394028515		H01-0213	AP80	D07	11945	SARS-CoV-2	N1:SARS	5	unknown
H01-0213.a2	H01-0213.e1	sample	sample	RNA	FAM/HEX	0	0.295508981		H01-0213	AP80	D07	11945	SARS-CoV-2	N2:SARS	5	unknown
H01-0213.a3	H01-0213.e1	sample	sample	RNA	HEX	0	0		H01-0213	AP80	D07	11945	Human	RNase P	5	unknown
H01-0214.a1	H01-0214.e1	sample	sample	RNA	FAM	0	1.027934194		H01-0214	AP80	D08	12595	SARS-CoV-2	N1:SARS	5	unknown
H01-0214.a2	H01-0214.e1	sample	sample	RNA	FAM/HEX	0	0.747499407		H01-0214	AP80	D08	12595	SARS-CoV-2	N2:SARS	5	unknown
H01-0214.a3	H01-0214.e1	sample	sample	RNA	HEX	0	0.186830327		H01-0214	AP80	D08	12595	Human	RNase P	5	unknown
H01-0216.a1	H01-0216.e1	sample	sample	RNA	FAM	0	2.440937758		H01-0216	AP84	A02	19299	SARS-CoV-2	N1:SARS	5	unknown
H01-0216.a2	H01-0216.e1	sample	sample	RNA	FAM/HEX	0	2.563117743		H01-0216	AP84	A02	19299	SARS-CoV-2	N2:SARS	5	unknown
H01-0216.a3	H01-0216.e1	sample	sample	RNA	HEX	0	0		H01-0216	AP84	A02	19299	Human	RNase P	5	unknown
H01-0217.a1	H01-0217.e1	sample	sample	RNA	FAM	0	0.966476739		H01-0217	AP80	E02	10960	SARS-CoV-2	N1:SARS	5	unknown
H01-0217.a2	H01-0217.e1	sample	sample	RNA	FAM/HEX	0	1.073912144		H01-0217	AP80	E02	10960	SARS-CoV-2	N2:SARS	5	unknown
H01-0217.a3	H01-0217.e1	sample	sample	RNA	HEX	0	0.107347108		H01-0217	AP80	E02	10960	Human	RNase P	5	unknown
H01-0218.a1	H01-0218.e1	sample	sample	RNA	FAM	0	0.913574398		H01-0218	AP84	B02	19324	SARS-CoV-2	N1:SARS	5	unknown
H01-0218.a2	H01-0218.e1	sample	sample	RNA	FAM/HEX	0	0.79172349		H01-0218	AP84	B02	19324	SARS-CoV-2	N2:SARS	5	unknown
H01-0218.a3	H01-0218.e1	sample	sample	RNA	HEX	0	0.121768937		H01-0218	AP84	B02	19324	Human	RNase P	5	unknown
H01-0219.a1	H01-0219.e1	sample	sample	RNA	FAM	0	12.39979267		H01-0219	AP84	C02	17359	SARS-CoV-2	N1:SARS	5	unknown
H01-0219.a2	H01-0219.e1	sample	sample	RNA	FAM/HEX	0	12.19433785		H01-0219	AP84	C02	17359	SARS-CoV-2	N2:SARS	5	unknown
H01-0219.a3	H01-0219.e1	sample	sample	RNA	HEX	0	0.271123022		H01-0219	AP84	C02	17359	Human	RNase P	5	unknown
H01-0220.a1	H01-0220.e1	sample	sample	RNA	FAM	0	2.79892397		H01-0220	AP84	D02	19779	SARS-CoV-2	N1:SARS	5	unknown
H01-0220.a2	H01-0220.e1	sample	sample	RNA	FAM/HEX	0	2.560458184		H01-0220	AP84	D02	19779	SARS-CoV-2	N2:SARS	5	unknown
H01-0220.a3	H01-0220.e1	sample	sample	RNA	HEX	0	0.059482299		H01-0220	AP84	D02	19779	Human	RNase P	5	unknown
H01-0221.a1	H01-0221.e1	sample	sample	RNA	FAM	0	0		H01-0221	AP79	C01		SARS-CoV-2	N1:SARS	5	unknown
H01-0221.a2	H01-0221.e1	sample	sample	RNA	FAM/HEX	0	0		H01-0221	AP79	C01		SARS-CoV-2	N2:SARS	5	unknown
H01-0222.a1	H01-0222.e1	sample	sample	RNA	FAM	0	0.759054125		H01-0222	AP84	E02	18605	SARS-CoV-2	N1:SARS	5	unknown
H01-0222.a2	H01-0222.e1	sample	sample	RNA	FAM/HEX	0	0.885610819		H01-0222	AP84	E02	18605	SARS-CoV-2	N2:SARS	5	unknown
H01-0222.a3	H01-0222.e1	sample	sample	RNA	HEX	0	0		H01-0222	AP84	E02	18605	Human	RNase P	5	unknown
H01-0223.a1	H01-0223.e1	sample	sample	RNA	FAM	0	2.366951704		H01-0223	AP0.6	E05	18409	SARS-CoV-2	N1:SARS	5	unknown
H01-0223.a2	H01-0223.e1	sample	sample	RNA	FAM/HEX	0	0.191737697		H01-0223	AP0.6	E05	18409	SARS-CoV-2	N2:SARS	5	unknown
H01-0223.a3	H01-0223.e1	sample	sample	RNA	HEX	0	2.238886595		H01-0223	AP0.6	E05	18409	Human	RNase P	5	unknown
H01-0224.a1	H01-0224.e1	sample	sample	RNA	FAM	0	2.833318472		H01-0224	AP0.6	F05	18292	SARS-CoV-2	N1:SARS	5	unknown
H01-0224.a2	H01-0224.e1	sample	sample	RNA	FAM/HEX	0	0.257292628		H01-0224	AP0.6	F05	18292	SARS-CoV-2	N2:SARS	5	unknown
H01-0224.a3	H01-0224.e1	sample	sample	RNA	HEX	0	2.575461865		H01-0224	AP0.6	F05	18292	Human	RNase P	5	unknown
H01-0225.a1	H01-0225.e1	sample	sample	RNA	FAM	0	3.257479668		H01-0225	AP0.6	G05	18083	SARS-CoV-2	N1:SARS	5	unknown
H01-0225.a2	H01-0225.e1	sample	sample	RNA	FAM/HEX	0	0.130126148		H01-0225	AP0.6	G05	18083	SARS-CoV-2	N2:SARS	5	unknown
H01-0225.a3	H01-0225.e1	sample	sample	RNA	HEX	0	2.800889015		H01-0225	AP0.6	G05	18083	Human	RNase P	5	unknown
H01-0226.a1	H01-0226.e1	sample	sample	RNA	FAM	0	1.739278674		H01-0226	AP84	F02	15569	SARS-CoV-2	N1:SARS	5	unknown
H01-0226.a2	H01-0226.e1	sample	sample	RNA	FAM/HEX	0	1.814957857		H01-0226	AP84	F02	15569	SARS-CoV-2	N2:SARS	5	unknown
H01-0226.a3	H01-0226.e1	sample	sample	RNA	HEX	0	0.226716667		H01-0226	AP84	F02	15569	Human	RNase P	5	unknown
H01-0227.a1	H01-0227.e1	sample	sample	RNA	FAM	0	7.785337925		H01-0227	AP0.6	H05	19255	SARS-CoV-2	N1:SARS	5	unknown
H01-0227.a2	H01-0227.e1	sample	sample	RNA	FAM/HEX	0	0.183312729		H01-0227	AP0.6	H05	19255	SARS-CoV-2	N2:SARS	5	unknown
H01-0227.a3	H01-0227.e1	sample	sample	RNA	HEX	0	6.924580575		H01-0227	AP0.6	H05	19255	Human	RNase P	5	unknown
H01-0228.a1	H01-0228.e1	sample	sample	RNA	FAM	0	6.84452772		H01-0228	AP0.6	A06	18790	SARS-CoV-2	N1:SARS	5	unknown
H01-0228.a2	H01-0228.e1	sample	sample	RNA	FAM/HEX	0	0.125229716		H01-0228	AP0.6	A06	18790	SARS-CoV-2	N2:SARS	5	unknown
H01-0228.a3	H01-0228.e1	sample	sample	RNA	HEX	0	6.466727735		H01-0228	AP0.6	A06	18790	Human	RNase P	5	unknown
H01-0229.a1	H01-0229.e1	sample	sample	RNA	FAM	0	1.334623575		H01-0229	AP0.6	B06	19404	SARS-CoV-2	N1:SARS	5	unknown
H01-0229.a2	H01-0229.e1	sample	sample	RNA	FAM/HEX	0	0.060631871		H01-0229	AP0.6	B06	19404	SARS-CoV-2	N2:SARS	5	unknown
H01-0229.a3	H01-0229.e1	sample	sample	RNA	HEX	0	1.39532435		H01-0229	AP0.6	B06	19404	Human	RNase P	5	unknown
H01-0230.a1	H01-0230.e1	sample	sample	RNA	FAM	0	3.460601568		H01-0230	AP88	B08	17704	SARS-CoV-2	N1:SARS	5	unknown
H01-0230.a2	H01-0230.e1	sample	sample	RNA	FAM/HEX	0	3.460601568		H01-0230	AP88	B08	17704	SARS-CoV-2	N2:SARS	5	unknown
H01-0230.a3	H01-0230.e1	sample	sample	RNA	HEX	0	0		H01-0230	AP88	B08	17704	Human	RNase P	5	unknown
H01-0231.a1	H01-0231.e1	sample	sample	RNA	FAM	0	0.506865323		H01-0231	AP88	C08	16251	SARS-CoV-2	N1:SARS	5	unknown
H01-0231.a2	H01-0231.e1	sample	sample	RNA	FAM/HEX	0	0.6517241		H01-0231	AP88	C08	16251	SARS-CoV-2	N2:SARS	5	unknown
H01-0231.a3	H01-0231.e1	sample	sample	RNA	HEX	0	0		H01-0231	AP88	C08	16251	Human	RNase P	5	unknown
H01-0232.a1	H01-0232.e1	sample	sample	RNA	FAM	0	2.280502558		H01-0232	AP88	D08	17557	SARS-CoV-2	N1:SARS	5	unknown
H01-0232.a2	H01-0232.e1	sample	sample	RNA	FAM/HEX	0	2.549087763		H01-0232	AP88	D08	17557	SARS-CoV-2	N2:SARS	5	unknown
H01-0232.a3	H01-0232.e1	sample	sample	RNA	HEX	0	0.067010544		H01-0232	AP88	D08	17557	Human	RNase P	5	unknown
H01-0233.a1	H01-0233.e1	sample	sample	RNA	FAM	0	3.38769579		H01-0233	AP88	E08	15650	SARS-CoV-2	N1:SARS	5	unknown
H01-0233.a2	H01-0233.e1	sample	sample	RNA	FAM/HEX	0	3.689296484		H01-0233	AP88	E08	15650	SARS-CoV-2	N2:SARS	5	unknown
H01-0233.a3	H01-0233.e1	sample	sample	RNA	HEX	0	0.075176239		H01-0233	AP88	E08	15650	Human	RNase P	5	unknown
H01-0234.a1	H01-0234.e1	sample	sample	RNA	FAM	0	7.161592485		H01-0234	AP88	F08	16148	SARS-CoV-2	N1:SARS	5	unknown
H01-0234.a2	H01-0234.e1	sample	sample	RNA	FAM/HEX	0	6.209073545		H01-0234	AP88	F08	16148	SARS-CoV-2	N2:SARS	5	unknown
H01-0234.a3	H01-0234.e1	sample	sample	RNA	HEX	0	0.072857752		H01-0234	AP88	F08	16148	Human	RNase P	5	unknown
H01-0235.a1	H01-0235.e1	sample	sample	RNA	FAM	0	2.071616173		H01-0235	AP88	G08	17052	SARS-CoV-2	N1:SARS	5	unknown
H01-0235.a2	H01-0235.e1	sample	sample	RNA	FAM/HEX	0	2.140733004		H01-0235	AP88	G08	17052	SARS-CoV-2	N2:SARS	5	unknown
