concentration_batch_id	concentration_date	concentration_input_ml	concentration_machine	concentration_method	concentration_method_lot_id	concentration_output_ml	concentration_run_by	concentration_batch_record_version	concentration_batch_comment
CP36	11/16/2021	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.425	AJ	1.0.0	
CP360	03/08/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04455	0.475	AJ	1.0.0	
CP361	03/10/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04455	0.475	AJ	1.0.0	
CP362	03/10/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04455	0.475	AJ	1.0.0	
CP363	03/15/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP364	03/15/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP365	03/15/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04455	0.475	AJ	1.0.0	
CP366	03/16/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP367	03/20/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP368	03/20/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP369	03/22/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP37	11/17/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.425	JL	1.0.0	
CP370	03/22/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP371	03/23/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04455	0.475	AJ	1.0.0	
CP372	03/27/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP373	03/27/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP374	03/29/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP375	03/29/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP376	03/30/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP377	04/03/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP378	04/03/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP379	04/05/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP38	11/19/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP380	04/05/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP381	04/06/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP382	04/06/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP383	04/10/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	JL	1.0.0	
CP384	04/10/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	JL	1.0.0	
CP385	04/12/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP386	04/12/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP387	04/13/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP388	04/13/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP389	04/17/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP39	11/22/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP390	04/17/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP391	04/19/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP392	04/19/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP393	04/20/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP393.1	04/24/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP394	04/24/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP396	04/26/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP397	04/26/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP398	04/27/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP399	05/01/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP4	08/25/2021	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04155	0.425	JL	1.0.0	
CP40	11/29/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP400	05/01/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP401	05/01/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP402	05/03/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP403	05/03/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP404	05/04/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP405	05/04/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP406	05/08/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP407	05/08/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP408	05/10/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	SB	1.0.0	
CP409	05/10/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP41	11/30/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP410	05/11/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP411	05/15/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04665	0.475	AJ	1.0.0	
CP412	05/15/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP413	05/17/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	SB	1.0.0	
CP414	05/17/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP415	05/18/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP416	05/23/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP417	05/24/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP418	05/24/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP42	12/02/2021	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	LW	1.0.0	
CP420	05/30/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP421	06/01/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP422	06/01/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP423	06/01/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW/AJ	1.0.0	
CP424	06/01/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW/AJ	1.0.0	
CP425	06/05/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP426	06/08/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP427	06/08/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP428	06/08/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP429	06/12/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP43	12/03/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP430	06/14/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP431	06/14/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP432	06/15/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP433	06/15/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP434	06/21/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	SB	1.0.0	
CP435	06/21/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	SB	1.0.0	
CP436	06/22/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP437	06/22/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP438	06/26/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP439	06/26/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	GC	1.0.0	
CP44	12/06/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP440	06/28/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	SB	1.0.0	
CP441	06/28/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	GC	1.0.0	
CP442	06/29/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP443	07/05/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP444	07/07/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP445	07/07/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP446	07/13/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	SB	1.0.0	
CP447	07/13/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	GC	1.0.0	
CP448	07/13/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	SB	1.0.0	
CP449	07/13/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	GC	1.0.0	
CP45	12/08/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP450	07/17/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP451	07/19/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	SB	1.0.0	
CP452	07/19/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP453	07/20/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP454	07/26/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP455	07/26/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP456	07/27/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP457	07/27/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP458	08/01/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP459	08/01/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP46	12/09/2021	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	LW	1.0.0	
CP460	08/02/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP461	08/02/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP462	08/09/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP463	08/09/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP464	08/10/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP465	08/10/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP466	08/16/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	JL	1.0.0	
CP467	08/16/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	JL	1.0.0	
CP468	08/21/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP469	08/21/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP47	12/10/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP470	08/23/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP471	08/23/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP472	08/24/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP473	08/24/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP474	08/30/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP475	08/30/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP476	08/30/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP477	09/05/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	GC	1.0.0	
CP478	09/05/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	AJ	1.0.0	
CP479	09/07/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465/ NT4473	0.475	GC	1.0.0	
CP48	12/13/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP480	09/11/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	GC	1.0.0	
CP481	09/11/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	GC	1.0.0	
CP482	09/13/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP483	09/13/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP484	09/13/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP485	09/18/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP486	09/18/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP487	09/18/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT0487	0.475	AJ	1.0.0	
CP488	09/20/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP489	09/20/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP49	12/15/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP490	09/26/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	GC	1.0.0	
CP491	09/27/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP492	03/27/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP493	10/03/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	GC	1.0.0	
CP494	10/02/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	GC	1.0.0	
CP495	10/04/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	GC	1.0.0	
CP496	10/06/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP497	10/06/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP498	10/11/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP499	10/17/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04475	0.475	AJ	1.0.0	
CP5	08/27/2021	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04155	0.425	JL	1.0.0	
CP50	12/16/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP500	10/18/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP501	10/24/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04475	0.475	AJ	1.0.0	
CP502	10/31/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04475	0.475	AJ	1.0.0	
CP503	10/31/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04475	0.475	AJ	1.0.0	
CP504	11/07/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04475	0.475	AJ	1.0.0	
CP505	11/07/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04475	0.475	AJ	1.0.0	
CP506	11/14/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04475	0.475	AJ	1.0.0	
CP507	11/14/2023	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04475	0.475	AJ	1.0.0	
CP508	11/16/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04475	0.475	AJ	1.0.0	
CP509	11/21/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04475	0.475	AJ	2.0.0	
CP51	12/17/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP52	12/21/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP53	12/22/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04774	0.475	AJ	1.0.0	
CP54	01/03/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	JL	1.0.0	
CP55	01/04/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP56	01/06/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP57	01/10/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP58	01/11/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	aj	1.0.0	
CP59	01/13/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP60	01/19/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP61	01/19/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP62	01/20/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP63	01/21/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP64	01/24/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP65	01/25/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP66	01/26/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP67	01/28/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP68	01/31/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP69	02/01/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP7	09/02/2021	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04155	0.425	JL	1.0.0	
CP70	02/02/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP71	02/04/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	LW	1.0.0	
CP72	02/07/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP73	02/09/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP74	02/10/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04474	0.475	AJ	1.0.0	
CP76	02/14/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP77	02/14/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP78	02/15/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP79	02/16/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP8	09/03/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04155	0.425	JL	1.0.0	
CP80	02/18/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP800	05/30/2023	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04465	0.475	LW	1.0.0	
CP801	08/19/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP81	02/18/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP82	02/21/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP83	02/23/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP84	02/23/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP85	02/25/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	JL	1.0.0	
CP86	02/28/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP87	03/02/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	aj	1.0.0	
CP88	03/02/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP89	03/04/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP9	09/08/2021	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04155	0.425	JL	1.0.0	
CP90	03/04/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP91	03/09/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP92	03/09/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP93	03/10/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP94	03/11/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP95	03/11/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP96	03/15/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP97	03/16/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP98	03/16/2022	10	Bender	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
CP99	03/21/2022	10	Wall-E	Ceres Nanotrap Magnetic Microbiome A Particles	NT04473	0.475	AJ	1.0.0	
PE1	11/09/2020	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE10	11/13/2020	100	Sorvall	PEG Precipitation		4	MS	1.0.0	
PE100	04/09/2021	100	Sorvall	PEG Precipitation		5	MVS	1.0.0	
