assay_id	sample_id	collection_start_datetime	collection_end_datetime	sample_flow	sample_qc	location_id	target	target_category	target_genetic_locus	lab_id	target_copies_per_l	target_copies_per_lday	target_copies_flownorm	target_copies_flownorm_per_person	target_copies_per_ldayperson	target_result_validated
A04-0010.a2	A04-0010	2/7/22 9:00	2/8/22 9:00	0.926	NA	CheatLakeWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	193450.70863125	193450.70863125	678100768684.793	339050384.342397	96.725354315625	1
A02-0471.a2	A02-0471	4/23/22 9:00	4/25/22 9:00	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N2	ZooWVU	894043.1895375	447021.59476875	NA	NA	511.466355570652	1
A02-0505.a2	A02-0505	5/18/22 9:00	5/20/22 9:00	NA	NA	Evansdale-01	SARS-CoV-2	Pathogen	N2	ZooWVU	2524.120704375	1262.0603521875	NA	NA	NA	1
C01-0162.a2	C01-0162	4/26/22 7:00	4/27/22 7:00	7.893	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	30100.182980625	30100.182980625	899340525152.236	17986810.5030447	0.6020036596125	1
A02-0521.a2	A02-0521	5/21/22 9:00	5/23/22 7:50	NA	NA	OaklandE-02	SARS-CoV-2	Pathogen	N2	ZooWVU	6234.550595625	3117.2752978125	NA	NA	3.61632865175464	1
G01-0140.a1	G01-0140	3/26/22 9:00	3/27/22 8:00	0.933	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	85023.330624375	85023.330624375	300284338858.235	36763508.6751022	10.4093205955405	1
A02-0022.a3	A02-0022	8/18/21 9:42	8/20/21 9:42	NA	NA	HonorsSummit-01	Human	Internal Control	RNase P	ZooWVU	24118.93978375	12059.469891875	NA	NA	13.7980204712529	1
N02-0075.a2	N02-0075	5/5/22 7:00	5/6/22 7:00	6.877	NA	ClarksburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	14474.793465	14474.793465	376811653076.987	14220380.8995768	0.54625984847913	1
R01-0066.a1	R01-0066	7/4/22 8:00	7/5/22 8:00	0.102	NA	HuttonsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	44148.631764375	44148.631764375	17046308561.0526	8113426.2546657	21.0131517203118	1
L01-0164.a2	L01-0164	6/16/22 9:00	6/17/22 9:00	0.369	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
R02-0012.a2	R02-0012	6/9/22 6:00	6/10/22 6:00	1.5698	NA	ElkinsWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	109252.6987125	109252.6987125	649216312174.61	49347545.7718615	8.30440093588477	1
A02-0018.a1	A02-0018	8/16/21 10:05	8/18/21 10:05	NA	NA	NorthHighSt-02	SARS-CoV-2	Pathogen	N1	ZooWVU	7922.674305	3961.3371525	NA	NA	NA	1
E02-0062.a1	E02-0062	3/15/22 8:00	3/16/22 8:00	0.153	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	13762.995954375	13762.995954375	7971083124.89455	3333786.3341257	5.75616727493727	1
C01-0197.a3	C01-0197	6/7/22 7:00	6/8/22 7:00	11.091	NA	WheelingWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
E01-0016.a2	E01-0016	12/6/21 8:00	12/7/21 8:00	1.678	NA	PrincetonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	1291603.0311	1291603.0311	8204156516266.59	227893236.562961	35.877861975	1
A02-0071.a2	A02-0071	9/1/21 10:20	9/1/21 10:20	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N2	ZooWVU	2672.88994	1336.44497	NA	NA	1.52911323798627	1
N02-0002.a3	N02-0002	3/9/22 7:00	3/10/22 7:00	10.071	NA	ClarksburgWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
C01-0016.a1	C01-0016	10/6/21 7:00	10/7/21 7:00	NA	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	35385.1072575	35385.1072575	NA	NA	0.70770214515	1
B01-0067.a1	B01-0067	11/2/21 7:00	11/3/21 7:00	NA	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	14049.76764	14049.76764	NA	NA	0.2809953528	1
A03-0068.a1	A03-0068	11/5/21 6:00	11/5/21 13:30	NA	NA	MorgantownHS-01	SARS-CoV-2	Pathogen	N1	ZooWVU	108392.8621125	325178.5863375	NA	NA	175.677248156402	1
H01-0148.a2.a1	H01-0148	3/5/22 8:00	3/6/22 8:00	2	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	14410.096185	14410.096185	109096244399.322	9091353.69994347	1.20084134875	1
A01-0118.a1	A01-0118	12/5/21 0:00	12/5/21 23:55	9.511	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	45379.52050875	45379.52050875	1633800442923.78	33806498.1568403	0.938990243932089	1
E02-0116.a2	E02-0116	4/28/22 8:00	4/29/22 8:00	0.091	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	17130.14893875	17130.14893875	5900861975.57526	2467947.29216866	7.1644286653074	1
A02-0418.a1	A02-0418	3/23/22 9:00	3/25/22 9:00	NA	NA	Evansdale-01	SARS-CoV-2	Pathogen	N1	ZooWVU	19489.312355625	9744.6561778125	NA	NA	NA	1
D01-0045.a2	D01-0045	2/2/22 7:40	2/2/22 7:40	1.28	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	180170.7663375	180170.7663375	872985882370.094	51352110.7276526	10.5982803727941	1
C01-0202.a3	C01-0202	6/14/22 7:00	6/15/22 7:00	10.113	NA	WheelingWWTP-01	Human	Internal Control	RNase P	ZooWVU	3664.2562575	3664.2562575	140274513284.637	2805490.26569274	0.07328512515	1
A1011.a1	A1011	3/22/21 12:00	3/22/21 12:00	9.663	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
A01-0122.a3	A01-0122	12/10/21 0:00	12/11/21 0:00	12.3	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	51436.95810375	51436.95810375	2394932699578.85	49555799.9416249	1.06433036963561	1
C01-0184.a3	C01-0184	5/26/22 7:00	5/27/22 7:00	7.885	NA	WheelingWWTP-01	Human	Internal Control	RNase P	ZooWVU	7093.06924125	7093.06924125	211713631739.961	4234272.63479923	0.141861384825	1
H01-0224.a1	H01-0224	5/19/22 8:00	5/20/22 8:00	1.8	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	100936.970565	100936.970565	687758071943.622	57313172.6619685	8.41141421375	1
A02-0422.a3	A02-0422	3/26/22 9:00	3/28/22 9:00	NA	NA	CollegePark-02	Human	Internal Control	RNase P	ZooWVU	45950.846685	22975.4233425	NA	NA	40.5210288227513	1
M03-0007.a1	M03-0007	3/4/22 11:30	3/5/22 11:30	0.195	NA	ManningtonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	64326.255635625	64326.255635625	47482744012.402	43522221.8262163	58.960820930912	1
A03-0191.a2	A03-0191	1/24/22 6:00	1/24/22 14:00	NA	NA	SuncrestES-01	SARS-CoV-2	Pathogen	N2	ZooWVU	12916.196971875	38748.590915625	NA	NA	75.2399823604369	1
G01-0108.a1	G01-0108	4/25/22 9:00	4/26/22 8:00	1.126	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
H01-0057.a1	H01-0057	12/29/21 8:00	12/30/21 8:00	NA	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	3200.226275625	3200.226275625	NA	NA	0.26668552296875	1
K01-0099.a1	K01-0099	6/7/22 6:28	6/8/22 6:28	7.533	NA	ParkersburgWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	307593.548315625	307593.548315625	8771181836863.95	182542806.17823	6.4015306621358	1
B01-0076.a3	B01-0076	1/27/22 7:00	1/28/22 7:00	9.96	NA	CharlestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	5283.217460625	5283.217460625	199191476307.94	3983829.5261588	0.1056643492125	1
M04-0004.a1	M04-0004	2/17/22 13:40	2/18/22 1:40	0.13	NA	FarmingtonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	2275.154750625	2275.154750625	1119611160.79324	1835428.13244793	3.72976188627049	1
H01-0219.a3	H01-0219	5/14/22 8:00	5/15/22 8:00	1.9	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	9658.75765875	9658.75765875	69468479875.1168	5789039.98959306	0.8048964715625	1
H01-0041.a3	H01-0041	11/16/21 8:00	11/17/21 8:00	NA	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	7290.90469875	7290.90469875	NA	NA	0.6075753915625	1
A03-0345.a1	A03-0345	5/20/22 6:00	5/20/22 13:59	NA	NA	MorgantownHS-01	SARS-CoV-2	Pathogen	N1	ZooWVU	5046.57024	15139.71072	NA	NA	8.17920622366288	1
G02-0008.a1	G02-0008	10/19/21 9:30	10/20/21 12:30	NA	NA	PotomacState-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
K01-0010.a3	K01-0010	1/3/22 6:20	1/4/22 6:26	10.104	NA	ParkersburgWWTP-01	Human	Internal Control	RNase P	ZooWVU	8031.38158125	8031.38158125	307182537018.549	6392976.83701456	0.16714633883975	1
R01-0077.a3	R01-0077	7/11/22 9:00	7/12/22 8:30	0.111	NA	HuttonsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	2265.072234375	2265.072234375	951739206.626527	452993.434853178	1.07809244853641	1
L01-0045.a1	L01-0045	2/23/22 9:00	2/24/22 9:00	0.295	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	136177.76826375	136177.76826375	152069162300.168	269626174.291078	241.449943730053	1
A1070.a1	A1070	6/14/21 0:00	6/14/21 23:55	11.975	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
A02-0391.a3	A02-0391	3/9/22 9:00	3/11/22 9:00	NA	NA	CollegePark-02	Human	Internal Control	RNase P	ZooWVU	18347.481800625	9173.7409003125	NA	NA	16.179437213955	1
E01-0119.a3	E01-0119	5/31/22 9:31	6/1/22 9:31	3.03	NA	PrincetonWWTP-01	Human	Internal Control	RNase P	ZooWVU	2997.0156825	2997.0156825	34375147398.1177	954865.20550327	0.083250435625	1
C01-0190.a2	C01-0190	6/5/22 7:00	6/6/22 7:00	8.341	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	117407.123735625	117407.123735625	3707024830269.26	74140496.6053852	2.3481424747125	1
O01-0093.a3	O01-0093	6/22/22 7:00	6/23/22 7:00	2.32	NA	GraftonWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
K01-0105.a2	K01-0105	6/21/22 6:27	6/22/22 6:27	4.409	NA	ParkersburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	135021.17784375	135021.17784375	2253486268666.04	46898777.7037677	2.81001410704995	1
A0213.a3	A0213	1/5/21 0:00	1/5/21 23:59	11.421	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
S01-0016.a2	S01-0016	5/24/22 6:00	5/25/22 6:00	0.696	NA	FollansbeeWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	287443.8643125	287443.8643125	757312643371.398	117086061.127303	44.4409190340909	1
A03-0279.a2.a3	A03-0279	4/20/22 6:00	4/20/22 14:00	NA	NA	MountainviewES-01	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
A03-0029.a1	A03-0029	9/17/21 6:00	9/17/21 14:00	NA	NA	UniversityHS-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
A04-0017.a3	A04-0017	2/16/22 8:00	2/17/22 8:00	0.587	NA	CheatLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	76177.25819625	76177.25819625	169268584954.867	84634292.4774337	38.088629098125	1
E02-0090.a1	E02-0090	2/2/22 8:00	2/3/22 8:00	0.143	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	757271.38280625	757271.38280625	409921321121.971	171443463.455446	316.717433210477	1
N03-0009.a1	N03-0009	3/28/22 7:30	3/29/22 7:30	0.601	NA	SalemWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
E02-0019.a3	E02-0019	12/8/21 8:00	12/9/21 8:00	0.102	NA	AthensWWTP-01	Human	Internal Control	RNase P	ZooWVU	12697.328015625	12697.328015625	4902588429.24996	2050434.3075073	5.31046759331869	1
G01-0063.a1	G01-0063	10/27/21 9:00	10/28/21 8:00	NA	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	91382.07673875	91382.07673875	NA	NA	11.1878154675257	1
G01-0151.a2	G01-0151	5/8/22 9:00	5/9/22 8:00	3.317	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	13479.701536875	13479.701536875	169253895431.427	20721583.6718201	1.65030626063602	1
C01-0142.a2.a3	C01-0142	4/5/22 7:00	4/6/22 7:00	7.634	NA	WheelingWWTP-01	Human	Internal Control	RNase P	ZooWVU	9690.954999375	9690.954999375	280047472618.582	5600949.45237163	0.1938190999875	1
P01-0056.a2	P01-0056	4/26/22 10:35	4/27/22 10:35	0.236	NA	StMarysWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	24321.350235	24321.350235	21727642644.7648	7513016.12889517	8.40987214211618	1
M03-0073.a3	M03-0073	5/11/22 11:00	5/12/22 11:00	0.187	NA	ManningtonWWTP-01	Human	Internal Control	RNase P	ZooWVU	2810.1354825	2810.1354825	1989215296.92353	1823295.41422872	2.57574288038497	1
F01-0044.a1	F01-0044	5/26/22 13:00	5/27/22 13:00	1.3	NA	WestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
A02-0090.a2	A02-0090	9/6/21 9:00	9/8/21 9:00	NA	NA	CollegePark-02	SARS-CoV-2	Pathogen	N2	ZooWVU	74507.32411125	37253.662055625	NA	NA	65.7031076818783	1
Q01-0013.a3	Q01-0013	5/16/22 8:00	5/17/22 8:00	0.382	NA	MadisonWWTP-01	Human	Internal Control	RNase P	ZooWVU	9127.623500625	9127.623500625	13198786559.2413	2897647.98227033	2.0038690451427	1
J01-0057.a1	J01-0057	5/25/22 7:30	5/26/22 7:30	0.093	NA	AlpineLakeWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
A04-0098.a1	A04-0098	6/23/22 8:00	6/24/22 8:00	0.586	NA	CheatLakeWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	130063.138614375	130063.138614375	288512591047.753	144256295.523877	65.0315693071875	1
A01-0190.a2	A01-0190	3/1/22 0:00	3/2/22 0:00	9.8	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	31222.100158125	31222.100158125	1158246811563.77	23966371.7009553	0.6460457738397	1
A02-0490.a2	A02-0490	5/7/22 9:00	5/9/22 7:53	NA	NA	OaklandE-02	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
A02-0257.a2	A02-0257	12/11/21 9:00	12/13/21 9:00	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
B01-0020.a1	B01-0020	10/12/21 7:00	10/13/21 7:00	6.426	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	16187.7786325	16187.7786325	393768438181.756	7875368.76363512	0.32375557265	1
M04-0075.a1	M04-0075	5/30/22 11:30	5/31/22 11:30	0.111	NA	FarmingtonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	292534.7274	292534.7274	122917390951.643	201503919.592857	479.565126885246	1
A0031.a3	A0031	12/1/20 0:00	12/1/20 23:59	11.562	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
J01-0041.a3	J01-0041	5/3/22 7:30	5/4/22 7:30	0.174	NA	AlpineLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
E02-0145.a3	E02-0145	6/15/22 8:00	6/16/22 8:00	0.11	NA	AthensWWTP-01	Human	Internal Control	RNase P	ZooWVU	9436.3988775	9436.3988775	3929270254.2365	1643358.53376683	3.94663273839398	1
D01-0016.a3	D01-0016	1/12/22 7:00	1/13/22 7:00	NA	NA	CharlesTownWWTP-01	Human	Internal Control	RNase P	ZooWVU	156227.881033125	156227.881033125	NA	NA	9.1898753548897	1
A02-0377.a2	A02-0377	3/2/22 9:00	3/4/22 9:00	NA	NA	NorthHighSt-02	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	NA	1
G01-0083.a1	G01-0083	2/6/22 0:00	2/7/22 8:00	1.358	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	62769.37591125	62769.37591125	322671423998.222	39504336.9243661	7.68479137013345	1
O01-0059.a2	O01-0059	5/4/22 6:30	5/5/22 6:30	2.45	NA	GraftonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	9644.86626	9644.86626	89448944313.7032	14733807.3321863	1.58867834953055	1
M03-0049.a1	M03-0049	3/25/22 11:00	3/26/22 11:00	0.201	NA	ManningtonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	3175.2538275	3175.2538275	2415947155.82251	2214433.6900298	2.91040680797434	1
A0034.a3	A0034	12/6/20 0:00	12/6/20 23:59	8.141	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A03-0295.a2	A03-0295	4/1/22 6:00	4/1/22 13:05	NA	NA	MountainviewES-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
B01-0033.a3	B01-0033	12/13/21 7:00	12/14/21 7:00	7.429	NA	CharlestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
L01-0119.a1	L01-0119	5/11/22 9:00	5/12/22 9:00	0.297	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	113113.9938525	113113.9938525	127170304510.35	225479263.316223	200.55672668883	1
A03-0177.a3	A03-0177	1/12/22 6:00	1/12/22 14:00	NA	NA	NorthES-01	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
G01-0006.a1	G01-0006	12/13/21 9:00	12/14/21 8:00	0.673	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	109123.178895	109123.178895	278000129573.88	34035275.4130608	13.3598407070274	1
A01-0016.a1	A01-0016	8/26/21 0:00	8/26/21 23:55	8.963	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	111546.08490625	111546.08490625	3784605823769.91	78310830.6524149	2.30810471996048	1
L01-0124.a3	L01-0124	5/18/22 9:00	5/19/22 9:00	0.345	NA	WestUnionWWTP-01	Human	Internal Control	RNase P	ZooWVU	4291.819738125	4291.819738125	5604972587.43903	9937894.65857985	7.60960946476064	1
O01-0065.a1	O01-0065	5/3/22 6:30	5/4/22 6:30	NA	NA	GraftonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	53561.36734125	53561.36734125	NA	NA	8.82249503232581	1
A02-0062.a2	A02-0062	8/30/21 10:04	8/30/21 10:04	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N2	ZooWVU	15603.64739125	7801.823695625	NA	NA	8.92657173412471	1
E02-0018.a2	E02-0018	12/7/21 8:00	12/8/21 8:00	0.158	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	19523.81149875	19523.81149875	11677089743.1064	4883768.19034143	8.16554224121706	1
A01-0184.a3	A01-0184	2/24/22 0:00	2/24/22 0:00	10.3	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	63408.698064375	63408.698064375	2472287573320.62	51156422.2256377	1.31204887569059	1
C01-0122.a3	C01-0122	2/6/22 7:00	2/7/22 7:00	15.66	NA	WheelingWWTP-01	Human	Internal Control	RNase P	ZooWVU	26705.78656125	26705.78656125	1583106224596.82	31662124.4919364	0.534115731225	1
A02-0097.a3	A02-0097	9/13/21 9:20	9/13/21 9:20	NA	NA	Evansdale-01	Human	Internal Control	RNase P	ZooWVU	166605.57631875	83302.788159375	NA	NA	NA	1
C01-0118.a1	C01-0118	1/31/22 7:00	2/1/22 7:00	6.399	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	247219.682334375	247219.682334375	5988362461456.64	119767249.229133	4.9443936466875	1
A01-0202.a3	A01-0202	3/15/22 0:00	3/16/22 0:00	10.6	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	5629.89691125	5629.89691125	225901561508.238	4674341.19988904	0.116493480202988	1
H01-0104.a1	H01-0104	1/20/22 8:00	1/21/22 8:00	2.2	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	614581.53255	614581.53255	5118174774086.21	426514564.507184	51.2151277125	1
S01-0045.a3	S01-0045	3/22/22 6:00	3/23/22 6:00	0.657	NA	FollansbeeWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
L01-0135.a2	L01-0135	6/1/22 9:00	6/2/22 9:00	0.3	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	2028978.72421875	2028978.72421875	2304154905733.47	4085381038.53452	3597.48000748005	1
A03-0230.a3	A03-0230	2/2/22 6:00	2/2/22 14:00	NA	NA	NorthES-01	Human	Internal Control	RNase P	ZooWVU	220689.423675	662068.271025	NA	NA	962.308533466569	1
A02-0462.a2	A02-0462	4/18/22 9:00	4/20/22 9:00	NA	NA	Evansdale-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	NA	1
A02-0116.a1	A02-0116	9/18/21 9:00	9/20/21 9:00	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N1	ZooWVU	246445.0885125	123222.54425625	NA	NA	140.986892741705	1
C01-0171.a2	C01-0171	5/9/22 7:00	5/10/22 7:00	17.827	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	105809.87783625	105809.87783625	7140315511730.94	142806310.234619	2.116197556725	1
E01-0118.a2	E01-0118	5/26/22 10:00	5/27/22 10:00	4.767	NA	PrincetonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	76930.569555	76930.569555	1388215933375.25	38561553.7048681	2.13696026541667	1
D01-0119.a2	D01-0119	6/21/22 7:15	6/22/22 7:15	1.28	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	176273.55157875	176273.55157875	854102611048.597	50241330.0616821	10.3690324458088	1
A01-0162.a2	A01-0162	1/26/22 0:00	1/27/22 0:00	8.8	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	10195736.27625	10195736.27625	339636370105820	7027734855.69069	210.969547182793	1
A02-0370.a3	A02-0370	2/23/22 9:00	2/24/22 11:26	NA	NA	CollegePark-02	Human	Internal Control	RNase P	ZooWVU	10075.54906875	5037.774534375	NA	NA	8.88496390542328	1
H01-0013.a3	H01-0013	10/10/21 8:00	10/11/21 8:00	NA	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	2292.6315175	2292.6315175	NA	NA	0.191052626458333	1
A01-0275.a2	A01-0275	6/14/22 0:00	6/15/22 0:00	7.9	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	320626.01923125	320626.01923125	9588237421719.51	198399218.294147	6.63437384603646	1
A01-0197.a3	A01-0197	3/10/22 0:00	3/10/22 0:00	11.6	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	80842.486929375	80842.486929375	3549854717988.97	73453375.2273832	1.67278776132625	1
E02-0071.a1	E02-0071	2/21/22 8:00	2/22/22 8:00	0.091	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	563394.07156875	563394.07156875	194073657273.593	81168405.3841876	235.631146620138	1
A02-0250.a3	A02-0250	12/4/21 9:00	12/6/21 9:00	NA	NA	Evansdale-01	Human	Internal Control	RNase P	ZooWVU	4929.05619	2464.528095	NA	NA	NA	1
G01-0095.a3	G01-0095	2/15/22 9:00	2/16/22 8:00	0.838	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	3068.323395	3068.323395	9733254408.5149	1191632.51818253	0.37565173787953	1
A02-0084.a3	A02-0084	9/4/21 9:00	9/6/21 8:48	NA	NA	NorthHighSt-02	Human	Internal Control	RNase P	ZooWVU	52348.01769875	26174.008849375	NA	NA	NA	1
R01-0003.a1	R01-0003	5/16/22 9:00	5/17/22 8:30	0.15	NA	HuttonsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	2422.995436875	2422.995436875	1375804673.50515	654833.257260899	1.15325818033079	1
H01-0271.a1	H01-0271	7/4/22 8:00	7/5/22 8:00	NA	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	38221.291610625	38221.291610625	NA	NA	3.18510763421875	1
N03-0047.a1	N03-0047	2/27/22 7:30	2/28/22 7:30	0.64769	NA	SalemWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	31396.54085625	31396.54085625	76977166138.5679	41541913.7283151	16.9436270136265	1
A02-0035.a3	A02-0035	8/23/21 9:16	8/25/21 9:16	NA	NA	Evansdale-01	Human	Internal Control	RNase P	ZooWVU	25068.4683025	12534.23415125	NA	NA	NA	1
A03-0088.a1	A03-0088	12/8/21 6:00	12/8/21 14:00	NA	NA	MountainviewES-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
A0212.a2	A0212	1/4/21 0:00	1/4/21 23:59	11.872	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
P01-0042.a2	P01-0042	3/15/22 10:40	3/16/22 10:40	0.239	NA	StMarysWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	6860.097665625	6860.097665625	6206419470.75961	2146064.82391411	2.37209462850104	1
C01-0156.a2.a3	C01-0156	4/18/22 7:00	4/19/22 7:00	12.504	NA	WheelingWWTP-01	Human	Internal Control	RNase P	ZooWVU	10551.36084375	10551.36084375	499425100551.652	9988502.01103305	0.211027216875	1
A03-0055.a3	A03-0055	10/29/21 6:00	10/29/21 13:50	NA	NA	MorgantownHS-01	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
A02-0024.a2	A02-0024	8/18/21 10:10	8/20/21 10:10	NA	NA	CollegePark-02	SARS-CoV-2	Pathogen	N2	ZooWVU	21424.2890575	10712.14452875	NA	NA	18.8926711265432	1
B01-0087.a1	B01-0087	1/31/22 7:00	2/1/22 7:00	8.691	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	498128.02633125	498128.02633125	16387913096435.4	327758261.928709	9.962560526625	1
L01-0162.a3	L01-0162	7/9/22 9:00	7/10/22 9:00	0.22	NA	WestUnionWWTP-01	Human	Internal Control	RNase P	ZooWVU	4084.76841375	4084.76841375	3401755104.24055	6031480.68127756	7.2424971875	1
R02-0014.a3	R02-0014	6/23/22 6:00	6/24/22 6:00	5.36	NA	ElkinsWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
