"capacity_mgd","concentration_method","county_names","dashboard_ignore","epaid","extraction_method","flow_rate","inhibition_adjust","inhibition_detect","inhibition_method","institution_type","lab_id","lod_ref","lod_sewage","major_lab_method","major_lab_method_desc","ntc_amplify","num_no_target_control","other_jurisdiction","pasteurized","pcr_gene_target","pcr_gene_target_ref","pcr_target","pcr_target_avg_conc","pcr_target_units","pcr_type","population_served","pretreatment","quant_stan_type","rec_eff_percent","rec_eff_spike_conc","rec_eff_spike_matrix","rec_eff_target_name","reporting_jurisdiction","sample_collect_date","sample_collect_time","sample_id","sample_location","sample_location_specify","sample_matrix","sample_type","site_id","stan_ref","test_result_date","wwtp_jurisdiction","wwtp_name","zipcode"
"2.25","ceres nanotrap","54037","","WV0022349","thermo magmax microbiome ultra nucleic acid isolation kit","1.29","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","72560.002963125","copies/L wastewater","ddPCR","17000","no","rna","-1","","","","WV","2022-04-05","07:03","D01-0027","wwtp","","raw wastewater","24-hr flow-weighted composite","54037-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-04-11","WV","CharlesTown WWTP","25414"
"0.75","ceres nanotrap","54061","","WV0083071","thermo magmax microbiome ultra nucleic acid isolation kit","0.698","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","201271.5706875","copies/L wastewater","ddPCR","2000","no","rna","-1","","","","WV","2022-02-11","09:00","A04-0014","wwtp","","raw wastewater","24-hr time-weighted composite","54061-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-02-17","WV","Cheat Lake WWTP","26508"
"0.25","ceres nanotrap","54049","","WV0024953","thermo magmax microbiome ultra nucleic acid isolation kit","0.177","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","232272.41725875","copies/L wastewater","ddPCR","1091","no","rna","-1","","","","WV","2022-08-25","11:00","M03-0112","wwtp","","raw wastewater","24-hr time-weighted composite","54049-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-09-01","WV","Mannington WWTP","26582"
"0.525","ceres nanotrap","54073","","WV0020168","thermo magmax microbiome ultra nucleic acid isolation kit","0.208","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","2949.97458","copies/L wastewater","ddPCR","2892","no","rna","-1","","","","WV","2022-04-04","08:03","P01-0049","wwtp","","raw wastewater","24-hr time-weighted composite","54073-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-04-07","WV","St Marys WWTP","26170"
"0.4","ceres nanotrap","54033","","WV0020257","thermo magmax microbiome ultra nucleic acid isolation kit","0.57501","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","6302.52113625","copies/L wastewater","ddPCR","1853","no","rna","-1","","","","WV","2022-03-31","07:03","N03-0014","wwtp","","raw wastewater","24-hr time-weighted composite","54033-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-04-07","WV","Salem WWTP","26426"
"8","ceres nanotrap","54033","","WV0023302","thermo magmax microbiome ultra nucleic acid isolation kit","4.36","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","771691.24245","copies/L wastewater","ddPCR","26498","no","rna","-1","","","","WV","2022-07-14","07:00","N02-0133","wwtp","","raw wastewater","24-hr flow-weighted composite","54033-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-07-25","WV","Clarksburg WWTP","26301"
"4.99","ceres nanotrap","54083","","WV0020028","thermo magmax microbiome ultra nucleic acid isolation kit","1.7788","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","9584.02723875","copies/L wastewater","ddPCR","13156","no","rna","-1","","","","WV","2023-08-29","06:00","R02-0390","wwtp","","raw wastewater","24-hr time-weighted composite","54083-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-09-14","WV","Elkins WWTP","26241"
"0.41","ceres nanotrap","54083","","WV0082414","thermo magmax microbiome ultra nucleic acid isolation kit","0.135","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","1888","copies/L wastewater","ddPCR","2101","no","rna","-1","","","","WV","2022-08-19","09:00","R01-0105","wwtp","","raw wastewater","24-hr time-weighted composite","54083-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-08-25","WV","Huttonsville WWTP","26273"
"0.75","ceres nanotrap","54061","","WV0083071","thermo magmax microbiome ultra nucleic acid isolation kit","0.472","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","1186377.4322625","copies/L wastewater","ddPCR","2000","no","rna","-1","","","","WV","2023-04-26","08:00","A04-0412","wwtp","","raw wastewater","24-hr time-weighted composite","54061-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-05-02","WV","Cheat Lake WWTP","26508"
"2.4","ceres nanotrap","54057","","WV0024392","thermo magmax microbiome ultra nucleic acid isolation kit","1.171","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","15729.9730181694","copies/L wastewater","ddPCR","8168","no","rna","-1","","","","WV","2024-03-24","08:00","G01-0528","wwtp","","raw wastewater","24-hr time-weighted composite","54057-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2024-03-28","WV","Keyser WWTP","26726"
"0.125","ceres nanotrap","54049","","WV0021865","thermo magmax microbiome ultra nucleic acid isolation kit","0.067","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","RSV-A and RSV-B combined","https://www.bio-rad.com/digital-assays/assay-detail/dEXD77482599?_gl=1*wb42kj*_gcl_au*MTA0MjQ3Mzc0MC4xNzEyOTUzOTc2","RSV","1007","copies/L wastewater","ddPCR","610","no","rna","-1","","","","WV","2024-12-08","08:03","M04-0391","wwtp","","raw wastewater","24-hr time-weighted composite","54049-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2024-12-14","WV","Farmington WWTP","26571"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","8.8","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","1717588.5774375","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2023-01-01","00:00","A01-0452","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-01-06","WV","Star City WWTP","26505"
"2.4","ceres nanotrap","54057","","WV0024392","thermo magmax microbiome ultra nucleic acid isolation kit","0.566","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","2950748.1476625","copies/L wastewater","ddPCR","8168","no","rna","-1","","","","WV","2022-11-07","09:00","G01-0203","wwtp","","raw wastewater","24-hr time-weighted composite","54057-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-11-15","WV","Keyser WWTP","26726"
"2.34","ceres nanotrap","54051","","WVR030013","thermo magmax microbiome ultra nucleic acid isolation kit","1.5","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","26146.20074625","copies/L wastewater","ddPCR","12000","no","rna","-1","","","","WV","2023-05-24","08:00","H01-0595","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-06-02","WV","Moundsville WWTP","26041"
"2.3","ceres nanotrap","54091","","WVG611883","thermo magmax microbiome ultra nucleic acid isolation kit","2.03","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","73487.536318125","copies/L wastewater","ddPCR","6071","no","rna","-1","","","","WV","2023-09-01","07:00","O01-0449","wwtp","","raw wastewater","24-hr flow-weighted composite","54091-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-09-15","WV","Grafton WWTP","26354"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","7.8","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","593815.3445625","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2023-07-26","08:00","A01-0628","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-08-03","WV","Star City WWTP","26505"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","9.768","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","69030.38413125","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2021-09-06","00:00","A01-0031","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2021-09-09","WV","Star City WWTP","26505"
"4.99","ceres nanotrap","54083","","WV0020028","thermo magmax microbiome ultra nucleic acid isolation kit","3.041","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","112303.2059025","copies/L wastewater","ddPCR","13156","no","rna","-1","","","","WV","2023-01-30","06:00","R02-0183","wwtp","","raw wastewater","24-hr time-weighted composite","54083-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-02-07","WV","Elkins WWTP","26241"
"8","ceres nanotrap","54033","","WV0023302","thermo magmax microbiome ultra nucleic acid isolation kit","9.547","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","202291.99915125","copies/L wastewater","ddPCR","26498","no","rna","-1","","","","WV","2022-09-01","07:00","N02-0118","wwtp","","raw wastewater","24-hr flow-weighted composite","54033-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-09-14","WV","Clarksburg WWTP","26301"
"8","ceres nanotrap","54033","","WV0023302","thermo magmax microbiome ultra nucleic acid isolation kit","8.26","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","196465.500013125","copies/L wastewater","ddPCR","26498","no","rna","-1","","","","WV","2023-09-04","07:00","N02-0391","wwtp","","raw wastewater","24-hr flow-weighted composite","54033-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-09-15","WV","Clarksburg WWTP","26301"
"2.34","ceres nanotrap","54051","","WVR030013","thermo magmax microbiome ultra nucleic acid isolation kit","1.7","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","30969.322400625","copies/L wastewater","ddPCR","12000","no","rna","-1","","","","WV","2023-05-17","08:00","H01-0588","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-05-26","WV","Moundsville WWTP","26041"
"2.4","ceres nanotrap","54057","","WV0024392","thermo magmax microbiome ultra nucleic acid isolation kit","1.427","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","571","copies/L wastewater","ddPCR","8168","no","rna","-1","","","","WV","2022-04-11","09:00","G01-0117","wwtp","","raw wastewater","24-hr time-weighted composite","54057-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-04-19","WV","Keyser WWTP","26726"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","7.552","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","66937.5","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2021-11-03","00:00","A01-0080","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2021-11-18","WV","Star City WWTP","26505"
"4.9","ceres nanotrap","54055","","WV0023094","thermo magmax microbiome ultra nucleic acid isolation kit","3.173","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","219416.8862775","copies/L wastewater","ddPCR","36000","no","rna","-1","","","","WV","2023-04-12","08:04","E01-0259","wwtp","","raw wastewater","24-hr time-weighted composite","54055-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-04-21","WV","Princeton WWTP","24740"
"2.4","ceres nanotrap","54057","","WV0024392","thermo magmax microbiome ultra nucleic acid isolation kit","0.873","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","RSV-A and RSV-B combined","https://www.bio-rad.com/digital-assays/assay-detail/dEXD77482599?_gl=1*wb42kj*_gcl_au*MTA0MjQ3Mzc0MC4xNzEyOTUzOTc2","RSV","897","copies/L wastewater","ddPCR","8168","no","rna","-1","","","","WV","2025-06-29","08:00","G01-0637","wwtp","","raw wastewater","24-hr time-weighted composite","54057-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-07-15","WV","Keyser WWTP","26726"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","7.68","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfB","https://doi.org/10.1021/acs.estlett.2c00350","FLUBV","2173","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2025-04-28","07:00","C01-0887","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-05-12","WV","Wheeling WWTP","26003"
"2.4","ceres nanotrap","54057","","WV0024392","thermo magmax microbiome ultra nucleic acid isolation kit","0.832","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfB","https://doi.org/10.1021/acs.estlett.2c00350","FLUBV","1241","copies/L wastewater","ddPCR","8168","no","rna","-1","","","","WV","2025-04-27","09:00","G01-0618","wwtp","","raw wastewater","24-hr time-weighted composite","54057-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-05-06","WV","Keyser WWTP","26726"
"2.4","","54057","","WV0024392","","1.0037","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","RSV-A and RSV-B combined","https://www.bio-rad.com/digital-assays/assay-detail/dEXD77482599?_gl=1*wb42kj*_gcl_au*MTA0MjQ3Mzc0MC4xNzEyOTUzOTc2","RSV","14231.840763241","copies/L wastewater","ddPCR","8168","no","rna","-1","","","","WV","2026-03-22","08:00","G01-1005","wwtp","","raw wastewater","24-hr time-weighted composite","54057-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2026-03-26","WV","Keyser WWTP","26726"
"2.3","ceres nanotrap","54091","","WVG611883","thermo magmax microbiome ultra nucleic acid isolation kit","1.13","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","38605.4896725","copies/L wastewater","ddPCR","6071","no","rna","-1","","","","WV","2023-07-27","07:00","O01-0420","wwtp","","raw wastewater","24-hr flow-weighted composite","54091-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-08-03","WV","Grafton WWTP","26354"
"1.6","ceres nanotrap","54009","","WV0020273","thermo magmax microbiome ultra nucleic acid isolation kit","0.701","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","325737.369009375","copies/L wastewater","ddPCR","6468","no","rna","-1","","","","WV","2022-05-26","06:00","S01-0014","wwtp","","raw wastewater","24-hr time-weighted composite","54009-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-06-06","WV","Follansbee WWTP","26037"
"20.8","","54061","","WV0023124","","11.7","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","RSV-A and RSV-B combined","https://www.bio-rad.com/digital-assays/assay-detail/dEXD77482599?_gl=1*wb42kj*_gcl_au*MTA0MjQ3Mzc0MC4xNzEyOTUzOTc2","RSV","557","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2026-02-15","12:00","A01-1486","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2026-02-25","WV","Star City WWTP","26505"
"0.5","ceres nanotrap","54005","","WV0035939","thermo magmax microbiome ultra nucleic acid isolation kit","0.329","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","69918.193824375","copies/L wastewater","ddPCR","4555","no","rna","-1","","","","WV","2023-06-01","08:00","Q01-0376","wwtp","","raw wastewater","24-hr time-weighted composite","54005-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-06-09","WV","Madison WWTP","25053"
"2.25","ceres nanotrap","54037","","WV0022349","thermo magmax microbiome ultra nucleic acid isolation kit","1.11","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfB","https://doi.org/10.1021/acs.estlett.2c00350","FLUBV","1771","copies/L wastewater","ddPCR","17000","no","rna","-1","","","","WV","2025-06-30","07:00","D01-0603","wwtp","","raw wastewater","24-hr flow-weighted composite","54037-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-07-15","WV","CharlesTown WWTP","25414"
"0.15","ceres nanotrap","54077","","WV0086665","thermo magmax microbiome ultra nucleic acid isolation kit","0.121","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","15959.004601875","copies/L wastewater","ddPCR","700","no","rna","-1","","","","WV","2022-05-19","07:03","J01-0053","wwtp","","raw wastewater","24-hr time-weighted composite","54077-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-05-26","WV","Alpine Lake","26764"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","7.5","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","180131.72953125","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2023-06-26","08:00","A01-0602","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-07-03","WV","Star City WWTP","26505"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","5.70","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfB","https://doi.org/10.1021/acs.estlett.2c00350","FLUBV","8211.33733727037","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2024-12-22","08:00","D01-0568","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-01-14","WV","Wheeling WWTP","26003"
"2.4","ceres nanotrap","54057","","WV0024392","thermo magmax microbiome ultra nucleic acid isolation kit","0.581","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","115159.199701875","copies/L wastewater","ddPCR","8168","no","rna","-1","","","","WV","2023-06-11","08:00","G01-0357","wwtp","","raw wastewater","24-hr time-weighted composite","54057-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-06-21","WV","Keyser WWTP","26726"
"2.34","ceres nanotrap","54051","","WVR030013","thermo magmax microbiome ultra nucleic acid isolation kit","2.3","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","25617.5679975","copies/L wastewater","ddPCR","12000","no","rna","-1","","","","WV","2022-03-17","08:00","H01-0160","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-03-30","WV","Moundsville WWTP","26041"
"0.7","ceres nanotrap","54053","","WV0022039","thermo magmax microbiome ultra nucleic acid isolation kit","0.38","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfB","https://doi.org/10.1021/acs.estlett.2c00350","FLUBV","1395","copies/L wastewater","ddPCR","5515","no","rna","-1","","","","WV","2025-04-20","09:03","T01-0314","wwtp","","raw wastewater","24-hr time-weighted composite","54053-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-04-28","WV","Point Pleasant WWTP","25550"
"0.2","ceres nanotrap","54017","","WVG640072","thermo magmax microbiome ultra nucleic acid isolation kit","0.366","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","913567.4679375","copies/L wastewater","ddPCR","564","no","rna","-1","","","","WV","2023-03-24","09:00","L01-0382","wwtp","","raw wastewater","24-hr time-weighted composite","54017-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-03-31","WV","West Union WWTP","26456"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","16.9","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","441672.83019375","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2022-01-19","00:00","A01-0156","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-01-26","WV","Star City WWTP","26505"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","7.2","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfA1 and InfA2 combined","https://doi.org/10.1021/acs.estlett.2c00350","FLUAV","1322","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2024-09-11","12:00","A01-1043","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2024-09-20","WV","Star City WWTP","26505"
"0.5","ceres nanotrap","54055","","WV0020338","thermo magmax microbiome ultra nucleic acid isolation kit","0.109","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","7041.429913125","copies/L wastewater","ddPCR","2391","no","rna","-1","","","","WV","2022-05-16","08:00","E02-0128","wwtp","","raw wastewater","24-hr time-weighted composite","54055-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-05-24","WV","Athens WWTP","24740"
"0.4","ceres nanotrap","54033","","WV0020257","thermo magmax microbiome ultra nucleic acid isolation kit","5.5651","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","2703","copies/L wastewater","ddPCR","1853","no","rna","-1","","","","WV","2023-06-13","08:00","N03-0356","wwtp","","raw wastewater","24-hr time-weighted composite","54033-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-06-26","WV","Salem WWTP","26426"
